fips,state,year,month,count
17,IL,2009,10,0
17,IL,2009,11,0
17,IL,2009,12,0
17,IL,2010,01,0
17,IL,2010,02,0
17,IL,2010,03,0
17,IL,2010,04,0
17,IL,2010,05,0
17,IL,2010,06,0
17,IL,2010,07,0
17,IL,2010,08,11
17,IL,2010,09,31
17,IL,2010,10,3
17,IL,2010,11,0
17,IL,2010,12,0
17,IL,2011,01,0
17,IL,2011,02,0
17,IL,2011,03,0
17,IL,2011,04,0
17,IL,2011,05,0
17,IL,2011,06,0
17,IL,2011,07,2
17,IL,2011,08,8
17,IL,2011,09,12
17,IL,2011,10,0
17,IL,2011,11,0
17,IL,2011,12,0
17,IL,2012,01,0
17,IL,2012,02,0
17,IL,2012,03,0
17,IL,2012,04,0
17,IL,2012,05,0
17,IL,2012,06,0
17,IL,2012,07,22
17,IL,2012,08,115
17,IL,2012,09,47
17,IL,2012,10,2
17,IL,2012,11,1
17,IL,2012,12,0
17,IL,2013,01,0
17,IL,2013,02,0
17,IL,2013,03,0
17,IL,2013,04,0
17,IL,2013,05,0
17,IL,2013,06,0
17,IL,2013,07,2
17,IL,2013,08,25
17,IL,2013,09,55
17,IL,2013,10,3
17,IL,2013,11,1
17,IL,2013,12,0
17,IL,2014,01,0
17,IL,2014,02,0
17,IL,2014,03,0
17,IL,2014,04,0
17,IL,2014,05,0
17,IL,2014,06,0
17,IL,2014,07,1
17,IL,2014,08,14
17,IL,2014,09,20
17,IL,2014,10,1
17,IL,2014,11,0
17,IL,2014,12,0
17,IL,2015,01,0
17,IL,2015,02,0
17,IL,2015,03,0
17,IL,2015,04,0
17,IL,2015,05,0
17,IL,2015,06,0
17,IL,2015,07,1
17,IL,2015,08,26
17,IL,2015,09,20
17,IL,2015,10,3
17,IL,2015,11,1
17,IL,2015,12,0
17,IL,2016,01,0
17,IL,2016,02,0
17,IL,2016,03,0
17,IL,2016,04,0
17,IL,2016,05,1
17,IL,2016,06,0
17,IL,2016,07,5
17,IL,2016,08,49
17,IL,2016,09,37
17,IL,2016,10,5
17,IL,2016,11,0
17,IL,2016,12,1
17,IL,2017,01,0
17,IL,2017,02,0
17,IL,2017,03,0
17,IL,2017,04,0
17,IL,2017,05,0
17,IL,2017,06,1
17,IL,2017,07,4
17,IL,2017,08,40
17,IL,2017,09,19
17,IL,2017,10,7
17,IL,2017,11,1
17,IL,2017,12,0
17,IL,2018,01,0
17,IL,2018,02,0
17,IL,2018,03,0
17,IL,2018,04,0
17,IL,2018,05,0
17,IL,2018,06,0
17,IL,2018,07,8
17,IL,2018,08,77
17,IL,2018,09,37
17,IL,2018,10,4
17,IL,2018,11,0
17,IL,2018,12,0
17,IL,2019,01,0
17,IL,2019,02,0
17,IL,2019,03,0
17,IL,2019,04,0
17,IL,2019,05,0
17,IL,2019,06,0
17,IL,2019,07,2
17,IL,2019,08,8
17,IL,2019,09,9
17,IL,2019,10,3
17,IL,2019,11,0
17,IL,2019,12,0
17,IL,2020,01,0
17,IL,2020,02,0
17,IL,2020,03,0
17,IL,2020,04,0
17,IL,2020,05,0
17,IL,2020,06,0
17,IL,2020,07,0
17,IL,2020,08,15
17,IL,2020,09,21
17,IL,2020,10,0
17,IL,2020,11,0
17,IL,2020,12,0
17,IL,2021,01,0
17,IL,2021,02,0
17,IL,2021,03,0
17,IL,2021,04,0
17,IL,2021,05,0
17,IL,2021,06,1
17,IL,2021,07,1
17,IL,2021,08,13
17,IL,2021,09,28
17,IL,2021,10,6
17,IL,2021,11,0
17,IL,2021,12,0
17,IL,2022,01,0
17,IL,2022,02,0
17,IL,2022,03,0
17,IL,2022,04,0
17,IL,2022,05,0
17,IL,2022,06,0
17,IL,2022,07,1
17,IL,2022,08,14
17,IL,2022,09,8
17,IL,2022,10,0
17,IL,2022,11,0
17,IL,2022,12,0
18,IN,2000,01,0
18,IN,2000,02,0
18,IN,2000,03,0
18,IN,2000,04,0
18,IN,2000,05,0
18,IN,2000,06,0
18,IN,2000,07,0
18,IN,2000,08,0
18,IN,2000,09,0
18,IN,2000,10,0
18,IN,2000,11,0
18,IN,2000,12,0
18,IN,2001,01,0
18,IN,2001,02,0
18,IN,2001,03,0
18,IN,2001,04,0
18,IN,2001,05,0
18,IN,2001,06,0
18,IN,2001,07,0
18,IN,2001,08,0
18,IN,2001,09,0
18,IN,2001,10,0
18,IN,2001,11,0
18,IN,2001,12,0
18,IN,2002,01,0
18,IN,2002,02,0
18,IN,2002,03,0
18,IN,2002,04,0
18,IN,2002,05,0
18,IN,2002,06,0
18,IN,2002,07,2
18,IN,2002,08,73
18,IN,2002,09,89
18,IN,2002,10,15
18,IN,2002,11,1
18,IN,2002,12,0
18,IN,2003,01,0
18,IN,2003,02,0
18,IN,2003,03,0
18,IN,2003,04,0
18,IN,2003,05,0
18,IN,2003,06,1
18,IN,2003,07,2
18,IN,2003,08,4
18,IN,2003,09,7
18,IN,2003,10,1
18,IN,2003,11,0
18,IN,2003,12,0
18,IN,2004,01,0
18,IN,2004,02,0
18,IN,2004,03,0
18,IN,2004,04,0
18,IN,2004,05,0
18,IN,2004,06,0
18,IN,2004,07,2
18,IN,2004,08,0
18,IN,2004,09,5
18,IN,2004,10,1
18,IN,2004,11,0
18,IN,2004,12,0
18,IN,2005,01,0
18,IN,2005,02,0
18,IN,2005,03,0
18,IN,2005,04,0
18,IN,2005,05,1
18,IN,2005,06,0
18,IN,2005,07,0
18,IN,2005,08,6
18,IN,2005,09,3
18,IN,2005,10,1
18,IN,2005,11,0
18,IN,2005,12,0
18,IN,2006,01,0
18,IN,2006,02,0
18,IN,2006,03,0
18,IN,2006,04,0
18,IN,2006,05,1
18,IN,2006,06,0
18,IN,2006,07,1
18,IN,2006,08,14
18,IN,2006,09,10
18,IN,2006,10,1
18,IN,2006,11,0
18,IN,2006,12,0
18,IN,2007,01,0
18,IN,2007,02,0
18,IN,2007,03,0
18,IN,2007,04,0
18,IN,2007,05,0
18,IN,2007,06,0
18,IN,2007,07,0
18,IN,2007,08,5
18,IN,2007,09,8
18,IN,2007,10,1
18,IN,2007,11,0
18,IN,2007,12,0
18,IN,2008,01,0
18,IN,2008,02,0
18,IN,2008,03,0
18,IN,2008,04,0
18,IN,2008,05,0
18,IN,2008,06,0
18,IN,2008,07,1
18,IN,2008,08,1
18,IN,2008,09,0
18,IN,2008,10,1
18,IN,2008,11,0
18,IN,2008,12,0
18,IN,2009,01,0
18,IN,2009,02,0
18,IN,2009,03,0
18,IN,2009,04,0
18,IN,2009,05,0
18,IN,2009,06,0
18,IN,2009,07,1
18,IN,2009,08,1
18,IN,2009,09,0
18,IN,2009,10,0
18,IN,2009,11,0
18,IN,2009,12,0
18,IN,2010,01,0
18,IN,2010,02,0
18,IN,2010,03,0
18,IN,2010,04,0
18,IN,2010,05,0
18,IN,2010,06,0
18,IN,2010,07,0
18,IN,2010,08,2
18,IN,2010,09,4
18,IN,2010,10,0
18,IN,2010,11,0
18,IN,2010,12,0
18,IN,2011,01,0
18,IN,2011,02,0
18,IN,2011,03,0
18,IN,2011,04,0
18,IN,2011,05,0
18,IN,2011,06,0
18,IN,2011,07,0
18,IN,2011,08,5
18,IN,2011,09,2
18,IN,2011,10,0
18,IN,2011,11,0
18,IN,2011,12,0
18,IN,2012,01,0
18,IN,2012,02,0
18,IN,2012,03,0
18,IN,2012,04,0
18,IN,2012,05,0
18,IN,2012,06,0
18,IN,2012,07,6
18,IN,2012,08,25
18,IN,2012,09,12
18,IN,2012,10,2
18,IN,2012,11,1
18,IN,2012,12,0
18,IN,2013,01,0
18,IN,2013,02,0
18,IN,2013,03,0
18,IN,2013,04,0
18,IN,2013,05,0
18,IN,2013,06,1
18,IN,2013,07,0
18,IN,2013,08,7
18,IN,2013,09,10
18,IN,2013,10,1
18,IN,2013,11,0
18,IN,2013,12,0
18,IN,2014,01,0
18,IN,2014,02,0
18,IN,2014,03,0
18,IN,2014,04,0
18,IN,2014,05,0
18,IN,2014,06,0
18,IN,2014,07,4
18,IN,2014,08,0
18,IN,2014,09,5
18,IN,2014,10,0
18,IN,2014,11,0
18,IN,2014,12,0
18,IN,2015,01,0
18,IN,2015,02,0
18,IN,2015,03,0
18,IN,2015,04,0
18,IN,2015,05,0
18,IN,2015,06,0
18,IN,2015,07,1
18,IN,2015,08,8
18,IN,2015,09,6
18,IN,2015,10,1
18,IN,2015,11,0
18,IN,2015,12,0
18,IN,2016,01,0
18,IN,2016,02,0
18,IN,2016,03,0
18,IN,2016,04,0
18,IN,2016,05,1
18,IN,2016,06,0
18,IN,2016,07,0
18,IN,2016,08,7
18,IN,2016,09,5
18,IN,2016,10,1
18,IN,2016,11,1
18,IN,2016,12,0
18,IN,2017,01,0
18,IN,2017,02,0
18,IN,2017,03,0
18,IN,2017,04,2
18,IN,2017,05,0
18,IN,2017,06,0
18,IN,2017,07,0
18,IN,2017,08,10
18,IN,2017,09,5
18,IN,2017,10,1
18,IN,2017,11,0
18,IN,2017,12,0
18,IN,2018,01,0
18,IN,2018,02,0
18,IN,2018,03,0
18,IN,2018,04,0
18,IN,2018,05,0
18,IN,2018,06,0
18,IN,2018,07,2
18,IN,2018,08,12
18,IN,2018,09,10
18,IN,2018,10,2
18,IN,2018,11,0
18,IN,2018,12,0
18,IN,2019,01,0
18,IN,2019,02,0
18,IN,2019,03,0
18,IN,2019,04,0
18,IN,2019,05,0
18,IN,2019,06,0
18,IN,2019,07,0
18,IN,2019,08,0
18,IN,2019,09,3
18,IN,2019,10,1
18,IN,2019,11,0
18,IN,2019,12,0
18,IN,2020,01,0
18,IN,2020,02,0
18,IN,2020,03,0
18,IN,2020,04,0
18,IN,2020,05,0
18,IN,2020,06,0
18,IN,2020,07,0
18,IN,2020,08,0
18,IN,2020,09,3
18,IN,2020,10,0
18,IN,2020,11,0
18,IN,2020,12,0
18,IN,2021,01,0
18,IN,2021,02,0
18,IN,2021,03,0
18,IN,2021,04,0
18,IN,2021,05,0
18,IN,2021,06,0
18,IN,2021,07,0
18,IN,2021,08,1
18,IN,2021,09,7
18,IN,2021,10,3
18,IN,2021,11,0
18,IN,2021,12,0
18,IN,2022,01,0
18,IN,2022,02,0
18,IN,2022,03,0
18,IN,2022,04,0
18,IN,2022,05,0
18,IN,2022,06,0
18,IN,2022,07,1
18,IN,2022,08,1
18,IN,2022,09,2
18,IN,2022,10,2
18,IN,2022,11,0
18,IN,2022,12,0
20,KS,2000,01,0
20,KS,2000,02,0
20,KS,2000,03,0
20,KS,2000,04,0
20,KS,2000,05,0
20,KS,2000,06,0
20,KS,2000,07,0
20,KS,2000,08,0
20,KS,2000,09,0
20,KS,2000,10,0
20,KS,2000,11,0
20,KS,2000,12,0
20,KS,2001,01,0
20,KS,2001,02,0
20,KS,2001,03,0
20,KS,2001,04,0
20,KS,2001,05,0
20,KS,2001,06,0
20,KS,2001,07,0
20,KS,2001,08,0
20,KS,2001,09,0
20,KS,2001,10,0
20,KS,2001,11,0
20,KS,2001,12,0
20,KS,2002,01,0
20,KS,2002,02,0
20,KS,2002,03,0
20,KS,2002,04,0
20,KS,2002,05,0
20,KS,2002,06,0
20,KS,2002,07,0
20,KS,2002,08,8
20,KS,2002,09,14
20,KS,2002,10,0
20,KS,2002,11,0
20,KS,2002,12,0
20,KS,2003,01,0
20,KS,2003,02,0
20,KS,2003,03,0
20,KS,2003,04,0
20,KS,2003,05,0
20,KS,2003,06,0
20,KS,2003,07,11
20,KS,2003,08,39
20,KS,2003,09,36
20,KS,2003,10,3
20,KS,2003,11,0
20,KS,2003,12,0
20,KS,2004,01,0
20,KS,2004,02,0
20,KS,2004,03,0
20,KS,2004,04,0
20,KS,2004,05,0
20,KS,2004,06,0
20,KS,2004,07,2
20,KS,2004,08,8
20,KS,2004,09,8
20,KS,2004,10,0
20,KS,2004,11,0
20,KS,2004,12,0
20,KS,2005,01,0
20,KS,2005,02,0
20,KS,2005,03,0
20,KS,2005,04,0
20,KS,2005,05,0
20,KS,2005,06,0
20,KS,2005,07,1
20,KS,2005,08,5
20,KS,2005,09,4
20,KS,2005,10,6
20,KS,2005,11,1
20,KS,2005,12,0
20,KS,2006,01,0
20,KS,2006,02,0
20,KS,2006,03,0
20,KS,2006,04,0
20,KS,2006,05,0
20,KS,2006,06,1
20,KS,2006,07,7
20,KS,2006,08,7
20,KS,2006,09,1
20,KS,2006,10,1
20,KS,2006,11,0
20,KS,2006,12,0
20,KS,2007,01,0
20,KS,2007,02,0
20,KS,2007,03,0
20,KS,2007,04,0
20,KS,2007,05,0
20,KS,2007,06,1
20,KS,2007,07,2
20,KS,2007,08,8
20,KS,2007,09,1
20,KS,2007,10,2
20,KS,2007,11,0
20,KS,2007,12,0
20,KS,2008,01,0
20,KS,2008,02,1
20,KS,2008,03,0
20,KS,2008,04,0
20,KS,2008,05,0
20,KS,2008,06,1
20,KS,2008,07,3
20,KS,2008,08,3
20,KS,2008,09,3
20,KS,2008,10,3
20,KS,2008,11,0
20,KS,2008,12,0
20,KS,2009,01,0
20,KS,2009,02,0
20,KS,2009,03,0
20,KS,2009,04,0
20,KS,2009,05,0
20,KS,2009,06,0
20,KS,2009,07,0
20,KS,2009,08,3
20,KS,2009,09,1
20,KS,2009,10,0
20,KS,2009,11,0
20,KS,2009,12,0
20,KS,2010,01,0
20,KS,2010,02,0
20,KS,2010,03,0
20,KS,2010,04,0
20,KS,2010,05,0
20,KS,2010,06,0
20,KS,2010,07,1
20,KS,2010,08,1
20,KS,2010,09,1
20,KS,2010,10,1
20,KS,2010,11,0
20,KS,2010,12,0
20,KS,2011,01,0
20,KS,2011,02,0
20,KS,2011,03,0
20,KS,2011,04,0
20,KS,2011,05,0
20,KS,2011,06,0
20,KS,2011,07,0
20,KS,2011,08,0
20,KS,2011,09,4
20,KS,2011,10,0
20,KS,2011,11,0
20,KS,2011,12,0
20,KS,2012,01,0
20,KS,2012,02,0
20,KS,2012,03,0
20,KS,2012,04,1
20,KS,2012,05,0
20,KS,2012,06,1
20,KS,2012,07,7
20,KS,2012,08,4
20,KS,2012,09,5
20,KS,2012,10,1
20,KS,2012,11,1
20,KS,2012,12,0
20,KS,2013,01,0
20,KS,2013,02,0
20,KS,2013,03,0
20,KS,2013,04,0
20,KS,2013,05,0
20,KS,2013,06,0
20,KS,2013,07,2
20,KS,2013,08,6
20,KS,2013,09,21
20,KS,2013,10,5
20,KS,2013,11,0
20,KS,2013,12,0
20,KS,2014,01,0
20,KS,2014,02,0
20,KS,2014,03,0
20,KS,2014,04,0
20,KS,2014,05,0
20,KS,2014,06,0
20,KS,2014,07,1
20,KS,2014,08,6
20,KS,2014,09,10
20,KS,2014,10,1
20,KS,2014,11,0
20,KS,2014,12,0
20,KS,2015,01,0
20,KS,2015,02,0
20,KS,2015,03,0
20,KS,2015,04,0
20,KS,2015,05,0
20,KS,2015,06,0
20,KS,2015,07,1
20,KS,2015,08,5
20,KS,2015,09,5
20,KS,2015,10,1
20,KS,2015,11,0
20,KS,2015,12,0
20,KS,2016,01,0
20,KS,2016,02,0
20,KS,2016,03,0
20,KS,2016,04,0
20,KS,2016,05,0
20,KS,2016,06,2
20,KS,2016,07,3
20,KS,2016,08,7
20,KS,2016,09,5
20,KS,2016,10,1
20,KS,2016,11,0
20,KS,2016,12,0
20,KS,2017,01,0
20,KS,2017,02,0
20,KS,2017,03,0
20,KS,2017,04,0
20,KS,2017,05,0
20,KS,2017,06,1
20,KS,2017,07,2
20,KS,2017,08,3
20,KS,2017,09,4
20,KS,2017,10,2
20,KS,2017,11,0
20,KS,2017,12,0
20,KS,2018,01,0
20,KS,2018,02,0
20,KS,2018,03,0
20,KS,2018,04,0
20,KS,2018,05,0
20,KS,2018,06,0
20,KS,2018,07,2
20,KS,2018,08,6
20,KS,2018,09,15
20,KS,2018,10,0
20,KS,2018,11,0
20,KS,2018,12,0
20,KS,2019,01,0
20,KS,2019,02,0
20,KS,2019,03,0
20,KS,2019,04,0
20,KS,2019,05,0
20,KS,2019,06,0
20,KS,2019,07,0
20,KS,2019,08,3
20,KS,2019,09,2
20,KS,2019,10,2
20,KS,2019,11,0
20,KS,2019,12,0
20,KS,2020,01,0
20,KS,2020,02,0
20,KS,2020,03,0
20,KS,2020,04,0
20,KS,2020,05,0
20,KS,2020,06,0
20,KS,2020,07,0
20,KS,2020,08,1
20,KS,2020,09,4
20,KS,2020,10,1
20,KS,2020,11,0
20,KS,2020,12,0
20,KS,2021,01,0
20,KS,2021,02,0
20,KS,2021,03,0
20,KS,2021,04,0
20,KS,2021,05,0
20,KS,2021,06,1
20,KS,2021,07,1
20,KS,2021,08,1
20,KS,2021,09,7
20,KS,2021,10,0
20,KS,2021,11,0
20,KS,2021,12,0
20,KS,2022,01,0
20,KS,2022,02,0
20,KS,2022,03,0
20,KS,2022,04,0
20,KS,2022,05,0
20,KS,2022,06,0
20,KS,2022,07,0
20,KS,2022,08,1
20,KS,2022,09,5
20,KS,2022,10,0
20,KS,2022,11,0
20,KS,2022,12,0
21,KY,2000,01,0
21,KY,2000,02,0
21,KY,2000,03,0
21,KY,2000,04,0
21,KY,2000,05,0
21,KY,2000,06,0
21,KY,2000,07,0
21,KY,2000,08,0
21,KY,2000,09,0
21,KY,2000,10,0
21,KY,2000,11,0
21,KY,2000,12,0
21,KY,2001,01,0
21,KY,2001,02,0
21,KY,2001,03,0
21,KY,2001,04,0
21,KY,2001,05,0
21,KY,2001,06,0
21,KY,2001,07,0
21,KY,2001,08,0
21,KY,2001,09,0
21,KY,2001,10,0
21,KY,2001,11,0
21,KY,2001,12,0
21,KY,2002,01,0
21,KY,2002,02,0
21,KY,2002,03,0
21,KY,2002,04,0
21,KY,2002,05,0
21,KY,2002,06,0
21,KY,2002,07,0
21,KY,2002,08,25
21,KY,2002,09,24
21,KY,2002,10,4
21,KY,2002,11,0
21,KY,2002,12,0
21,KY,2003,01,0
21,KY,2003,02,0
21,KY,2003,03,0
21,KY,2003,04,0
21,KY,2003,05,0
21,KY,2003,06,0
21,KY,2003,07,3
21,KY,2003,08,2
21,KY,2003,09,6
21,KY,2003,10,0
21,KY,2003,11,0
21,KY,2003,12,0
21,KY,2004,01,0
21,KY,2004,02,0
21,KY,2004,03,0
21,KY,2004,04,0
21,KY,2004,05,0
21,KY,2004,06,0
21,KY,2004,07,0
21,KY,2004,08,1
21,KY,2004,09,0
21,KY,2004,10,0
21,KY,2004,11,0
21,KY,2004,12,0
21,KY,2005,01,0
21,KY,2005,02,0
21,KY,2005,03,0
21,KY,2005,04,0
21,KY,2005,05,0
21,KY,2005,06,0
21,KY,2005,07,0
21,KY,2005,08,1
21,KY,2005,09,3
21,KY,2005,10,1
21,KY,2005,11,0
21,KY,2005,12,0
21,KY,2006,01,0
21,KY,2006,02,0
21,KY,2006,03,0
21,KY,2006,04,0
21,KY,2006,05,0
21,KY,2006,06,0
21,KY,2006,07,0
21,KY,2006,08,2
21,KY,2006,09,3
21,KY,2006,10,0
21,KY,2006,11,0
21,KY,2006,12,0
21,KY,2007,01,0
21,KY,2007,02,0
21,KY,2007,03,0
21,KY,2007,04,0
21,KY,2007,05,0
21,KY,2007,06,0
21,KY,2007,07,0
21,KY,2007,08,2
21,KY,2007,09,1
21,KY,2007,10,1
21,KY,2007,11,0
21,KY,2007,12,0
21,KY,2008,01,0
21,KY,2008,02,0
21,KY,2008,03,0
21,KY,2008,04,0
21,KY,2008,05,0
21,KY,2008,06,0
21,KY,2008,07,0
21,KY,2008,08,0
21,KY,2008,09,2
21,KY,2008,10,1
21,KY,2008,11,0
21,KY,2008,12,0
21,KY,2009,01,0
21,KY,2009,02,0
21,KY,2009,03,0
21,KY,2009,04,0
21,KY,2009,05,0
21,KY,2009,06,1
21,KY,2009,07,0
21,KY,2009,08,1
21,KY,2009,09,1
21,KY,2009,10,0
21,KY,2009,11,0
21,KY,2009,12,0
21,KY,2010,01,0
21,KY,2010,02,0
21,KY,2010,03,0
21,KY,2010,04,0
21,KY,2010,05,0
21,KY,2010,06,0
21,KY,2010,07,0
21,KY,2010,08,0
21,KY,2010,09,2
21,KY,2010,10,0
21,KY,2010,11,0
21,KY,2010,12,0
21,KY,2011,01,0
21,KY,2011,02,0
21,KY,2011,03,0
21,KY,2011,04,0
21,KY,2011,05,0
21,KY,2011,06,0
21,KY,2011,07,0
21,KY,2011,08,0
21,KY,2011,09,4
21,KY,2011,10,0
21,KY,2011,11,0
21,KY,2011,12,0
21,KY,2012,01,0
21,KY,2012,02,0
21,KY,2012,03,0
21,KY,2012,04,0
21,KY,2012,05,1
21,KY,2012,06,0
21,KY,2012,07,2
21,KY,2012,08,6
21,KY,2012,09,4
21,KY,2012,10,0
21,KY,2012,11,0
21,KY,2012,12,0
21,KY,2013,01,0
21,KY,2013,02,0
21,KY,2013,03,0
21,KY,2013,04,0
21,KY,2013,05,0
21,KY,2013,06,0
21,KY,2013,07,0
21,KY,2013,08,0
21,KY,2013,09,1
21,KY,2013,10,0
21,KY,2013,11,0
21,KY,2013,12,0
21,KY,2014,01,0
21,KY,2014,02,0
21,KY,2014,03,0
21,KY,2014,04,0
21,KY,2014,05,0
21,KY,2014,06,0
21,KY,2014,07,0
21,KY,2014,08,0
21,KY,2014,09,0
21,KY,2014,10,0
21,KY,2014,11,0
21,KY,2014,12,0
21,KY,2015,01,0
21,KY,2015,02,0
21,KY,2015,03,0
21,KY,2015,04,0
21,KY,2015,05,0
21,KY,2015,06,0
21,KY,2015,07,0
21,KY,2015,08,0
21,KY,2015,09,1
21,KY,2015,10,0
21,KY,2015,11,0
21,KY,2015,12,0
21,KY,2016,01,0
21,KY,2016,02,0
21,KY,2016,03,0
21,KY,2016,04,0
21,KY,2016,05,0
21,KY,2016,06,0
21,KY,2016,07,1
21,KY,2016,08,2
21,KY,2016,09,1
21,KY,2016,10,1
21,KY,2016,11,0
21,KY,2016,12,0
21,KY,2017,01,0
21,KY,2017,02,0
21,KY,2017,03,0
21,KY,2017,04,0
21,KY,2017,05,0
21,KY,2017,06,0
21,KY,2017,07,1
21,KY,2017,08,2
21,KY,2017,09,4
21,KY,2017,10,1
21,KY,2017,11,1
21,KY,2017,12,0
21,KY,2018,01,0
21,KY,2018,02,0
21,KY,2018,03,0
21,KY,2018,04,0
21,KY,2018,05,0
21,KY,2018,06,0
21,KY,2018,07,1
21,KY,2018,08,3
21,KY,2018,09,4
21,KY,2018,10,1
21,KY,2018,11,0
21,KY,2018,12,0
21,KY,2019,01,0
21,KY,2019,02,0
21,KY,2019,03,0
21,KY,2019,04,0
21,KY,2019,05,0
21,KY,2019,06,1
21,KY,2019,07,0
21,KY,2019,08,0
21,KY,2019,09,3
21,KY,2019,10,0
21,KY,2019,11,0
21,KY,2019,12,0
21,KY,2020,01,0
21,KY,2020,02,0
21,KY,2020,03,0
21,KY,2020,04,0
21,KY,2020,05,0
21,KY,2020,06,0
21,KY,2020,07,0
21,KY,2020,08,0
21,KY,2020,09,0
21,KY,2020,10,0
21,KY,2020,11,0
21,KY,2020,12,0
21,KY,2021,01,0
21,KY,2021,02,0
21,KY,2021,03,0
21,KY,2021,04,0
21,KY,2021,05,0
21,KY,2021,06,0
21,KY,2021,07,0
21,KY,2021,08,2
21,KY,2021,09,2
21,KY,2021,10,0
21,KY,2021,11,0
21,KY,2021,12,0
21,KY,2022,01,0
21,KY,2022,02,0
21,KY,2022,03,0
21,KY,2022,04,0
21,KY,2022,05,0
21,KY,2022,06,0
21,KY,2022,07,0
21,KY,2022,08,1
21,KY,2022,09,0
21,KY,2022,10,1
21,KY,2022,11,0
21,KY,2022,12,0
22,LA,2000,01,0
22,LA,2000,02,0
22,LA,2000,03,0
22,LA,2000,04,0
22,LA,2000,05,0
22,LA,2000,06,0
22,LA,2000,07,0
22,LA,2000,08,0
22,LA,2000,09,0
22,LA,2000,10,0
22,LA,2000,11,0
22,LA,2000,12,0
22,LA,2001,01,0
22,LA,2001,02,0
22,LA,2001,03,0
22,LA,2001,04,0
22,LA,2001,05,0
22,LA,2001,06,0
22,LA,2001,07,0
22,LA,2001,08,0
22,LA,2001,09,1
22,LA,2001,10,0
22,LA,2001,11,0
22,LA,2001,12,0
22,LA,2002,01,0
22,LA,2002,02,0
22,LA,2002,03,0
22,LA,2002,04,0
22,LA,2002,05,0
22,LA,2002,06,15
22,LA,2002,07,71
22,LA,2002,08,77
22,LA,2002,09,33
22,LA,2002,10,7
22,LA,2002,11,1
22,LA,2002,12,0
22,LA,2003,01,0
22,LA,2003,02,0
22,LA,2003,03,0
22,LA,2003,04,0
22,LA,2003,05,0
22,LA,2003,06,2
22,LA,2003,07,29
22,LA,2003,08,30
22,LA,2003,09,18
22,LA,2003,10,12
22,LA,2003,11,7
22,LA,2003,12,3
22,LA,2004,01,0
22,LA,2004,02,0
22,LA,2004,03,0
22,LA,2004,04,0
22,LA,2004,05,0
22,LA,2004,06,0
22,LA,2004,07,17
22,LA,2004,08,34
22,LA,2004,09,18
22,LA,2004,10,10
22,LA,2004,11,4
22,LA,2004,12,2
22,LA,2005,01,0
22,LA,2005,02,0
22,LA,2005,03,0
22,LA,2005,04,0
22,LA,2005,05,0
22,LA,2005,06,0
22,LA,2005,07,32
22,LA,2005,08,50
22,LA,2005,09,25
22,LA,2005,10,10
22,LA,2005,11,0
22,LA,2005,12,0
22,LA,2006,01,0
22,LA,2006,02,0
22,LA,2006,03,0
22,LA,2006,04,0
22,LA,2006,05,0
22,LA,2006,06,1
22,LA,2006,07,22
22,LA,2006,08,44
22,LA,2006,09,20
22,LA,2006,10,3
22,LA,2006,11,1
22,LA,2006,12,0
22,LA,2007,01,0
22,LA,2007,02,0
22,LA,2007,03,0
22,LA,2007,04,0
22,LA,2007,05,0
22,LA,2007,06,0
22,LA,2007,07,0
22,LA,2007,08,13
22,LA,2007,09,9
22,LA,2007,10,5
22,LA,2007,11,0
22,LA,2007,12,0
22,LA,2008,01,0
22,LA,2008,02,0
22,LA,2008,03,0
22,LA,2008,04,0
22,LA,2008,05,0
22,LA,2008,06,0
22,LA,2008,07,2
22,LA,2008,08,10
22,LA,2008,09,1
22,LA,2008,10,3
22,LA,2008,11,2
22,LA,2008,12,0
22,LA,2009,01,0
22,LA,2009,02,0
22,LA,2009,03,0
22,LA,2009,04,0
22,LA,2009,05,0
22,LA,2009,06,1
22,LA,2009,07,5
22,LA,2009,08,3
22,LA,2009,09,1
22,LA,2009,10,0
22,LA,2009,11,0
22,LA,2009,12,0
22,LA,2010,01,0
22,LA,2010,02,0
22,LA,2010,03,0
22,LA,2010,04,0
22,LA,2010,05,0
22,LA,2010,06,0
22,LA,2010,07,6
22,LA,2010,08,5
22,LA,2010,09,6
22,LA,2010,10,1
22,LA,2010,11,1
22,LA,2010,12,1
22,LA,2011,01,0
22,LA,2011,02,0
22,LA,2011,03,0
22,LA,2011,04,0
22,LA,2011,05,0
22,LA,2011,06,0
22,LA,2011,07,2
22,LA,2011,08,2
22,LA,2011,09,2
22,LA,2011,10,0
22,LA,2011,11,0
22,LA,2011,12,0
22,LA,2012,01,0
22,LA,2012,02,0
22,LA,2012,03,0
22,LA,2012,04,0
22,LA,2012,05,0
22,LA,2012,06,2
22,LA,2012,07,51
22,LA,2012,08,66
22,LA,2012,09,21
22,LA,2012,10,11
22,LA,2012,11,4
22,LA,2012,12,0
22,LA,2013,01,0
22,LA,2013,02,0
22,LA,2013,03,0
22,LA,2013,04,0
22,LA,2013,05,0
22,LA,2013,06,0
22,LA,2013,07,3
22,LA,2013,08,20
22,LA,2013,09,7
22,LA,2013,10,4
22,LA,2013,11,0
22,LA,2013,12,0
22,LA,2014,01,0
22,LA,2014,02,0
22,LA,2014,03,0
22,LA,2014,04,0
22,LA,2014,05,0
22,LA,2014,06,0
22,LA,2014,07,20
22,LA,2014,08,24
22,LA,2014,09,16
22,LA,2014,10,1
