"DateTime","Fever[en]"
"2010-04-02 00:00:00",3347
"2010-04-03 00:00:00",2995
"2010-04-04 00:00:00",3069
"2010-04-05 00:00:00",3642
"2010-04-06 00:00:00",3784
"2010-04-07 00:00:00",3803
"2010-04-08 00:00:00",3750
"2010-04-09 00:00:00",3544
"2010-04-10 00:00:00",2895
"2010-04-11 00:00:00",3169
"2010-04-12 00:00:00",3726
"2010-04-13 00:00:00",3749
"2010-04-14 00:00:00",3632
"2010-04-15 00:00:00",3608
"2010-04-16 00:00:00",3582
"2010-04-17 00:00:00",3104
"2010-04-18 00:00:00",3408
"2010-04-19 00:00:00",3791
"2010-04-20 00:00:00",4265
"2010-04-21 00:00:00",4212
"2010-04-22 00:00:00",3939
"2010-04-23 00:00:00",3816
"2010-04-24 00:00:00",3574
"2010-04-25 00:00:00",3692
"2010-04-26 00:00:00",4703
"2010-04-27 00:00:00",4525
"2010-04-28 00:00:00",4670
"2010-04-29 00:00:00",4237
"2010-04-30 00:00:00",3939
"2010-05-01 00:00:00",3303
"2010-05-02 00:00:00",3555
"2010-05-03 00:00:00",4186
"2010-05-04 00:00:00",3990
"2010-05-05 00:00:00",3817
"2010-05-06 00:00:00",3612
"2010-05-07 00:00:00",3574
"2010-05-08 00:00:00",3157
"2010-05-09 00:00:00",2998
"2010-05-10 00:00:00",3724
"2010-05-11 00:00:00",3670
"2010-05-12 00:00:00",3396
"2010-05-13 00:00:00",3090
"2010-05-14 00:00:00",3084
"2010-05-15 00:00:00",2870
"2010-05-16 00:00:00",2980
"2010-05-17 00:00:00",3580
"2010-05-18 00:00:00",2996
"2010-05-19 00:00:00",2883
"2010-05-20 00:00:00",3451
"2010-05-21 00:00:00",3287
"2010-05-22 00:00:00",2992
"2010-05-23 00:00:00",3199
"2010-05-24 00:00:00",3617
"2010-05-25 00:00:00",3473
"2010-05-26 00:00:00",3506
"2010-05-27 00:00:00",3134
"2010-05-28 00:00:00",2657
"2010-05-29 00:00:00",3111
"2010-05-30 00:00:00",2950
"2010-05-31 00:00:00",3334
"2010-06-01 00:00:00",3538
"2010-06-02 00:00:00",3743
"2010-06-03 00:00:00",3438
"2010-06-04 00:00:00",3286
"2010-06-05 00:00:00",2805
"2010-06-06 00:00:00",3125
"2010-06-07 00:00:00",3594
"2010-06-08 00:00:00",3108
"2010-06-09 00:00:00",3101
"2010-06-10 00:00:00",2904
"2010-06-11 00:00:00",1829
"2010-06-12 00:00:00",568
"2010-06-13 00:00:00",467
"2010-06-14 00:00:00",615
"2010-06-15 00:00:00",1503
"2010-06-16 00:00:00",2257
"2010-06-17 00:00:00",2965
"2010-06-18 00:00:00",2926
"2010-06-19 00:00:00",2724
"2010-06-20 00:00:00",2723
"2010-06-21 00:00:00",3368
"2010-06-22 00:00:00",3208
"2010-06-23 00:00:00",3460
"2010-06-24 00:00:00",2787
"2010-06-25 00:00:00",2603
"2010-06-26 00:00:00",2314
"2010-06-27 00:00:00",1047
"2010-06-28 00:00:00",2091
"2010-06-29 00:00:00",3217
"2010-06-30 00:00:00",3059
"2010-07-01 00:00:00",2996
"2010-07-02 00:00:00",2819
"2010-07-03 00:00:00",2326
"2010-07-04 00:00:00",2360
"2010-07-05 00:00:00",1012
"2010-07-06 00:00:00",2922
"2010-07-07 00:00:00",1109
"2010-07-08 00:00:00",0
"2010-07-09 00:00:00",0
"2010-07-10 00:00:00",1634
"2010-07-11 00:00:00",2510
"2010-07-12 00:00:00",2802
"2010-07-13 00:00:00",3001
"2010-07-14 00:00:00",2930
"2010-07-15 00:00:00",2748
"2010-07-16 00:00:00",2678
"2010-07-17 00:00:00",2540
"2010-07-18 00:00:00",2719
"2010-07-19 00:00:00",3064
"2010-07-20 00:00:00",2960
"2010-07-21 00:00:00",2838
"2010-07-22 00:00:00",3458
"2010-07-23 00:00:00",3631
"2010-07-24 00:00:00",3252
"2010-07-25 00:00:00",3428
"2010-07-26 00:00:00",4495
"2010-07-27 00:00:00",4688
"2010-07-28 00:00:00",4224
"2010-07-29 00:00:00",4243
"2010-07-30 00:00:00",3660
"2010-07-31 00:00:00",3154
"2010-08-01 00:00:00",3349
"2010-08-02 00:00:00",4564
"2010-08-03 00:00:00",4422
"2010-08-04 00:00:00",4440
"2010-08-05 00:00:00",4157
"2010-08-06 00:00:00",3833
"2010-08-07 00:00:00",3211
"2010-08-08 00:00:00",3566
"2010-08-09 00:00:00",4369
"2010-08-10 00:00:00",4518
"2010-08-11 00:00:00",4378
"2010-08-12 00:00:00",4097
"2010-08-13 00:00:00",3743
"2010-08-14 00:00:00",3218
"2010-08-15 00:00:00",3699
"2010-08-16 00:00:00",5002
"2010-08-17 00:00:00",4669
"2010-08-18 00:00:00",4711
"2010-08-19 00:00:00",4278
"2010-08-20 00:00:00",3860
"2010-08-21 00:00:00",3505
"2010-08-22 00:00:00",3745
"2010-08-23 00:00:00",4398
"2010-08-24 00:00:00",4622
"2010-08-25 00:00:00",4528
"2010-08-26 00:00:00",4420
"2010-08-27 00:00:00",4415
"2010-08-28 00:00:00",3295
"2010-08-29 00:00:00",3607
"2010-08-30 00:00:00",4681
"2010-08-31 00:00:00",4867
"2010-09-01 00:00:00",4674
"2010-09-02 00:00:00",4482
"2010-09-03 00:00:00",3964
"2010-09-04 00:00:00",3485
"2010-09-05 00:00:00",3644
"2010-09-06 00:00:00",4252
"2010-09-07 00:00:00",4888
"2010-09-08 00:00:00",5643
"2010-09-09 00:00:00",4617
"2010-09-10 00:00:00",4001
"2010-09-11 00:00:00",3553
"2010-09-12 00:00:00",4057
"2010-09-13 00:00:00",5274
"2010-09-14 00:00:00",5122
"2010-09-15 00:00:00",5185
"2010-09-16 00:00:00",5147
"2010-09-17 00:00:00",4255
"2010-09-18 00:00:00",3759
"2010-09-19 00:00:00",4288
"2010-09-20 00:00:00",5567
"2010-09-21 00:00:00",5434
"2010-09-22 00:00:00",5534
"2010-09-23 00:00:00",5283
"2010-09-24 00:00:00",4733
"2010-09-25 00:00:00",3852
"2010-09-26 00:00:00",4357
"2010-09-27 00:00:00",5955
"2010-09-28 00:00:00",5748
"2010-09-29 00:00:00",5517
"2010-09-30 00:00:00",5137
"2010-10-01 00:00:00",4406
"2010-10-02 00:00:00",3746
"2010-10-03 00:00:00",4195
"2010-10-04 00:00:00",5322
"2010-10-05 00:00:00",5386
"2010-10-06 00:00:00",5409
"2010-10-07 00:00:00",5036
"2010-10-08 00:00:00",4599
"2010-10-09 00:00:00",3674
"2010-10-10 00:00:00",4082
"2010-10-11 00:00:00",4995
"2010-10-12 00:00:00",5339
"2010-10-13 00:00:00",5011
"2010-10-14 00:00:00",4845
"2010-10-15 00:00:00",4392
"2010-10-16 00:00:00",3601
"2010-10-17 00:00:00",3773
"2010-10-18 00:00:00",5205
"2010-10-19 00:00:00",5149
"2010-10-20 00:00:00",4985
"2010-10-21 00:00:00",4995
"2010-10-22 00:00:00",4119
"2010-10-23 00:00:00",3557
"2010-10-24 00:00:00",3999
"2010-10-25 00:00:00",4983
"2010-10-26 00:00:00",5046
"2010-10-27 00:00:00",5040
"2010-10-28 00:00:00",4905
"2010-10-29 00:00:00",4262
"2010-10-30 00:00:00",3462
"2010-10-31 00:00:00",3760
"2010-11-01 00:00:00",4978
"2010-11-02 00:00:00",5324
"2010-11-03 00:00:00",7111
"2010-11-04 00:00:00",5090
"2010-11-05 00:00:00",4333
"2010-11-06 00:00:00",3678
"2010-11-07 00:00:00",4010
"2010-11-08 00:00:00",5334
"2010-11-09 00:00:00",5406
"2010-11-10 00:00:00",5194
"2010-11-11 00:00:00",4855
"2010-11-12 00:00:00",4443
"2010-11-13 00:00:00",3674
"2010-11-14 00:00:00",3778
"2010-11-15 00:00:00",4808
"2010-11-16 00:00:00",4896
"2010-11-17 00:00:00",5043
"2010-11-18 00:00:00",4629
"2010-11-19 00:00:00",4106
"2010-11-20 00:00:00",3511
"2010-11-21 00:00:00",4157
"2010-11-22 00:00:00",5143
"2010-11-23 00:00:00",5108
"2010-11-24 00:00:00",4632
"2010-11-25 00:00:00",3982
"2010-11-26 00:00:00",3671
"2010-11-27 00:00:00",3552
"2010-11-28 00:00:00",3992
"2010-11-29 00:00:00",5220
"2010-11-30 00:00:00",2963
"2010-12-01 00:00:00",5455
"2010-12-02 00:00:00",4846
"2010-12-03 00:00:00",4378
"2010-12-04 00:00:00",3949
"2010-12-05 00:00:00",4512
"2010-12-06 00:00:00",5705
"2010-12-07 00:00:00",5921
"2010-12-08 00:00:00",5927
"2010-12-09 00:00:00",5886
"2010-12-10 00:00:00",5620
"2010-12-11 00:00:00",4411
"2010-12-12 00:00:00",5059
"2010-12-13 00:00:00",6334
"2010-12-14 00:00:00",6361
"2010-12-15 00:00:00",6270
"2010-12-16 00:00:00",5614
"2010-12-17 00:00:00",5195
"2010-12-18 00:00:00",4588
"2010-12-19 00:00:00",5133
"2010-12-20 00:00:00",6149
"2010-12-21 00:00:00",6194
"2010-12-22 00:00:00",5800
"2010-12-23 00:00:00",5024
"2010-12-24 00:00:00",4031
"2010-12-25 00:00:00",3538
"2010-12-26 00:00:00",4585
"2010-12-27 00:00:00",5666
"2010-12-28 00:00:00",5972
"2010-12-29 00:00:00",6080
"2010-12-30 00:00:00",5671
"2010-12-31 00:00:00",4841
"2011-01-01 00:00:00",4304
"2011-01-02 00:00:00",5489
"2011-01-03 00:00:00",6507
"2011-01-04 00:00:00",6929
"2011-01-05 00:00:00",7214
"2011-01-06 00:00:00",6815
"2011-01-07 00:00:00",6123
"2011-01-08 00:00:00",5212
"2011-01-09 00:00:00",5405
"2011-01-10 00:00:00",6663
"2011-01-11 00:00:00",6920
"2011-01-12 00:00:00",6778
"2011-01-13 00:00:00",6595
"2011-01-14 00:00:00",6052
"2011-01-15 00:00:00",5066
"2011-01-16 00:00:00",5777
"2011-01-17 00:00:00",6547
"2011-01-18 00:00:00",7193
"2011-01-19 00:00:00",6914
"2011-01-20 00:00:00",6769
"2011-01-21 00:00:00",5991
"2011-01-22 00:00:00",5334
"2011-01-23 00:00:00",6277
"2011-01-24 00:00:00",7326
"2011-01-25 00:00:00",6953
"2011-01-26 00:00:00",6659
"2011-01-27 00:00:00",5956
"2011-01-28 00:00:00",5096
"2011-01-29 00:00:00",4399
"2011-01-30 00:00:00",4948
"2011-01-31 00:00:00",6033
"2011-02-01 00:00:00",6037
"2011-02-02 00:00:00",5659
"2011-02-03 00:00:00",5455
"2011-02-04 00:00:00",4950
"2011-02-05 00:00:00",4403
"2011-02-06 00:00:00",4926
"2011-02-07 00:00:00",5828
"2011-02-08 00:00:00",6107
"2011-02-09 00:00:00",6121
"2011-02-10 00:00:00",5660
"2011-02-11 00:00:00",5128
"2011-02-12 00:00:00",4691
"2011-02-13 00:00:00",4927
"2011-02-14 00:00:00",5912
"2011-02-15 00:00:00",5661
"2011-02-16 00:00:00",5744
"2011-02-17 00:00:00",5790
"2011-02-18 00:00:00",5018
"2011-02-19 00:00:00",4121
"2011-02-20 00:00:00",4839
"2011-02-21 00:00:00",5840
"2011-02-22 00:00:00",5761
"2011-02-23 00:00:00",5642
"2011-02-24 00:00:00",5187
"2011-02-25 00:00:00",4825
"2011-02-26 00:00:00",3993
"2011-02-27 00:00:00",4447
"2011-02-28 00:00:00",5471
"2011-03-01 00:00:00",5393
"2011-03-02 00:00:00",5326
"2011-03-03 00:00:00",5000
"2011-03-04 00:00:00",4606
"2011-03-05 00:00:00",3513
"2011-03-06 00:00:00",3945
"2011-03-07 00:00:00",5141
"2011-03-08 00:00:00",5291
"2011-03-09 00:00:00",4584
"2011-03-10 00:00:00",4774
"2011-03-11 00:00:00",4225
"2011-03-12 00:00:00",3654
"2011-03-13 00:00:00",4104
"2011-03-14 00:00:00",5029
"2011-03-15 00:00:00",4841
"2011-03-16 00:00:00",4920
"2011-03-17 00:00:00",4547
"2011-03-18 00:00:00",4034
"2011-03-19 00:00:00",3276
"2011-03-20 00:00:00",3873
"2011-03-21 00:00:00",4534
"2011-03-22 00:00:00",4480
"2011-03-23 00:00:00",4574
"2011-03-24 00:00:00",4564
"2011-03-25 00:00:00",3845
"2011-03-26 00:00:00",3277
"2011-03-27 00:00:00",3375
"2011-03-28 00:00:00",4590
"2011-03-29 00:00:00",4454
"2011-03-30 00:00:00",4575
"2011-03-31 00:00:00",4236
"2011-04-01 00:00:00",3398
"2011-04-02 00:00:00",3013
"2011-04-03 00:00:00",3784
"2011-04-04 00:00:00",4628
"2011-04-05 00:00:00",4475
"2011-04-06 00:00:00",4403
"2011-04-07 00:00:00",4206
"2011-04-08 00:00:00",3559
"2011-04-09 00:00:00",2975
"2011-04-10 00:00:00",3417
"2011-04-11 00:00:00",4480
"2011-04-12 00:00:00",4392
"2011-04-13 00:00:00",4737
"2011-04-14 00:00:00",4223
"2011-04-15 00:00:00",3403
"2011-04-16 00:00:00",2831
"2011-04-17 00:00:00",3060
"2011-04-18 00:00:00",4219
"2011-04-19 00:00:00",4359
"2011-04-20 00:00:00",3970
"2011-04-21 00:00:00",3784
"2011-04-22 00:00:00",3074
"2011-04-23 00:00:00",2922
"2011-04-24 00:00:00",3075
"2011-04-25 00:00:00",3970
"2011-04-26 00:00:00",4447
"2011-04-27 00:00:00",4120
"2011-04-28 00:00:00",3729
"2011-04-29 00:00:00",2924
"2011-04-30 00:00:00",2734
"2011-05-01 00:00:00",3199
"2011-05-02 00:00:00",3795
"2011-05-03 00:00:00",3946
"2011-05-04 00:00:00",4016
"2011-05-05 00:00:00",3446
"2011-05-06 00:00:00",3318
"2011-05-07 00:00:00",2623
"2011-05-08 00:00:00",3056
"2011-05-09 00:00:00",3463
"2011-05-10 00:00:00",3711
"2011-05-11 00:00:00",3499
"2011-05-12 00:00:00",3832
"2011-05-13 00:00:00",3060
"2011-05-14 00:00:00",2857
"2011-05-15 00:00:00",3521
"2011-05-16 00:00:00",3967
"2011-05-17 00:00:00",3611
"2011-05-18 00:00:00",3642
"2011-05-19 00:00:00",3506
"2011-05-20 00:00:00",3099
"2011-05-21 00:00:00",2666
"2011-05-22 00:00:00",3052
"2011-05-23 00:00:00",3783
"2011-05-24 00:00:00",3704
"2011-05-25 00:00:00",3695
"2011-05-26 00:00:00",3448
"2011-05-27 00:00:00",2785
"2011-05-28 00:00:00",2687
"2011-05-29 00:00:00",3704
"2011-05-30 00:00:00",4245
"2011-05-31 00:00:00",4551
"2011-06-01 00:00:00",4496
"2011-06-02 00:00:00",4157
"2011-06-03 00:00:00",3358
"2011-06-04 00:00:00",2743
"2011-06-05 00:00:00",3018
"2011-06-06 00:00:00",3879
"2011-06-07 00:00:00",3682
"2011-06-08 00:00:00",3947
"2011-06-09 00:00:00",3355
"2011-06-10 00:00:00",3009
"2011-06-11 00:00:00",2725
"2011-06-12 00:00:00",3036
"2011-06-13 00:00:00",3742
"2011-06-14 00:00:00",3297
"2011-06-15 00:00:00",3872
"2011-06-16 00:00:00",3586
"2011-06-17 00:00:00",3148
"2011-06-18 00:00:00",2621
"2011-06-19 00:00:00",3431
"2011-06-20 00:00:00",3960
"2011-06-21 00:00:00",3908
"2011-06-22 00:00:00",3956
"2011-06-23 00:00:00",3543
"2011-06-24 00:00:00",3077
"2011-06-25 00:00:00",2917
"2011-06-26 00:00:00",3109
"2011-06-27 00:00:00",3831
"2011-06-28 00:00:00",3688
"2011-06-29 00:00:00",3540
"2011-06-30 00:00:00",3477
"2011-07-01 00:00:00",2998
"2011-07-02 00:00:00",2906
"2011-07-03 00:00:00",3042
"2011-07-04 00:00:00",3596
"2011-07-05 00:00:00",3767
"2011-07-06 00:00:00",3507
"2011-07-07 00:00:00",3505
"2011-07-08 00:00:00",3271
"2011-07-09 00:00:00",2901
"2011-07-10 00:00:00",3005
"2011-07-11 00:00:00",3939
"2011-07-12 00:00:00",4002
"2011-07-13 00:00:00",3593
"2011-07-14 00:00:00",3444
"2011-07-15 00:00:00",3131
"2011-07-16 00:00:00",2705
"2011-07-17 00:00:00",3043
"2011-07-18 00:00:00",3846
"2011-07-19 00:00:00",3547
"2011-07-20 00:00:00",3811
"2011-07-21 00:00:00",3691
"2011-07-22 00:00:00",2958
"2011-07-23 00:00:00",2644
"2011-07-24 00:00:00",2933
"2011-07-25 00:00:00",3805
"2011-07-26 00:00:00",3939
"2011-07-27 00:00:00",3754
"2011-07-28 00:00:00",3846
"2011-07-29 00:00:00",3392
"2011-07-30 00:00:00",2816
"2011-07-31 00:00:00",3123
"2011-08-01 00:00:00",3669
"2011-08-02 00:00:00",3864
"2011-08-03 00:00:00",3880
"2011-08-04 00:00:00",3866
"2011-08-05 00:00:00",3705
"2011-08-06 00:00:00",2827
"2011-08-07 00:00:00",3035
"2011-08-08 00:00:00",3708
"2011-08-09 00:00:00",3688
"2011-08-10 00:00:00",3509
"2011-08-11 00:00:00",3183
"2011-08-12 00:00:00",3103
"2011-08-13 00:00:00",2742
"2011-08-14 00:00:00",3036
"2011-08-15 00:00:00",3130
"2011-08-16 00:00:00",3428
"2011-08-17 00:00:00",3258
"2011-08-18 00:00:00",3014
"2011-08-19 00:00:00",3054
"2011-08-20 00:00:00",2927
"2011-08-21 00:00:00",3176
"2011-08-22 00:00:00",3397
"2011-08-23 00:00:00",3390
"2011-08-24 00:00:00",3400
"2011-08-25 00:00:00",3468
"2011-08-26 00:00:00",3048
"2011-08-27 00:00:00",3274
"2011-08-28 00:00:00",2952
"2011-08-29 00:00:00",3025
"2011-08-30 00:00:00",3080
"2011-08-31 00:00:00",3037
"2011-09-01 00:00:00",3241
"2011-09-02 00:00:00",2973
"2011-09-03 00:00:00",2546
"2011-09-04 00:00:00",2849
"2011-09-05 00:00:00",3148
"2011-09-06 00:00:00",3394
"2011-09-07 00:00:00",3254
"2011-09-08 00:00:00",3592
"2011-09-09 00:00:00",3272
"2011-09-10 00:00:00",3005
"2011-09-11 00:00:00",2853
"2011-09-12 00:00:00",3696
"2011-09-13 00:00:00",3505
"2011-09-14 00:00:00",3523
"2011-09-15 00:00:00",3494
"2011-09-16 00:00:00",3174
"2011-09-17 00:00:00",2833
"2011-09-18 00:00:00",3175
"2011-09-19 00:00:00",3743
"2011-09-20 00:00:00",4203
"2011-09-21 00:00:00",3968
"2011-09-22 00:00:00",3971
"2011-09-23 00:00:00",3507
"2011-09-24 00:00:00",3140
"2011-09-25 00:00:00",3229
"2011-09-26 00:00:00",3881
"2011-09-27 00:00:00",3628
"2011-09-28 00:00:00",3996
"2011-09-29 00:00:00",4304
"2011-09-30 00:00:00",4195
"2011-10-01 00:00:00",3542
"2011-10-02 00:00:00",3695
"2011-10-03 00:00:00",4644
"2011-10-04 00:00:00",4607
"2011-10-05 00:00:00",4534
"2011-10-06 00:00:00",4047
"2011-10-07 00:00:00",3829
"2011-10-08 00:00:00",2551
"2011-10-09 00:00:00",3690
"2011-10-10 00:00:00",4349
"2011-10-11 00:00:00",4451
"2011-10-12 00:00:00",4599
"2011-10-13 00:00:00",4477
"2011-10-14 00:00:00",4059
"2011-10-15 00:00:00",3136
"2011-10-16 00:00:00",3350
"2011-10-17 00:00:00",4693
"2011-10-18 00:00:00",4649
"2011-10-19 00:00:00",4471
"2011-10-20 00:00:00",4210
"2011-10-21 00:00:00",3581
"2011-10-22 00:00:00",2905
"2011-10-23 00:00:00",3476
"2011-10-24 00:00:00",4204
"2011-10-25 00:00:00",4310
"2011-10-26 00:00:00",4216
"2011-10-27 00:00:00",4416
"2011-10-28 00:00:00",3161
"2011-10-29 00:00:00",3372
"2011-10-30 00:00:00",3558
"2011-10-31 00:00:00",4713
"2011-11-01 00:00:00",4891
"2011-11-02 00:00:00",5115
"2011-11-03 00:00:00",4883
"2011-11-04 00:00:00",4217
"2011-11-05 00:00:00",3497
"2011-11-06 00:00:00",3840
"2011-11-07 00:00:00",4766
"2011-11-08 00:00:00",4999
"2011-11-09 00:00:00",5137
"2011-11-10 00:00:00",4758
"2011-11-11 00:00:00",4086
"2011-11-12 00:00:00",3280
"2011-11-13 00:00:00",3974
"2011-11-14 00:00:00",5248
"2011-11-15 00:00:00",5451
"2011-11-16 00:00:00",5323
"2011-11-17 00:00:00",4847
"2011-11-18 00:00:00",4052
"2011-11-19 00:00:00",3313
"2011-11-20 00:00:00",3855
"2011-11-21 00:00:00",4652
"2011-11-22 00:00:00",4857
"2011-11-23 00:00:00",4173
"2011-11-24 00:00:00",3811
"2011-11-25 00:00:00",3370
"2011-11-26 00:00:00",3159
"2011-11-27 00:00:00",3746
"2011-11-28 00:00:00",4890
"2011-11-29 00:00:00",4888
"2011-11-30 00:00:00",4629
"2011-12-01 00:00:00",4482
"2011-12-02 00:00:00",3885
"2011-12-03 00:00:00",3581
"2011-12-04 00:00:00",3889
"2011-12-05 00:00:00",4774
"2011-12-06 00:00:00",5071
"2011-12-07 00:00:00",4655
"2011-12-08 00:00:00",4394
"2011-12-09 00:00:00",4828
"2011-12-10 00:00:00",3531
"2011-12-11 00:00:00",4144
"2011-12-12 00:00:00",4783
"2011-12-13 00:00:00",4970
"2011-12-14 00:00:00",4609
"2011-12-15 00:00:00",4238
"2011-12-16 00:00:00",3708
"2011-12-17 00:00:00",3163
"2011-12-18 00:00:00",3229
"2011-12-19 00:00:00",4517
"2011-12-20 00:00:00",3983
"2011-12-21 00:00:00",3982
"2011-12-22 00:00:00",3603
"2011-12-23 00:00:00",194
"2011-12-24 00:00:00",0
"2011-12-25 00:00:00",0
"2011-12-26 00:00:00",1247
"2011-12-27 00:00:00",3966
"2011-12-28 00:00:00",4233
"2011-12-29 00:00:00",4140
"2011-12-30 00:00:00",3844
"2011-12-31 00:00:00",3387
"2012-01-01 00:00:00",3166
"2012-01-02 00:00:00",4169
"2012-01-03 00:00:00",4883
"2012-01-04 00:00:00",4938
"2012-01-05 00:00:00",4963
"2012-01-06 00:00:00",4502
"2012-01-07 00:00:00",3830
"2012-01-08 00:00:00",3924
"2012-01-09 00:00:00",5061
"2012-01-10 00:00:00",5029
"2012-01-11 00:00:00",4869
"2012-01-12 00:00:00",5021
"2012-01-13 00:00:00",4149
"2012-01-14 00:00:00",3635
"2012-01-15 00:00:00",3925
"2012-01-16 00:00:00",4645
"2012-01-17 00:00:00",5084
"2012-01-18 00:00:00",5097
"2012-01-19 00:00:00",4787
"2012-01-20 00:00:00",4337
"2012-01-21 00:00:00",3644
"2012-01-22 00:00:00",4077
"2012-01-23 00:00:00",5016
"2012-01-24 00:00:00",4924
"2012-01-25 00:00:00",4979
"2012-01-26 00:00:00",4780
"2012-01-27 00:00:00",4454
"2012-01-28 00:00:00",3718
"2012-01-29 00:00:00",4135
"2012-01-30 00:00:00",5281
"2012-01-31 00:00:00",5167
"2012-02-01 00:00:00",5112
"2012-02-02 00:00:00",5944
"2012-02-03 00:00:00",4563
"2012-02-04 00:00:00",3916
"2012-02-05 00:00:00",4377
"2012-02-06 00:00:00",5309
"2012-02-07 00:00:00",5531
"2012-02-08 00:00:00",5565
"2012-02-09 00:00:00",5262
"2012-02-10 00:00:00",4543
"2012-02-11 00:00:00",4174
"2012-02-12 00:00:00",4364
"2012-02-13 00:00:00",5479
"2012-02-14 00:00:00",5324
"2012-02-15 00:00:00",5379
"2012-02-16 00:00:00",5292
"2012-02-17 00:00:00",5987
"2012-02-18 00:00:00",4383
"2012-02-19 00:00:00",4498
"2012-02-20 00:00:00",5483
"2012-02-21 00:00:00",5978
"2012-02-22 00:00:00",5814
"2012-02-23 00:00:00",5720
"2012-02-24 00:00:00",4991
"2012-02-25 00:00:00",4366
"2012-02-26 00:00:00",4663
"2012-02-27 00:00:00",5885
"2012-02-28 00:00:00",6023
"2012-02-29 00:00:00",5588
"2012-03-01 00:00:00",5431
"2012-03-02 00:00:00",4819
"2012-03-03 00:00:00",4163
"2012-03-04 00:00:00",4638
"2012-03-05 00:00:00",5667
"2012-03-06 00:00:00",5826
"2012-03-07 00:00:00",5764
"2012-03-08 00:00:00",5627
"2012-03-09 00:00:00",5176
"2012-03-10 00:00:00",4203
"2012-03-11 00:00:00",4549
"2012-03-12 00:00:00",5193
"2012-03-13 00:00:00",5774
"2012-03-14 00:00:00",4921
"2012-03-15 00:00:00",4002
"2012-03-16 00:00:00",3618
"2012-03-17 00:00:00",2962
"2012-03-18 00:00:00",3260
"2012-03-19 00:00:00",4169
"2012-03-20 00:00:00",4697
"2012-03-21 00:00:00",3850
"2012-03-22 00:00:00",4072
"2012-03-23 00:00:00",3194
"2012-03-24 00:00:00",2590
"2012-03-25 00:00:00",3030
"2012-03-26 00:00:00",3962
"2012-03-27 00:00:00",3934
"2012-03-28 00:00:00",3844
"2012-03-29 00:00:00",3500
"2012-03-30 00:00:00",5450
"2012-03-31 00:00:00",7917
"2012-04-01 00:00:00",2907
"2012-04-02 00:00:00",3727
"2012-04-03 00:00:00",3581
"2012-04-04 00:00:00",3580
"2012-04-05 00:00:00",2901
"2012-04-06 00:00:00",2480
"2012-04-07 00:00:00",2389
"2012-04-08 00:00:00",2680
"2012-04-09 00:00:00",3510
"2012-04-10 00:00:00",3746
"2012-04-11 00:00:00",3716
"2012-04-12 00:00:00",3588
"2012-04-13 00:00:00",3012
"2012-04-14 00:00:00",2732
"2012-04-15 00:00:00",2975
"2012-04-16 00:00:00",3856
"2012-04-17 00:00:00",3987
"2012-04-18 00:00:00",4331
"2012-04-19 00:00:00",4260
"2012-04-20 00:00:00",3753
"2012-04-21 00:00:00",3095
"2012-04-22 00:00:00",3578
"2012-04-23 00:00:00",4492
"2012-04-24 00:00:00",4411
"2012-04-25 00:00:00",4372
"2012-04-26 00:00:00",4237
"2012-04-27 00:00:00",3661
"2012-04-28 00:00:00",3121
"2012-04-29 00:00:00",3386
"2012-04-30 00:00:00",4293
"2012-05-01 00:00:00",4343
"2012-05-02 00:00:00",4451
"2012-05-03 00:00:00",4135
"2012-05-04 00:00:00",3648
"2012-05-05 00:00:00",3244
"2012-05-06 00:00:00",3455
"2012-05-07 00:00:00",4386
"2012-05-08 00:00:00",4574
"2012-05-09 00:00:00",4226
"2012-05-10 00:00:00",3882
"2012-05-11 00:00:00",3505
"2012-05-12 00:00:00",2857
"2012-05-13 00:00:00",3357
"2012-05-14 00:00:00",4166
"2012-05-15 00:00:00",4194
"2012-05-16 00:00:00",3953
"2012-05-17 00:00:00",4977
"2012-05-18 00:00:00",3457
"2012-05-19 00:00:00",2855
"2012-05-20 00:00:00",3209
"2012-05-21 00:00:00",4096
"2012-05-22 00:00:00",4048
"2012-05-23 00:00:00",3950
"2012-05-24 00:00:00",4176
"2012-05-25 00:00:00",3678
"2012-05-26 00:00:00",3452
"2012-05-27 00:00:00",3784
"2012-05-28 00:00:00",4587
"2012-05-29 00:00:00",4931
"2012-05-30 00:00:00",4866
"2012-05-31 00:00:00",4904
"2012-06-01 00:00:00",4183
"2012-06-02 00:00:00",3476
"2012-06-03 00:00:00",3967
"2012-06-04 00:00:00",4188
"2012-06-05 00:00:00",4932
"2012-06-06 00:00:00",4579
"2012-06-07 00:00:00",4567
"2012-06-08 00:00:00",4004
"2012-06-09 00:00:00",3437
"2012-06-10 00:00:00",3824
"2012-06-11 00:00:00",4626
"2012-06-12 00:00:00",4644
"2012-06-13 00:00:00",4500
"2012-06-14 00:00:00",4538
"2012-06-15 00:00:00",4193
"2012-06-16 00:00:00",3582
"2012-06-17 00:00:00",3898
"2012-06-18 00:00:00",4857
"2012-06-19 00:00:00",4906
"2012-06-20 00:00:00",4567
"2012-06-21 00:00:00",4458
"2012-06-22 00:00:00",3821
"2012-06-23 00:00:00",3677
"2012-06-24 00:00:00",3893
"2012-06-25 00:00:00",4830
"2012-06-26 00:00:00",4869
"2012-06-27 00:00:00",4667
"2012-06-28 00:00:00",4672
"2012-06-29 00:00:00",4082
"2012-06-30 00:00:00",3681
"2012-07-01 00:00:00",3645
"2012-07-02 00:00:00",4549
