"DateTime","Influenza[en]"
"2010-04-02 00:00:00",2134
"2010-04-03 00:00:00",1816
"2010-04-04 00:00:00",1923
"2010-04-05 00:00:00",2703
"2010-04-06 00:00:00",2635
"2010-04-07 00:00:00",2778
"2010-04-08 00:00:00",3062
"2010-04-09 00:00:00",2649
"2010-04-10 00:00:00",2094
"2010-04-11 00:00:00",2096
"2010-04-12 00:00:00",2815
"2010-04-13 00:00:00",2790
"2010-04-14 00:00:00",3022
"2010-04-15 00:00:00",2886
"2010-04-16 00:00:00",3035
"2010-04-17 00:00:00",2167
"2010-04-18 00:00:00",2430
"2010-04-19 00:00:00",3449
"2010-04-20 00:00:00",3491
"2010-04-21 00:00:00",3429
"2010-04-22 00:00:00",3047
"2010-04-23 00:00:00",2956
"2010-04-24 00:00:00",2026
"2010-04-25 00:00:00",2369
"2010-04-26 00:00:00",3281
"2010-04-27 00:00:00",3320
"2010-04-28 00:00:00",3344
"2010-04-29 00:00:00",3288
"2010-04-30 00:00:00",2775
"2010-05-01 00:00:00",2149
"2010-05-02 00:00:00",2400
"2010-05-03 00:00:00",3052
"2010-05-04 00:00:00",3285
"2010-05-05 00:00:00",3333
"2010-05-06 00:00:00",3234
"2010-05-07 00:00:00",2882
"2010-05-08 00:00:00",2065
"2010-05-09 00:00:00",2229
"2010-05-10 00:00:00",3046
"2010-05-11 00:00:00",3219
"2010-05-12 00:00:00",3070
"2010-05-13 00:00:00",2494
"2010-05-14 00:00:00",2475
"2010-05-15 00:00:00",1910
"2010-05-16 00:00:00",2333
"2010-05-17 00:00:00",3033
"2010-05-18 00:00:00",2665
"2010-05-19 00:00:00",2271
"2010-05-20 00:00:00",2847
"2010-05-21 00:00:00",2608
"2010-05-22 00:00:00",1805
"2010-05-23 00:00:00",1964
"2010-05-24 00:00:00",2761
"2010-05-25 00:00:00",2784
"2010-05-26 00:00:00",2866
"2010-05-27 00:00:00",2584
"2010-05-28 00:00:00",1779
"2010-05-29 00:00:00",1783
"2010-05-30 00:00:00",1825
"2010-05-31 00:00:00",2371
"2010-06-01 00:00:00",2579
"2010-06-02 00:00:00",2756
"2010-06-03 00:00:00",2592
"2010-06-04 00:00:00",2263
"2010-06-05 00:00:00",1692
"2010-06-06 00:00:00",2060
"2010-06-07 00:00:00",2494
"2010-06-08 00:00:00",2482
"2010-06-09 00:00:00",2322
"2010-06-10 00:00:00",2301
"2010-06-11 00:00:00",1175
"2010-06-12 00:00:00",355
"2010-06-13 00:00:00",281
"2010-06-14 00:00:00",484
"2010-06-15 00:00:00",1024
"2010-06-16 00:00:00",1688
"2010-06-17 00:00:00",2033
"2010-06-18 00:00:00",1966
"2010-06-19 00:00:00",1621
"2010-06-20 00:00:00",1708
"2010-06-21 00:00:00",2407
"2010-06-22 00:00:00",2237
"2010-06-23 00:00:00",2082
"2010-06-24 00:00:00",1750
"2010-06-25 00:00:00",1583
"2010-06-26 00:00:00",1337
"2010-06-27 00:00:00",574
"2010-06-28 00:00:00",1243
"2010-06-29 00:00:00",1967
"2010-06-30 00:00:00",2073
"2010-07-01 00:00:00",2001
"2010-07-02 00:00:00",1640
"2010-07-03 00:00:00",1229
"2010-07-04 00:00:00",1296
"2010-07-05 00:00:00",538
"2010-07-06 00:00:00",1765
"2010-07-07 00:00:00",642
"2010-07-08 00:00:00",0
"2010-07-09 00:00:00",0
"2010-07-10 00:00:00",911
"2010-07-11 00:00:00",1455
"2010-07-12 00:00:00",1697
"2010-07-13 00:00:00",1852
"2010-07-14 00:00:00",1673
"2010-07-15 00:00:00",1803
"2010-07-16 00:00:00",1593
"2010-07-17 00:00:00",1424
"2010-07-18 00:00:00",1600
"2010-07-19 00:00:00",1970
"2010-07-20 00:00:00",2083
"2010-07-21 00:00:00",1883
"2010-07-22 00:00:00",2373
"2010-07-23 00:00:00",2442
"2010-07-24 00:00:00",1832
"2010-07-25 00:00:00",2150
"2010-07-26 00:00:00",2817
"2010-07-27 00:00:00",2778
"2010-07-28 00:00:00",2984
"2010-07-29 00:00:00",2776
"2010-07-30 00:00:00",2421
"2010-07-31 00:00:00",2002
"2010-08-01 00:00:00",2343
"2010-08-02 00:00:00",3020
"2010-08-03 00:00:00",3140
"2010-08-04 00:00:00",3152
"2010-08-05 00:00:00",3067
"2010-08-06 00:00:00",2626
"2010-08-07 00:00:00",2160
"2010-08-08 00:00:00",2461
"2010-08-09 00:00:00",3135
"2010-08-10 00:00:00",3404
"2010-08-11 00:00:00",3280
"2010-08-12 00:00:00",3206
"2010-08-13 00:00:00",2820
"2010-08-14 00:00:00",2243
"2010-08-15 00:00:00",2587
"2010-08-16 00:00:00",3482
"2010-08-17 00:00:00",3653
"2010-08-18 00:00:00",3374
"2010-08-19 00:00:00",3301
"2010-08-20 00:00:00",2760
"2010-08-21 00:00:00",2306
"2010-08-22 00:00:00",2937
"2010-08-23 00:00:00",3709
"2010-08-24 00:00:00",3624
"2010-08-25 00:00:00",3797
"2010-08-26 00:00:00",3479
"2010-08-27 00:00:00",3036
"2010-08-28 00:00:00",2174
"2010-08-29 00:00:00",2766
"2010-08-30 00:00:00",3675
"2010-08-31 00:00:00",3914
"2010-09-01 00:00:00",3791
"2010-09-02 00:00:00",3925
"2010-09-03 00:00:00",3074
"2010-09-04 00:00:00",2462
"2010-09-05 00:00:00",2988
"2010-09-06 00:00:00",3717
"2010-09-07 00:00:00",4023
"2010-09-08 00:00:00",4608
"2010-09-09 00:00:00",4067
"2010-09-10 00:00:00",3386
"2010-09-11 00:00:00",2613
"2010-09-12 00:00:00",3248
"2010-09-13 00:00:00",4704
"2010-09-14 00:00:00",4695
"2010-09-15 00:00:00",4752
"2010-09-16 00:00:00",4665
"2010-09-17 00:00:00",3967
"2010-09-18 00:00:00",2998
"2010-09-19 00:00:00",3459
"2010-09-20 00:00:00",5199
"2010-09-21 00:00:00",5443
"2010-09-22 00:00:00",5324
"2010-09-23 00:00:00",4940
"2010-09-24 00:00:00",4096
"2010-09-25 00:00:00",2968
"2010-09-26 00:00:00",3967
"2010-09-27 00:00:00",5631
"2010-09-28 00:00:00",5531
"2010-09-29 00:00:00",5647
"2010-09-30 00:00:00",4999
"2010-10-01 00:00:00",4247
"2010-10-02 00:00:00",3187
"2010-10-03 00:00:00",3820
"2010-10-04 00:00:00",5491
"2010-10-05 00:00:00",5555
"2010-10-06 00:00:00",5472
"2010-10-07 00:00:00",2574
"2010-10-08 00:00:00",2472
"2010-10-09 00:00:00",3148
"2010-10-10 00:00:00",3783
"2010-10-11 00:00:00",5085
"2010-10-12 00:00:00",5666
"2010-10-13 00:00:00",5850
"2010-10-14 00:00:00",5557
"2010-10-15 00:00:00",4692
"2010-10-16 00:00:00",3336
"2010-10-17 00:00:00",4101
"2010-10-18 00:00:00",5649
"2010-10-19 00:00:00",5978
"2010-10-20 00:00:00",5809
"2010-10-21 00:00:00",5245
"2010-10-22 00:00:00",4244
"2010-10-23 00:00:00",3058
"2010-10-24 00:00:00",3684
"2010-10-25 00:00:00",5572
"2010-10-26 00:00:00",5497
"2010-10-27 00:00:00",5529
"2010-10-28 00:00:00",5161
"2010-10-29 00:00:00",4119
"2010-10-30 00:00:00",2891
"2010-10-31 00:00:00",3359
"2010-11-01 00:00:00",5314
"2010-11-02 00:00:00",5587
"2010-11-03 00:00:00",5756
"2010-11-04 00:00:00",5103
"2010-11-05 00:00:00",4141
"2010-11-06 00:00:00",3420
"2010-11-07 00:00:00",4037
"2010-11-08 00:00:00",5811
"2010-11-09 00:00:00",6825
"2010-11-10 00:00:00",6215
"2010-11-11 00:00:00",5239
"2010-11-12 00:00:00",4663
"2010-11-13 00:00:00",3339
"2010-11-14 00:00:00",5098
"2010-11-15 00:00:00",6641
"2010-11-16 00:00:00",5517
"2010-11-17 00:00:00",6201
"2010-11-18 00:00:00",5858
"2010-11-19 00:00:00",4615
"2010-11-20 00:00:00",3404
"2010-11-21 00:00:00",4257
"2010-11-22 00:00:00",5997
"2010-11-23 00:00:00",5912
"2010-11-24 00:00:00",5340
"2010-11-25 00:00:00",4564
"2010-11-26 00:00:00",4068
"2010-11-27 00:00:00",3535
"2010-11-28 00:00:00",4259
"2010-11-29 00:00:00",6451
"2010-11-30 00:00:00",3318
"2010-12-01 00:00:00",7133
"2010-12-02 00:00:00",5839
"2010-12-03 00:00:00",5014
"2010-12-04 00:00:00",3565
"2010-12-05 00:00:00",4624
"2010-12-06 00:00:00",6439
"2010-12-07 00:00:00",6224
"2010-12-08 00:00:00",6550
"2010-12-09 00:00:00",6474
"2010-12-10 00:00:00",5725
"2010-12-11 00:00:00",7028
"2010-12-12 00:00:00",4968
"2010-12-13 00:00:00",6957
"2010-12-14 00:00:00",7044
"2010-12-15 00:00:00",6979
"2010-12-16 00:00:00",6518
"2010-12-17 00:00:00",5265
"2010-12-18 00:00:00",4538
"2010-12-19 00:00:00",5346
"2010-12-20 00:00:00",6494
"2010-12-21 00:00:00",6914
"2010-12-22 00:00:00",6485
"2010-12-23 00:00:00",6165
"2010-12-24 00:00:00",4392
"2010-12-25 00:00:00",3246
"2010-12-26 00:00:00",4270
"2010-12-27 00:00:00",5720
"2010-12-28 00:00:00",6789
"2010-12-29 00:00:00",7315
"2010-12-30 00:00:00",7079
"2010-12-31 00:00:00",5371
"2011-01-01 00:00:00",4675
"2011-01-02 00:00:00",5391
"2011-01-03 00:00:00",7362
"2011-01-04 00:00:00",8384
"2011-01-05 00:00:00",8989
"2011-01-06 00:00:00",9158
"2011-01-07 00:00:00",7357
"2011-01-08 00:00:00",5493
"2011-01-09 00:00:00",5862
"2011-01-10 00:00:00",7808
"2011-01-11 00:00:00",8357
"2011-01-12 00:00:00",8410
"2011-01-13 00:00:00",8536
"2011-01-14 00:00:00",7495
"2011-01-15 00:00:00",5239
"2011-01-16 00:00:00",5683
"2011-01-17 00:00:00",7748
"2011-01-18 00:00:00",8096
"2011-01-19 00:00:00",9163
"2011-01-20 00:00:00",7655
"2011-01-21 00:00:00",7130
"2011-01-22 00:00:00",5084
"2011-01-23 00:00:00",5893
"2011-01-24 00:00:00",8198
"2011-01-25 00:00:00",8318
"2011-01-26 00:00:00",7985
"2011-01-27 00:00:00",7033
"2011-01-28 00:00:00",6551
"2011-01-29 00:00:00",4607
"2011-01-30 00:00:00",5285
"2011-01-31 00:00:00",7533
"2011-02-01 00:00:00",7779
"2011-02-02 00:00:00",7456
"2011-02-03 00:00:00",7440
"2011-02-04 00:00:00",6469
"2011-02-05 00:00:00",5406
"2011-02-06 00:00:00",6363
"2011-02-07 00:00:00",6556
"2011-02-08 00:00:00",7326
"2011-02-09 00:00:00",7823
"2011-02-10 00:00:00",7363
"2011-02-11 00:00:00",6389
"2011-02-12 00:00:00",4491
"2011-02-13 00:00:00",5022
"2011-02-14 00:00:00",5889
"2011-02-15 00:00:00",7162
"2011-02-16 00:00:00",7415
"2011-02-17 00:00:00",7527
"2011-02-18 00:00:00",6701
"2011-02-19 00:00:00",4701
"2011-02-20 00:00:00",4896
"2011-02-21 00:00:00",6688
"2011-02-22 00:00:00",7477
"2011-02-23 00:00:00",6672
"2011-02-24 00:00:00",6995
"2011-02-25 00:00:00",5777
"2011-02-26 00:00:00",4221
"2011-02-27 00:00:00",4745
"2011-02-28 00:00:00",6189
"2011-03-01 00:00:00",7339
"2011-03-02 00:00:00",7439
"2011-03-03 00:00:00",7337
"2011-03-04 00:00:00",5680
"2011-03-05 00:00:00",3940
"2011-03-06 00:00:00",5529
"2011-03-07 00:00:00",6133
"2011-03-08 00:00:00",7341
"2011-03-09 00:00:00",7108
"2011-03-10 00:00:00",7061
"2011-03-11 00:00:00",5543
"2011-03-12 00:00:00",3513
"2011-03-13 00:00:00",3813
"2011-03-14 00:00:00",6081
"2011-03-15 00:00:00",5800
"2011-03-16 00:00:00",5459
"2011-03-17 00:00:00",5494
"2011-03-18 00:00:00",4268
"2011-03-19 00:00:00",2959
"2011-03-20 00:00:00",3481
"2011-03-21 00:00:00",4943
"2011-03-22 00:00:00",5429
"2011-03-23 00:00:00",5339
"2011-03-24 00:00:00",5405
"2011-03-25 00:00:00",4176
"2011-03-26 00:00:00",2772
"2011-03-27 00:00:00",3276
"2011-03-28 00:00:00",6167
"2011-03-29 00:00:00",5835
"2011-03-30 00:00:00",5579
"2011-03-31 00:00:00",4545
"2011-04-01 00:00:00",4309
"2011-04-02 00:00:00",2944
"2011-04-03 00:00:00",3740
"2011-04-04 00:00:00",5319
"2011-04-05 00:00:00",5060
"2011-04-06 00:00:00",4801
"2011-04-07 00:00:00",4595
"2011-04-08 00:00:00",3696
"2011-04-09 00:00:00",2756
"2011-04-10 00:00:00",3205
"2011-04-11 00:00:00",4438
"2011-04-12 00:00:00",4672
"2011-04-13 00:00:00",4434
"2011-04-14 00:00:00",3976
"2011-04-15 00:00:00",3589
"2011-04-16 00:00:00",2598
"2011-04-17 00:00:00",2734
"2011-04-18 00:00:00",4071
"2011-04-19 00:00:00",4049
"2011-04-20 00:00:00",3513
"2011-04-21 00:00:00",3099
"2011-04-22 00:00:00",2360
"2011-04-23 00:00:00",2197
"2011-04-24 00:00:00",2417
"2011-04-25 00:00:00",3474
"2011-04-26 00:00:00",4104
"2011-04-27 00:00:00",4071
"2011-04-28 00:00:00",3877
"2011-04-29 00:00:00",3134
"2011-04-30 00:00:00",2318
"2011-05-01 00:00:00",2652
"2011-05-02 00:00:00",4151
"2011-05-03 00:00:00",4098
"2011-05-04 00:00:00",4231
"2011-05-05 00:00:00",3841
"2011-05-06 00:00:00",3243
"2011-05-07 00:00:00",2424
"2011-05-08 00:00:00",2842
"2011-05-09 00:00:00",4344
"2011-05-10 00:00:00",4151
"2011-05-11 00:00:00",4261
"2011-05-12 00:00:00",3731
"2011-05-13 00:00:00",3107
"2011-05-14 00:00:00",2218
"2011-05-15 00:00:00",2906
"2011-05-16 00:00:00",4152
"2011-05-17 00:00:00",4138
"2011-05-18 00:00:00",3886
"2011-05-19 00:00:00",4108
"2011-05-20 00:00:00",2997
"2011-05-21 00:00:00",2280
"2011-05-22 00:00:00",2864
"2011-05-23 00:00:00",3894
"2011-05-24 00:00:00",3630
"2011-05-25 00:00:00",3916
"2011-05-26 00:00:00",3820
"2011-05-27 00:00:00",3067
"2011-05-28 00:00:00",2125
"2011-05-29 00:00:00",2406
"2011-05-30 00:00:00",3492
"2011-05-31 00:00:00",3755
"2011-06-01 00:00:00",3782
"2011-06-02 00:00:00",3245
"2011-06-03 00:00:00",2866
"2011-06-04 00:00:00",2227
"2011-06-05 00:00:00",2529
"2011-06-06 00:00:00",3350
"2011-06-07 00:00:00",3165
"2011-06-08 00:00:00",3057
"2011-06-09 00:00:00",3059
"2011-06-10 00:00:00",2711
"2011-06-11 00:00:00",1893
"2011-06-12 00:00:00",2230
"2011-06-13 00:00:00",2932
"2011-06-14 00:00:00",2609
"2011-06-15 00:00:00",3207
"2011-06-16 00:00:00",3056
"2011-06-17 00:00:00",2466
"2011-06-18 00:00:00",1728
"2011-06-19 00:00:00",2368
"2011-06-20 00:00:00",3151
"2011-06-21 00:00:00",3056
"2011-06-22 00:00:00",2923
"2011-06-23 00:00:00",2532
"2011-06-24 00:00:00",2389
"2011-06-25 00:00:00",1729
"2011-06-26 00:00:00",1986
"2011-06-27 00:00:00",2698
"2011-06-28 00:00:00",2750
"2011-06-29 00:00:00",2676
"2011-06-30 00:00:00",2230
"2011-07-01 00:00:00",2020
"2011-07-02 00:00:00",1538
"2011-07-03 00:00:00",1959
"2011-07-04 00:00:00",2448
"2011-07-05 00:00:00",2666
"2011-07-06 00:00:00",2552
"2011-07-07 00:00:00",2465
"2011-07-08 00:00:00",2142
"2011-07-09 00:00:00",1735
"2011-07-10 00:00:00",1932
"2011-07-11 00:00:00",2826
"2011-07-12 00:00:00",2708
"2011-07-13 00:00:00",2355
"2011-07-14 00:00:00",2560
"2011-07-15 00:00:00",2111
"2011-07-16 00:00:00",1771
"2011-07-17 00:00:00",1838
"2011-07-18 00:00:00",2839
"2011-07-19 00:00:00",2844
"2011-07-20 00:00:00",2830
"2011-07-21 00:00:00",2654
"2011-07-22 00:00:00",2300
"2011-07-23 00:00:00",1779
"2011-07-24 00:00:00",2005
"2011-07-25 00:00:00",2968
"2011-07-26 00:00:00",2767
"2011-07-27 00:00:00",2566
"2011-07-28 00:00:00",2498
"2011-07-29 00:00:00",2075
"2011-07-30 00:00:00",1792
"2011-07-31 00:00:00",2194
"2011-08-01 00:00:00",2529
"2011-08-02 00:00:00",2727
"2011-08-03 00:00:00",2807
"2011-08-04 00:00:00",2629
"2011-08-05 00:00:00",2183
"2011-08-06 00:00:00",1685
"2011-08-07 00:00:00",1962
"2011-08-08 00:00:00",2834
"2011-08-09 00:00:00",2612
"2011-08-10 00:00:00",2693
"2011-08-11 00:00:00",2449
"2011-08-12 00:00:00",2057
"2011-08-13 00:00:00",1622
"2011-08-14 00:00:00",1937
"2011-08-15 00:00:00",2421
"2011-08-16 00:00:00",2666
"2011-08-17 00:00:00",2587
"2011-08-18 00:00:00",2319
"2011-08-19 00:00:00",2213
"2011-08-20 00:00:00",1823
"2011-08-21 00:00:00",2569
"2011-08-22 00:00:00",2655
"2011-08-23 00:00:00",2817
"2011-08-24 00:00:00",2746
"2011-08-25 00:00:00",2614
"2011-08-26 00:00:00",2102
"2011-08-27 00:00:00",1704
"2011-08-28 00:00:00",1936
"2011-08-29 00:00:00",2482
"2011-08-30 00:00:00",2766
"2011-08-31 00:00:00",2650
"2011-09-01 00:00:00",2761
"2011-09-02 00:00:00",2251
"2011-09-03 00:00:00",1804
"2011-09-04 00:00:00",1858
"2011-09-05 00:00:00",2459
"2011-09-06 00:00:00",2737
"2011-09-07 00:00:00",2725
"2011-09-08 00:00:00",2976
"2011-09-09 00:00:00",2554
"2011-09-10 00:00:00",2387
"2011-09-11 00:00:00",2618
"2011-09-12 00:00:00",3387
"2011-09-13 00:00:00",3421
"2011-09-14 00:00:00",3420
"2011-09-15 00:00:00",3705
"2011-09-16 00:00:00",3350
"2011-09-17 00:00:00",2552
"2011-09-18 00:00:00",2948
"2011-09-19 00:00:00",3803
"2011-09-20 00:00:00",4278
"2011-09-21 00:00:00",4006
"2011-09-22 00:00:00",4011
"2011-09-23 00:00:00",3379
"2011-09-24 00:00:00",3395
"2011-09-25 00:00:00",3108
"2011-09-26 00:00:00",3863
"2011-09-27 00:00:00",3910
"2011-09-28 00:00:00",3916
"2011-09-29 00:00:00",4068
"2011-09-30 00:00:00",4318
"2011-10-01 00:00:00",2899
"2011-10-02 00:00:00",3260
"2011-10-03 00:00:00",5072
"2011-10-04 00:00:00",4891
"2011-10-05 00:00:00",5213
"2011-10-06 00:00:00",4470
"2011-10-07 00:00:00",4286
"2011-10-08 00:00:00",2043
"2011-10-09 00:00:00",3371
"2011-10-10 00:00:00",4282
"2011-10-11 00:00:00",5001
"2011-10-12 00:00:00",5089
"2011-10-13 00:00:00",4724
"2011-10-14 00:00:00",4223
"2011-10-15 00:00:00",2788
"2011-10-16 00:00:00",3017
"2011-10-17 00:00:00",4844
"2011-10-18 00:00:00",5112
"2011-10-19 00:00:00",5180
"2011-10-20 00:00:00",5554
"2011-10-21 00:00:00",5348
"2011-10-22 00:00:00",3326
"2011-10-23 00:00:00",3946
"2011-10-24 00:00:00",5621
"2011-10-25 00:00:00",5784
"2011-10-26 00:00:00",6648
"2011-10-27 00:00:00",6347
"2011-10-28 00:00:00",5355
"2011-10-29 00:00:00",3982
"2011-10-30 00:00:00",4513
"2011-10-31 00:00:00",5805
"2011-11-01 00:00:00",5624
"2011-11-02 00:00:00",6376
"2011-11-03 00:00:00",6357
"2011-11-04 00:00:00",4947
"2011-11-05 00:00:00",4124
"2011-11-06 00:00:00",5249
"2011-11-07 00:00:00",7025
"2011-11-08 00:00:00",6738
"2011-11-09 00:00:00",6761
"2011-11-10 00:00:00",6404
"2011-11-11 00:00:00",5203
"2011-11-12 00:00:00",4097
"2011-11-13 00:00:00",4603
"2011-11-14 00:00:00",6853
"2011-11-15 00:00:00",6620
"2011-11-16 00:00:00",6048
"2011-11-17 00:00:00",6564
"2011-11-18 00:00:00",5398
"2011-11-19 00:00:00",3088
"2011-11-20 00:00:00",3633
"2011-11-21 00:00:00",5412
"2011-11-22 00:00:00",5299
"2011-11-23 00:00:00",4769
"2011-11-24 00:00:00",4005
"2011-11-25 00:00:00",3159
"2011-11-26 00:00:00",3064
"2011-11-27 00:00:00",4051
"2011-11-28 00:00:00",6280
"2011-11-29 00:00:00",5795
"2011-11-30 00:00:00",5651
"2011-12-01 00:00:00",5654
"2011-12-02 00:00:00",4596
"2011-12-03 00:00:00",3100
"2011-12-04 00:00:00",3992
"2011-12-05 00:00:00",5680
"2011-12-06 00:00:00",5946
"2011-12-07 00:00:00",5534
"2011-12-08 00:00:00",4971
"2011-12-09 00:00:00",4411
"2011-12-10 00:00:00",3168
"2011-12-11 00:00:00",3574
"2011-12-12 00:00:00",5330
"2011-12-13 00:00:00",5350
"2011-12-14 00:00:00",5404
"2011-12-15 00:00:00",4823
"2011-12-16 00:00:00",3942
"2011-12-17 00:00:00",2845
"2011-12-18 00:00:00",3118
"2011-12-19 00:00:00",4050
"2011-12-20 00:00:00",4342
"2011-12-21 00:00:00",4190
"2011-12-22 00:00:00",3553
"2011-12-23 00:00:00",167
"2011-12-24 00:00:00",0
"2011-12-25 00:00:00",0
"2011-12-26 00:00:00",1186
"2011-12-27 00:00:00",3890
"2011-12-28 00:00:00",3874
"2011-12-29 00:00:00",3744
"2011-12-30 00:00:00",3707
"2011-12-31 00:00:00",3161
"2012-01-01 00:00:00",2809
"2012-01-02 00:00:00",3924
"2012-01-03 00:00:00",5673
"2012-01-04 00:00:00",5236
"2012-01-05 00:00:00",5697
"2012-01-06 00:00:00",4859
"2012-01-07 00:00:00",3558
"2012-01-08 00:00:00",4112
"2012-01-09 00:00:00",5709
"2012-01-10 00:00:00",6156
"2012-01-11 00:00:00",6166
"2012-01-12 00:00:00",6102
"2012-01-13 00:00:00",5002
"2012-01-14 00:00:00",3409
"2012-01-15 00:00:00",4058
"2012-01-16 00:00:00",5472
"2012-01-17 00:00:00",6223
"2012-01-18 00:00:00",6089
"2012-01-19 00:00:00",5788
"2012-01-20 00:00:00",5112
"2012-01-21 00:00:00",3677
"2012-01-22 00:00:00",4180
"2012-01-23 00:00:00",5744
"2012-01-24 00:00:00",6110
"2012-01-25 00:00:00",6072
"2012-01-26 00:00:00",6344
"2012-01-27 00:00:00",5186
"2012-01-28 00:00:00",3533
"2012-01-29 00:00:00",4264
"2012-01-30 00:00:00",6207
"2012-01-31 00:00:00",6503
"2012-02-01 00:00:00",6590
"2012-02-02 00:00:00",6448
"2012-02-03 00:00:00",5188
"2012-02-04 00:00:00",3626
"2012-02-05 00:00:00",4183
"2012-02-06 00:00:00",5989
"2012-02-07 00:00:00",6409
"2012-02-08 00:00:00",6741
"2012-02-09 00:00:00",6797
"2012-02-10 00:00:00",5564
"2012-02-11 00:00:00",3943
"2012-02-12 00:00:00",4371
"2012-02-13 00:00:00",5696
"2012-02-14 00:00:00",4950
"2012-02-15 00:00:00",5533
"2012-02-16 00:00:00",4850
"2012-02-17 00:00:00",5253
"2012-02-18 00:00:00",4351
"2012-02-19 00:00:00",4830
"2012-02-20 00:00:00",6629
"2012-02-21 00:00:00",6550
"2012-02-22 00:00:00",6597
"2012-02-23 00:00:00",6559
"2012-02-24 00:00:00",5135
"2012-02-25 00:00:00",4399
"2012-02-26 00:00:00",4878
"2012-02-27 00:00:00",6684
"2012-02-28 00:00:00",5807
"2012-02-29 00:00:00",6851
"2012-03-01 00:00:00",6875
"2012-03-02 00:00:00",5904
"2012-03-03 00:00:00",4250
"2012-03-04 00:00:00",4949
"2012-03-05 00:00:00",6383
"2012-03-06 00:00:00",6527
"2012-03-07 00:00:00",7040
"2012-03-08 00:00:00",6735
"2012-03-09 00:00:00",5754
"2012-03-10 00:00:00",4055
"2012-03-11 00:00:00",4356
"2012-03-12 00:00:00",5769
"2012-03-13 00:00:00",6190
"2012-03-14 00:00:00",5936
"2012-03-15 00:00:00",5526
"2012-03-16 00:00:00",4768
"2012-03-17 00:00:00",3084
"2012-03-18 00:00:00",3360
"2012-03-19 00:00:00",5141
"2012-03-20 00:00:00",5713
"2012-03-21 00:00:00",5006
"2012-03-22 00:00:00",4834
"2012-03-23 00:00:00",4093
"2012-03-24 00:00:00",2464
"2012-03-25 00:00:00",3352
"2012-03-26 00:00:00",5239
"2012-03-27 00:00:00",4792
"2012-03-28 00:00:00",4900
"2012-03-29 00:00:00",4710
"2012-03-30 00:00:00",3700
"2012-03-31 00:00:00",2614
"2012-04-01 00:00:00",2967
"2012-04-02 00:00:00",4532
"2012-04-03 00:00:00",4539
"2012-04-04 00:00:00",4157
"2012-04-05 00:00:00",3758
"2012-04-06 00:00:00",2901
"2012-04-07 00:00:00",2509
"2012-04-08 00:00:00",2736
"2012-04-09 00:00:00",4108
"2012-04-10 00:00:00",4515
"2012-04-11 00:00:00",4494
"2012-04-12 00:00:00",3861
"2012-04-13 00:00:00",3660
"2012-04-14 00:00:00",2715
"2012-04-15 00:00:00",3062
"2012-04-16 00:00:00",4332
"2012-04-17 00:00:00",5129
"2012-04-18 00:00:00",4858
"2012-04-19 00:00:00",4257
"2012-04-20 00:00:00",3676
"2012-04-21 00:00:00",2776
"2012-04-22 00:00:00",3230
"2012-04-23 00:00:00",4543
"2012-04-24 00:00:00",4925
"2012-04-25 00:00:00",4925
"2012-04-26 00:00:00",4691
"2012-04-27 00:00:00",3881
"2012-04-28 00:00:00",2901
"2012-04-29 00:00:00",3268
"2012-04-30 00:00:00",4265
"2012-05-01 00:00:00",4910
"2012-05-02 00:00:00",4900
"2012-05-03 00:00:00",4855
"2012-05-04 00:00:00",3652
"2012-05-05 00:00:00",2725
"2012-05-06 00:00:00",3319
"2012-05-07 00:00:00",4799
"2012-05-08 00:00:00",4890
"2012-05-09 00:00:00",4664
"2012-05-10 00:00:00",4654
"2012-05-11 00:00:00",3748
"2012-05-12 00:00:00",2545
"2012-05-13 00:00:00",2862
"2012-05-14 00:00:00",4567
"2012-05-15 00:00:00",4376
"2012-05-16 00:00:00",4382
"2012-05-17 00:00:00",4301
"2012-05-18 00:00:00",3496
"2012-05-19 00:00:00",2366
"2012-05-20 00:00:00",2926
"2012-05-21 00:00:00",4116
"2012-05-22 00:00:00",4402
"2012-05-23 00:00:00",4418
"2012-05-24 00:00:00",4271
"2012-05-25 00:00:00",3681
"2012-05-26 00:00:00",2524
"2012-05-27 00:00:00",2652
"2012-05-28 00:00:00",3571
"2012-05-29 00:00:00",4118
"2012-05-30 00:00:00",3872
"2012-05-31 00:00:00",3840
"2012-06-01 00:00:00",3005
"2012-06-02 00:00:00",2446
"2012-06-03 00:00:00",2832
"2012-06-04 00:00:00",3892
"2012-06-05 00:00:00",4127
"2012-06-06 00:00:00",3939
"2012-06-07 00:00:00",3546
"2012-06-08 00:00:00",2973
"2012-06-09 00:00:00",2444
"2012-06-10 00:00:00",3015
"2012-06-11 00:00:00",3598
"2012-06-12 00:00:00",3964
"2012-06-13 00:00:00",3756
"2012-06-14 00:00:00",3632
"2012-06-15 00:00:00",2999
"2012-06-16 00:00:00",2497
"2012-06-17 00:00:00",2631
"2012-06-18 00:00:00",3746
"2012-06-19 00:00:00",3671
"2012-06-20 00:00:00",3577
"2012-06-21 00:00:00",3571
"2012-06-22 00:00:00",3812
"2012-06-23 00:00:00",2638
"2012-06-24 00:00:00",2640
"2012-06-25 00:00:00",3453
"2012-06-26 00:00:00",3696
"2012-06-27 00:00:00",3656
"2012-06-28 00:00:00",3384
"2012-06-29 00:00:00",2705
"2012-06-30 00:00:00",2147
"2012-07-01 00:00:00",2518
"2012-07-02 00:00:00",3289
