state,statefp,county,countyfp,year,month,trap_type,species,num_pools,num_mosquitoes,num_pools_wnv
California,06,Riverside,065,2015,5,CO2,Culex stigmatosoma,2,12,0
California,06,Riverside,065,2015,5,CO2,Culex tarsalis,143,4823,1
California,06,Riverside,065,2015,5,GRAV,Culex quinquefasciatus,94,2115,5
California,06,Riverside,065,2015,5,GRAV,Culex tarsalis,1,9,0
California,06,Riverside,065,2015,6,CO2,Culex quinquefasciatus,225,5585,19
California,06,Riverside,065,2015,6,CO2,Culex stigmatosoma,2,26,0
California,06,Riverside,065,2015,6,CO2,Culex tarsalis,178,5156,1
California,06,Riverside,065,2015,6,GRAV,Culex quinquefasciatus,156,3474,24
California,06,Riverside,065,2015,6,GRAV,Culex tarsalis,2,13,0
California,06,Riverside,065,2015,7,CO2,Culex quinquefasciatus,180,4057,6
California,06,Riverside,065,2015,7,CO2,Culex stigmatosoma,1,21,0
California,06,Riverside,065,2015,7,CO2,Culex tarsalis,109,3234,11
California,06,Riverside,065,2015,7,GRAV,Culex quinquefasciatus,131,2571,4
California,06,Riverside,065,2015,7,GRAV,Culex tarsalis,1,5,0
California,06,Riverside,065,2015,8,CO2,Culex quinquefasciatus,186,4759,14
California,06,Riverside,065,2015,8,CO2,Culex tarsalis,131,4423,8
California,06,Riverside,065,2015,8,GRAV,Culex quinquefasciatus,104,1615,3
California,06,Riverside,065,2015,8,GRAV,Culex tarsalis,2,21,0
California,06,Riverside,065,2015,9,CO2,Culex quinquefasciatus,136,3029,3
California,06,Riverside,065,2015,9,CO2,Culex tarsalis,152,5477,3
California,06,Riverside,065,2015,9,GRAV,Culex quinquefasciatus,117,1734,0
California,06,Riverside,065,2015,9,GRAV,Culex tarsalis,2,12,0
California,06,Riverside,065,2015,10,CO2,Culex quinquefasciatus,127,3005,1
California,06,Riverside,065,2015,10,CO2,Culex stigmatosoma,4,60,0
California,06,Riverside,065,2015,10,CO2,Culex tarsalis,304,13070,0
California,06,Riverside,065,2015,10,GRAV,Culex quinquefasciatus,101,1680,3
California,06,Riverside,065,2015,10,GRAV,Culex tarsalis,3,12,0
California,06,Riverside,065,2015,11,CO2,Culex quinquefasciatus,71,1234,0
California,06,Riverside,065,2015,11,CO2,Culex tarsalis,146,5765,0
California,06,Riverside,065,2015,11,GRAV,Culex quinquefasciatus,70,850,1
California,06,Riverside,065,2016,1,CO2,Culex quinquefasciatus,6,45,0
California,06,Riverside,065,2016,1,CO2,Culex tarsalis,94,3564,0
California,06,Riverside,065,2016,1,GRAV,Culex quinquefasciatus,3,12,0
California,06,Riverside,065,2016,2,CO2,Culex quinquefasciatus,5,52,0
California,06,Riverside,065,2016,2,CO2,Culex tarsalis,154,7213,0
California,06,Riverside,065,2016,2,GRAV,Culex quinquefasciatus,2,18,0
California,06,Riverside,065,2016,3,CO2,Culex quinquefasciatus,80,1510,0
California,06,Riverside,065,2016,3,CO2,Culex tarsalis,289,13040,0
California,06,Riverside,065,2016,3,GRAV,Culex quinquefasciatus,77,1313,0
California,06,Riverside,065,2016,4,CO2,Culex quinquefasciatus,140,2979,0
California,06,Riverside,065,2016,4,CO2,Culex stigmatosoma,2,24,0
California,06,Riverside,065,2016,4,CO2,Culex tarsalis,413,17911,0
California,06,Riverside,065,2016,4,GRAV,Culex quinquefasciatus,127,2799,0
California,06,Riverside,065,2016,4,GRAV,Culex tarsalis,1,11,0
California,06,Riverside,065,2016,5,CO2,Culex quinquefasciatus,158,3719,3
California,06,Riverside,065,2016,5,CO2,Culex stigmatosoma,2,20,0
California,06,Riverside,065,2016,5,CO2,Culex tarsalis,268,11268,0
California,06,Riverside,065,2016,5,GRAV,Culex quinquefasciatus,156,3878,2
California,06,Riverside,065,2016,6,CO2,Culex quinquefasciatus,173,4264,4
California,06,Riverside,065,2016,6,CO2,Culex stigmatosoma,1,8,0
California,06,Riverside,065,2016,6,CO2,Culex tarsalis,361,15176,0
California,06,Riverside,065,2016,6,GRAV,Culex quinquefasciatus,164,3301,1
California,06,Riverside,065,2016,6,GRAV,Culex tarsalis,1,4,0
California,06,Riverside,065,2016,7,CO2,Culex quinquefasciatus,122,2776,1
California,06,Riverside,065,2016,7,CO2,Culex tarsalis,139,4686,4
California,06,Riverside,065,2016,7,GRAV,Culex quinquefasciatus,107,1482,3
California,06,Riverside,065,2016,8,CO2,Culex quinquefasciatus,74,1698,0
California,06,Riverside,065,2016,8,CO2,Culex stigmatosoma,1,8,0
California,06,Riverside,065,2016,8,CO2,Culex tarsalis,126,4644,1
California,06,Riverside,065,2016,8,GRAV,Culex quinquefasciatus,78,883,0
California,06,Riverside,065,2016,9,BGS,Culex quinquefasciatus,48,2144,0
California,06,Riverside,065,2016,9,BGS,Culex tarsalis,13,164,0
California,06,Riverside,065,2016,9,CO2,Culex quinquefasciatus,92,2184,0
California,06,Riverside,065,2016,9,CO2,Culex tarsalis,263,10339,1
California,06,Riverside,065,2016,9,GRAV,Culex quinquefasciatus,95,1913,0
California,06,Riverside,065,2016,9,GRAV,Culex tarsalis,1,13,0
California,06,Riverside,065,2016,10,CO2,Culex quinquefasciatus,86,2181,0
California,06,Riverside,065,2016,10,CO2,Culex tarsalis,287,11880,0
California,06,Riverside,065,2016,10,GRAV,Culex quinquefasciatus,189,6045,0
California,06,Riverside,065,2016,10,GRAV,Culex tarsalis,2,16,0
California,06,Riverside,065,2016,11,CO2,Culex quinquefasciatus,121,3364,0
California,06,Riverside,065,2016,11,CO2,Culex tarsalis,187,7424,0
California,06,Riverside,065,2016,11,GRAV,Culex pipiens,1,25,0
California,06,Riverside,065,2016,11,GRAV,Culex quinquefasciatus,156,4448,0
California,06,Riverside,065,2016,11,GRAV,Culex tarsalis,2,42,0
California,06,Riverside,065,2016,12,CO2,Culex quinquefasciatus,4,62,0
California,06,Riverside,065,2016,12,CO2,Culex tarsalis,9,86,0
California,06,Riverside,065,2016,12,GRAV,Culex quinquefasciatus,11,277,0
California,06,Riverside,065,2017,1,CO2,Culex quinquefasciatus,9,179,0
California,06,Riverside,065,2017,1,CO2,Culex tarsalis,67,3252,0
California,06,Riverside,065,2017,1,GRAV,Culex quinquefasciatus,5,35,0
California,06,Riverside,065,2017,2,CO2,Culex quinquefasciatus,12,200,0
California,06,Riverside,065,2017,2,CO2,Culex tarsalis,65,3109,0
California,06,Riverside,065,2017,2,GRAV,Culex quinquefasciatus,8,146,0
California,06,Riverside,065,2017,3,CO2,Culex quinquefasciatus,171,5487,0
California,06,Riverside,065,2017,3,CO2,Culex tarsalis,358,15282,0
California,06,Riverside,065,2017,3,GRAV,Culex quinquefasciatus,116,3667,0
California,06,Riverside,065,2017,3,GRAV,Culex tarsalis,2,40,0
California,06,Riverside,065,2017,4,CO2,Culex quinquefasciatus,155,4966,0
California,06,Riverside,065,2017,4,CO2,Culex tarsalis,356,15462,0
California,06,Riverside,065,2017,4,GRAV,Culex quinquefasciatus,221,8179,1
California,06,Riverside,065,2017,4,GRAV,Culex tarsalis,2,16,0
California,06,Riverside,065,2017,5,CO2,Culex quinquefasciatus,124,3412,0
California,06,Riverside,065,2017,5,CO2,Culex tarsalis,232,9200,0
California,06,Riverside,065,2017,5,GRAV,Culex quinquefasciatus,205,6987,0
California,06,Riverside,065,2017,5,GRAV,Culex tarsalis,3,50,0
California,06,Riverside,065,2017,6,BGS,Culex quinquefasciatus,2,13,1
California,06,Riverside,065,2017,6,BGS,Culex tarsalis,2,13,0
California,06,Riverside,065,2017,6,CO2,Culex quinquefasciatus,130,3651,2
California,06,Riverside,065,2017,6,CO2,Culex tarsalis,225,8497,45
California,06,Riverside,065,2017,6,GRAV,Culex quinquefasciatus,185,5281,0
California,06,Riverside,065,2017,6,GRAV,Culex tarsalis,1,9,0
California,06,Riverside,065,2017,7,BGS,Culex quinquefasciatus,1,5,0
California,06,Riverside,065,2017,7,BGS,Culex tarsalis,2,60,1
California,06,Riverside,065,2017,7,CO2,Culex quinquefasciatus,87,2500,7
California,06,Riverside,065,2017,7,CO2,Culex tarsalis,104,3130,35
California,06,Riverside,065,2017,7,GRAV,Culex quinquefasciatus,114,2398,0
California,06,Riverside,065,2017,7,GRAV,Culex tarsalis,4,21,0
California,06,Riverside,065,2017,8,CO2,Culex quinquefasciatus,67,1509,1
California,06,Riverside,065,2017,8,CO2,Culex tarsalis,83,2031,18
California,06,Riverside,065,2017,8,GRAV,Culex quinquefasciatus,121,2760,0
California,06,Riverside,065,2017,8,GRAV,Culex tarsalis,4,124,0
California,06,Riverside,065,2017,9,BGS,Culex quinquefasciatus,5,194,0
California,06,Riverside,065,2017,9,BGS,Culex tarsalis,3,56,0
California,06,Riverside,065,2017,9,CO2,Culex quinquefasciatus,79,1946,0
California,06,Riverside,065,2017,9,CO2,Culex tarsalis,261,10486,10
California,06,Riverside,065,2017,9,GRAV,Culex quinquefasciatus,107,2208,0
California,06,Riverside,065,2017,9,GRAV,Culex tarsalis,2,26,0
California,06,Riverside,065,2017,10,BGS,Culex quinquefasciatus,10,395,0
California,06,Riverside,065,2017,10,BGS,Culex tarsalis,7,307,0
California,06,Riverside,065,2017,10,CO2,Culex quinquefasciatus,89,2201,0
California,06,Riverside,065,2017,10,CO2,Culex tarsalis,404,17238,0
California,06,Riverside,065,2017,10,GRAV,Culex quinquefasciatus,129,3070,1
California,06,Riverside,065,2017,11,BGS,Culex quinquefasciatus,9,336,0
California,06,Riverside,065,2017,11,BGS,Culex tarsalis,3,72,0
California,06,Riverside,065,2017,11,CO2,Culex quinquefasciatus,57,1414,0
California,06,Riverside,065,2017,11,CO2,Culex tarsalis,115,4166,0
California,06,Riverside,065,2017,11,GRAV,Culex quinquefasciatus,94,1930,0
California,06,Riverside,065,2017,12,BGS,Culex quinquefasciatus,8,164,0
California,06,Riverside,065,2017,12,BGS,Culex tarsalis,6,48,0
California,06,Riverside,065,2017,12,CO2,Culex quinquefasciatus,5,47,0
California,06,Riverside,065,2017,12,CO2,Culex tarsalis,34,1312,0
California,06,Riverside,065,2017,12,GRAV,Culex quinquefasciatus,8,110,0
California,06,Riverside,065,2018,1,BGS,Culex tarsalis,11,187,0
California,06,Riverside,065,2018,1,CO2,Culex quinquefasciatus,21,321,0
California,06,Riverside,065,2018,1,CO2,Culex tarsalis,125,5886,0
California,06,Riverside,065,2018,1,GRAV,Culex quinquefasciatus,7,114,0
California,06,Riverside,065,2018,2,BGS,Culex quinquefasciatus,1,7,0
California,06,Riverside,065,2018,2,BGS,Culex tarsalis,1,8,0
California,06,Riverside,065,2018,2,CO2,Culex quinquefasciatus,7,121,0
California,06,Riverside,065,2018,2,CO2,Culex tarsalis,73,3486,0
California,06,Riverside,065,2018,2,GRAV,Culex quinquefasciatus,8,97,0
California,06,Riverside,065,2018,3,BGS,Culex quinquefasciatus,4,89,0
California,06,Riverside,065,2018,3,BGS,Culex tarsalis,14,400,0
California,06,Riverside,065,2018,3,CO2,Culex quinquefasciatus,15,294,0
California,06,Riverside,065,2018,3,CO2,Culex tarsalis,257,11386,0
California,06,Riverside,065,2018,3,GRAV,Culex quinquefasciatus,105,1977,0
California,06,Riverside,065,2018,3,GRAV,Culex tarsalis,1,11,0
California,06,Riverside,065,2018,4,BGS,Culex quinquefasciatus,24,641,0
California,06,Riverside,065,2018,4,BGS,Culex tarsalis,20,506,0
California,06,Riverside,065,2018,4,CO2,Culex quinquefasciatus,50,1453,0
California,06,Riverside,065,2018,4,CO2,Culex tarsalis,352,16026,0
California,06,Riverside,065,2018,4,GRAV,Culex quinquefasciatus,167,4063,0
California,06,Riverside,065,2018,4,GRAV,Culex tarsalis,2,39,0
California,06,Riverside,065,2018,5,BGS,Culex quinquefasciatus,31,1020,0
California,06,Riverside,065,2018,5,BGS,Culex tarsalis,5,52,0
California,06,Riverside,065,2018,5,CO2,Culex quinquefasciatus,89,2467,0
California,06,Riverside,065,2018,5,CO2,Culex tarsalis,274,11169,0
California,06,Riverside,065,2018,5,GRAV,Culex quinquefasciatus,174,4460,0
California,06,Riverside,065,2018,5,GRAV,Culex tarsalis,3,35,0
California,06,Riverside,065,2018,6,BGS,Culex quinquefasciatus,44,1770,1
California,06,Riverside,065,2018,6,BGS,Culex tarsalis,5,67,0
California,06,Riverside,065,2018,6,CO2,Culex quinquefasciatus,99,2855,1
California,06,Riverside,065,2018,6,CO2,Culex tarsalis,180,6857,0
California,06,Riverside,065,2018,6,GRAV,Culex quinquefasciatus,208,5547,3
California,06,Riverside,065,2018,6,GRAV,Culex tarsalis,2,47,0
California,06,Riverside,065,2018,7,BGS,Culex quinquefasciatus,10,288,0
California,06,Riverside,065,2018,7,BGS,Culex tarsalis,12,386,0
California,06,Riverside,065,2018,7,CO2,Culex quinquefasciatus,93,2291,1
California,06,Riverside,065,2018,7,CO2,Culex tarsalis,157,4995,4
California,06,Riverside,065,2018,7,GRAV,Culex quinquefasciatus,128,3279,3
California,06,Riverside,065,2018,8,BGS,Culex quinquefasciatus,11,206,0
California,06,Riverside,065,2018,8,BGS,Culex tarsalis,5,95,0
California,06,Riverside,065,2018,8,CO2,Culex quinquefasciatus,56,1447,1
California,06,Riverside,065,2018,8,CO2,Culex tarsalis,102,3367,6
California,06,Riverside,065,2018,8,GRAV,Culex quinquefasciatus,125,2337,0
California,06,Riverside,065,2018,8,GRAV,Culex tarsalis,1,4,0
California,06,Riverside,065,2018,9,BGS,Culex quinquefasciatus,13,318,0
California,06,Riverside,065,2018,9,BGS,Culex tarsalis,9,194,0
California,06,Riverside,065,2018,9,CO2,Culex quinquefasciatus,68,1922,0
California,06,Riverside,065,2018,9,CO2,Culex tarsalis,268,11301,2
California,06,Riverside,065,2018,9,GRAV,Culex quinquefasciatus,85,1230,0
California,06,Riverside,065,2018,9,GRAV,Culex tarsalis,2,15,0
California,06,Riverside,065,2018,10,BGS,Culex quinquefasciatus,22,633,0
California,06,Riverside,065,2018,10,BGS,Culex tarsalis,12,140,0
California,06,Riverside,065,2018,10,CO2,Culex quinquefasciatus,72,1777,0
California,06,Riverside,065,2018,10,CO2,Culex tarsalis,314,12404,0
California,06,Riverside,065,2018,10,GRAV,Culex quinquefasciatus,125,2816,0
California,06,Riverside,065,2018,10,GRAV,Culex tarsalis,1,6,0
California,06,Riverside,065,2018,11,BGS,Culex quinquefasciatus,51,1746,0
California,06,Riverside,065,2018,11,BGS,Culex tarsalis,10,175,0
California,06,Riverside,065,2018,11,CO2,Culex quinquefasciatus,66,1736,0
California,06,Riverside,065,2018,11,CO2,Culex tarsalis,93,3048,0
California,06,Riverside,065,2018,11,GRAV,Culex quinquefasciatus,154,3459,0
California,06,Riverside,065,2018,12,CO2,Culex quinquefasciatus,11,202,0
California,06,Riverside,065,2018,12,CO2,Culex tarsalis,27,880,0
California,06,Riverside,065,2018,12,GRAV,Culex quinquefasciatus,6,42,0
California,06,Riverside,065,2019,1,CO2,Culex quinquefasciatus,6,91,0
California,06,Riverside,065,2019,1,CO2,Culex tarsalis,29,1042,0
California,06,Riverside,065,2019,1,GRAV,Culex quinquefasciatus,4,35,0
California,06,Riverside,065,2019,2,CO2,Culex tarsalis,14,244,0
California,06,Riverside,065,2019,2,GRAV,Culex quinquefasciatus,1,7,0
California,06,Riverside,065,2019,3,BGS,Culex quinquefasciatus,10,276,0
California,06,Riverside,065,2019,3,BGS,Culex tarsalis,19,657,0
California,06,Riverside,065,2019,3,CO2,Culex quinquefasciatus,98,2518,0
California,06,Riverside,065,2019,3,CO2,Culex tarsalis,343,14788,0
California,06,Riverside,065,2019,3,GRAV,Culex quinquefasciatus,72,1624,0
California,06,Riverside,065,2019,4,BGS,Culex quinquefasciatus,20,715,0
California,06,Riverside,065,2019,4,BGS,Culex tarsalis,11,455,0
California,06,Riverside,065,2019,4,CO2,Culex quinquefasciatus,158,5733,0
California,06,Riverside,065,2019,4,CO2,Culex tarsalis,430,19500,0
California,06,Riverside,065,2019,4,GRAV,Culex quinquefasciatus,225,9248,0
California,06,Riverside,065,2019,4,GRAV,Culex tarsalis,3,60,0
California,06,Riverside,065,2019,5,BGS,Culex quinquefasciatus,59,2060,0
California,06,Riverside,065,2019,5,BGS,Culex tarsalis,12,430,0
California,06,Riverside,065,2019,5,CO2,Culex quinquefasciatus,236,8838,7
California,06,Riverside,065,2019,5,CO2,Culex tarsalis,479,21136,12
California,06,Riverside,065,2019,5,GRAV,Culex quinquefasciatus,271,10278,23
California,06,Riverside,065,2019,5,GRAV,Culex tarsalis,6,90,0
California,06,Riverside,065,2019,6,BGS,Culex quinquefasciatus,88,2262,5
California,06,Riverside,065,2019,6,BGS,Culex tarsalis,8,148,1
California,06,Riverside,065,2019,6,CO2,Culex quinquefasciatus,234,8355,34
California,06,Riverside,065,2019,6,CO2,Culex tarsalis,391,17160,87
California,06,Riverside,065,2019,6,GRAV,Culex quinquefasciatus,302,11572,72
California,06,Riverside,065,2019,6,GRAV,Culex tarsalis,4,35,0
California,06,Riverside,065,2019,7,BGS,Culex quinquefasciatus,56,1040,13
California,06,Riverside,065,2019,7,BGS,Culex tarsalis,6,175,5
California,06,Riverside,065,2019,7,CO2,Culex quinquefasciatus,198,5773,39
California,06,Riverside,065,2019,7,CO2,Culex stigmatosoma,1,10,0
California,06,Riverside,065,2019,7,CO2,Culex tarsalis,215,8443,51
California,06,Riverside,065,2019,7,GRAV,Culex quinquefasciatus,271,7806,104
California,06,Riverside,065,2019,7,GRAV,Culex tarsalis,6,57,0
California,06,Riverside,065,2019,8,BGS,Culex quinquefasciatus,54,663,3
California,06,Riverside,065,2019,8,BGS,Culex tarsalis,12,201,0
California,06,Riverside,065,2019,8,CO2,Culex quinquefasciatus,88,2568,3
California,06,Riverside,065,2019,8,CO2,Culex tarsalis,223,8948,14
California,06,Riverside,065,2019,8,GRAV,Culex quinquefasciatus,155,2474,16
California,06,Riverside,065,2019,9,BGS,Culex quinquefasciatus,62,902,1
California,06,Riverside,065,2019,9,BGS,Culex tarsalis,9,94,0
California,06,Riverside,065,2019,9,CO2,Culex quinquefasciatus,77,2129,0
California,06,Riverside,065,2019,9,CO2,Culex tarsalis,333,13875,13
California,06,Riverside,065,2019,9,GRAV,Culex quinquefasciatus,133,2416,2
California,06,Riverside,065,2019,9,GRAV,Culex tarsalis,6,41,0
California,06,Riverside,065,2019,10,BGS,Culex quinquefasciatus,102,1886,1
California,06,Riverside,065,2019,10,BGS,Culex tarsalis,21,279,0
California,06,Riverside,065,2019,10,CO2,Culex quinquefasciatus,117,2986,0
California,06,Riverside,065,2019,10,CO2,Culex tarsalis,454,19560,4
California,06,Riverside,065,2019,10,GRAV,Culex quinquefasciatus,134,2946,0
California,06,Riverside,065,2019,10,GRAV,Culex tarsalis,2,13,0
California,06,Riverside,065,2019,11,BGS,Culex quinquefasciatus,8,146,0
California,06,Riverside,065,2019,11,BGS,Culex tarsalis,2,28,0
California,06,Riverside,065,2019,11,CO2,Culex quinquefasciatus,35,867,0
California,06,Riverside,065,2019,11,CO2,Culex tarsalis,71,2654,0
California,06,Riverside,065,2019,11,GRAV,Culex quinquefasciatus,38,688,0
California,06,Riverside,065,2019,11,GRAV,Culex tarsalis,1,5,0
California,06,Riverside,065,2019,12,CO2,Culex quinquefasciatus,10,160,0
California,06,Riverside,065,2019,12,CO2,Culex tarsalis,16,351,0
California,06,Riverside,065,2019,12,GRAV,Culex quinquefasciatus,1,8,0
California,06,Riverside,065,2020,1,CO2,Culex quinquefasciatus,7,85,0
California,06,Riverside,065,2020,1,CO2,Culex tarsalis,47,1980,0
California,06,Riverside,065,2020,1,GRAV,Culex quinquefasciatus,3,36,0
California,06,Riverside,065,2020,2,CO2,Culex quinquefasciatus,4,44,0
California,06,Riverside,065,2020,2,CO2,Culex tarsalis,23,719,0
California,06,Riverside,065,2020,2,GRAV,Culex quinquefasciatus,4,56,0
California,06,Riverside,065,2020,2,GRAV,Culex tarsalis,1,5,0
California,06,Riverside,065,2020,3,BGS,Culex quinquefasciatus,9,141,0
California,06,Riverside,065,2020,3,BGS,Culex tarsalis,6,192,0
California,06,Riverside,065,2020,3,CO2,Culex quinquefasciatus,33,637,0
California,06,Riverside,065,2020,3,CO2,Culex tarsalis,235,10795,0
California,06,Riverside,065,2020,3,GRAV,Culex quinquefasciatus,23,290,0
California,06,Riverside,065,2020,4,BGS,Culex quinquefasciatus,63,1361,0
California,06,Riverside,065,2020,4,BGS,Culex tarsalis,41,1786,0
California,06,Riverside,065,2020,4,CO2,Culex quinquefasciatus,123,3931,0
California,06,Riverside,065,2020,4,CO2,Culex tarsalis,439,19770,0
California,06,Riverside,065,2020,4,GRAV,Culex quinquefasciatus,180,6604,0
California,06,Riverside,065,2020,4,GRAV,Culex tarsalis,4,102,0
California,06,Riverside,065,2020,5,BGS,Culex quinquefasciatus,111,2816,0
California,06,Riverside,065,2020,5,BGS,Culex tarsalis,14,303,0
California,06,Riverside,065,2020,5,CO2,Culex quinquefasciatus,190,7414,1
California,06,Riverside,065,2020,5,CO2,Culex tarsalis,508,22164,0
California,06,Riverside,065,2020,5,GRAV,Culex quinquefasciatus,197,7467,1
California,06,Riverside,065,2020,5,GRAV,Culex tarsalis,5,51,0
California,06,Riverside,065,2020,6,BGS,Culex quinquefasciatus,50,1197,0
California,06,Riverside,065,2020,6,BGS,Culex tarsalis,1,4,0
California,06,Riverside,065,2020,6,CO2,Culex quinquefasciatus,132,4680,1
California,06,Riverside,065,2020,6,CO2,Culex tarsalis,232,8565,0
California,06,Riverside,065,2020,6,GRAV,Culex quinquefasciatus,146,4649,14
California,06,Riverside,065,2020,6,GRAV,Culex tarsalis,2,8,0
California,06,Riverside,065,2020,7,BGS,Culex quinquefasciatus,101,2333,1
California,06,Riverside,065,2020,7,BGS,Culex tarsalis,6,74,0
California,06,Riverside,065,2020,7,CO2,Culex quinquefasciatus,41,1379,0
California,06,Riverside,065,2020,7,CO2,Culex tarsalis,101,3197,6
California,06,Riverside,065,2020,7,GRAV,Culex quinquefasciatus,220,4368,11
California,06,Riverside,065,2020,7,GRAV,Culex tarsalis,2,16,0
California,06,Riverside,065,2020,8,BGS,Culex quinquefasciatus,61,1293,0
California,06,Riverside,065,2020,8,BGS,Culex tarsalis,5,38,0
California,06,Riverside,065,2020,8,CO2,Culex quinquefasciatus,18,588,0
California,06,Riverside,065,2020,8,CO2,Culex tarsalis,157,5153,14
California,06,Riverside,065,2020,8,GRAV,Culex quinquefasciatus,105,1666,0
California,06,Riverside,065,2020,8,GRAV,Culex tarsalis,2,19,0
California,06,Riverside,065,2020,9,BGS,Culex quinquefasciatus,83,1658,0
California,06,Riverside,065,2020,9,BGS,Culex tarsalis,2,14,0
California,06,Riverside,065,2020,9,CO2,Culex quinquefasciatus,26,1171,0
California,06,Riverside,065,2020,9,CO2,Culex tarsalis,290,12112,12
California,06,Riverside,065,2020,9,GRAV,Culex quinquefasciatus,91,1293,0
California,06,Riverside,065,2020,9,GRAV,Culex tarsalis,2,14,0
California,06,Riverside,065,2020,10,BGS,Culex quinquefasciatus,184,3590,0
California,06,Riverside,065,2020,10,BGS,Culex tarsalis,16,482,0
California,06,Riverside,065,2020,10,CO2,Culex quinquefasciatus,14,337,0
California,06,Riverside,065,2020,10,CO2,Culex tarsalis,349,15640,2
California,06,Riverside,065,2020,10,GRAV,Culex quinquefasciatus,118,1916,0
California,06,Riverside,065,2020,10,GRAV,Culex tarsalis,1,5,0
California,06,Riverside,065,2020,11,BGS,Culex quinquefasciatus,147,3526,0
California,06,Riverside,065,2020,11,BGS,Culex tarsalis,6,138,0
California,06,Riverside,065,2020,11,CO2,Culex quinquefasciatus,2,18,0
California,06,Riverside,065,2020,11,CO2,Culex tarsalis,100,3749,0
California,06,Riverside,065,2020,11,GRAV,Culex quinquefasciatus,69,973,0
California,06,Riverside,065,2020,12,BGS,Culex quinquefasciatus,10,111,0
California,06,Riverside,065,2020,12,BGS,Culex tarsalis,1,6,0
California,06,Riverside,065,2020,12,CO2,Culex quinquefasciatus,2,14,0
California,06,Riverside,065,2020,12,CO2,Culex tarsalis,30,978,0
California,06,Riverside,065,2020,12,GRAV,Culex quinquefasciatus,7,91,0
California,06,Riverside,065,2021,1,CO2,Culex tarsalis,41,1775,0
California,06,Riverside,065,2021,1,GRAV,Culex quinquefasciatus,1,7,0
California,06,Riverside,065,2021,2,BGS,Culex quinquefasciatus,2,24,0
California,06,Riverside,065,2021,2,BGS,Culex tarsalis,1,4,0
California,06,Riverside,065,2021,2,CO2,Culex quinquefasciatus,1,15,0
California,06,Riverside,065,2021,2,CO2,Culex tarsalis,29,1006,0
California,06,Riverside,065,2021,2,GRAV,Culex quinquefasciatus,5,66,0
California,06,Riverside,065,2021,3,BGS,Culex quinquefasciatus,39,685,0
California,06,Riverside,065,2021,3,BGS,Culex tarsalis,6,222,0
California,06,Riverside,065,2021,3,CO2,Culex quinquefasciatus,7,176,0
California,06,Riverside,065,2021,3,CO2,Culex tarsalis,293,13447,0
California,06,Riverside,065,2021,3,GRAV,Culex quinquefasciatus,34,342,0
California,06,Riverside,065,2021,4,BGS,Culex quinquefasciatus,118,2414,0
California,06,Riverside,065,2021,4,BGS,Culex tarsalis,15,221,0
California,06,Riverside,065,2021,4,CO2,Culex quinquefasciatus,34,1118,0
California,06,Riverside,065,2021,4,CO2,Culex tarsalis,305,13651,0
California,06,Riverside,065,2021,4,GRAV,Culex quinquefasciatus,71,1212,0
California,06,Riverside,065,2021,5,BGS,Culex quinquefasciatus,174,4487,0
California,06,Riverside,065,2021,5,BGS,Culex tarsalis,10,106,0
California,06,Riverside,065,2021,5,CO2,Culex quinquefasciatus,33,1132,0
California,06,Riverside,065,2021,5,CO2,Culex tarsalis,214,9041,0
California,06,Riverside,065,2021,5,GRAV,Culex quinquefasciatus,150,3661,0
California,06,Riverside,065,2021,6,BGS,Culex quinquefasciatus,200,5383,0
California,06,Riverside,065,2021,6,BGS,Culex tarsalis,3,26,0
California,06,Riverside,065,2021,6,CO2,Culex quinquefasciatus,41,1497,0
California,06,Riverside,065,2021,6,CO2,Culex tarsalis,278,11873,0
California,06,Riverside,065,2021,6,GRAV,Culex quinquefasciatus,202,6192,0
California,06,Riverside,065,2021,7,BGS,Culex quinquefasciatus,115,2446,0
California,06,Riverside,065,2021,7,BGS,Culex tarsalis,8,192,0
California,06,Riverside,065,2021,7,CO2,Culex quinquefasciatus,33,1147,0
California,06,Riverside,065,2021,7,CO2,Culex tarsalis,153,5838,12
California,06,Riverside,065,2021,7,GRAV,Culex quinquefasciatus,152,2962,1
California,06,Riverside,065,2021,7,GRAV,Culex tarsalis,2,19,0
California,06,Riverside,065,2021,8,BGS,Culex quinquefasciatus,207,5896,0
California,06,Riverside,065,2021,8,BGS,Culex tarsalis,9,86,1
California,06,Riverside,065,2021,8,CO2,Culex quinquefasciatus,36,1511,0
California,06,Riverside,065,2021,8,CO2,Culex tarsalis,229,8335,66
California,06,Riverside,065,2021,8,GRAV,Culex quinquefasciatus,166,3904,0
California,06,Riverside,065,2021,8,GRAV,Culex tarsalis,4,30,0
California,06,Riverside,065,2021,9,BGS,Culex quinquefasciatus,224,5287,0
California,06,Riverside,065,2021,9,BGS,Culex tarsalis,7,74,0
California,06,Riverside,065,2021,9,CO2,Culex quinquefasciatus,37,1457,0
California,06,Riverside,065,2021,9,CO2,Culex tarsalis,474,21660,27
California,06,Riverside,065,2021,9,GRAV,Culex quinquefasciatus,163,2999,0
California,06,Riverside,065,2021,9,GRAV,Culex tarsalis,3,22,0
California,06,Riverside,065,2021,10,BGS,Culex quinquefasciatus,297,7485,0
California,06,Riverside,065,2021,10,BGS,Culex tarsalis,13,177,0
California,06,Riverside,065,2021,10,CO2,Culex quinquefasciatus,13,344,0
California,06,Riverside,065,2021,10,CO2,Culex tarsalis,377,16751,1
California,06,Riverside,065,2021,10,GRAV,Culex quinquefasciatus,122,2190,0
