DateTime, Centers for Disease Control and Prevention[en]
2011-10-06, 1040
2011-10-07, 1157
2011-10-08, 618
2011-10-09, 1004
2011-10-10, 1358
2011-10-11, 1536
2011-10-12, 1586
2011-10-13, 1560
2011-10-14, 1355
2011-10-15, 995
2011-10-16, 1495
2011-10-17, 4707
2011-10-18, 2335
2011-10-19, 1864
2011-10-20, 1746
2011-10-21, 1650
2011-10-22, 1268
2011-10-23, 1433
2011-10-24, 2077
2011-10-25, 1787
2011-10-26, 1924
2011-10-27, 1668
2011-10-28, 1492
2011-10-29, 1210
2011-10-30, 1409
2011-10-31, 1873
2011-11-01, 1623
2011-11-02, 1722
2011-11-03, 1604
2011-11-04, 1362
2011-11-05, 1046
2011-11-06, 1164
2011-11-07, 1601
2011-11-08, 1485
2011-11-09, 1333
2011-11-10, 1337
2011-11-11, 1109
2011-11-12, 1014
2011-11-13, 1282
2011-11-14, 1711
2011-11-15, 1352
2011-11-16, 1453
2011-11-17, 1329
2011-11-18, 1225
2011-11-19, 869
2011-11-20, 996
2011-11-21, 1580
2011-11-22, 1455
2011-11-23, 1149
2011-11-24, 902
2011-11-25, 842
2011-11-26, 1023
2011-11-27, 1052
2011-11-28, 1607
2011-11-29, 1716
2011-11-30, 1473
2011-12-01, 1472
2011-12-02, 1215
2011-12-03, 933
2011-12-04, 1009
2011-12-05, 1411
2011-12-06, 1412
2011-12-07, 1458
2011-12-08, 1332
2011-12-09, 1281
2011-12-10, 747
2011-12-11, 946
2011-12-12, 1426
2011-12-13, 1410
2011-12-14, 1237
2011-12-15, 1230
2011-12-16, 987
2011-12-17, 809
2011-12-18, 804
2011-12-19, 1068
2011-12-20, 963
2011-12-21, 948
2011-12-22, 947
2011-12-23, 30
2011-12-24, 0
2011-12-25, 0
2011-12-26, 239
2011-12-27, 818
2011-12-28, 791
2011-12-29, 745
2011-12-30, 777
2011-12-31, 893
2012-01-01, 750
2012-01-02, 883
2012-01-03, 1079
2012-01-04, 1154
2012-01-05, 1246
2012-01-06, 1011
2012-01-07, 938
2012-01-08, 1101
2012-01-09, 1264
2012-01-10, 1210
2012-01-11, 1173
2012-01-12, 1222
2012-01-13, 1079
2012-01-14, 1310
2012-01-15, 1073
2012-01-16, 1197
2012-01-17, 1268
2012-01-18, 857
2012-01-19, 1086
2012-01-20, 1002
2012-01-21, 851
2012-01-22, 947
2012-01-23, 1295
2012-01-24, 1178
2012-01-25, 1278
2012-01-26, 1385
2012-01-27, 1008
2012-01-28, 845
2012-01-29, 1003
2012-01-30, 1330
2012-01-31, 1241
2012-02-01, 1335
2012-02-02, 1188
2012-02-03, 1130
2012-02-04, 865
2012-02-05, 1040
2012-02-06, 1156
2012-02-07, 1280
2012-02-08, 1360
2012-02-09, 1246
2012-02-10, 1002
2012-02-11, 986
2012-02-12, 1471
2012-02-13, 1529
2012-02-14, 1349
2012-02-15, 1182
2012-02-16, 1249
2012-02-17, 1097
2012-02-18, 1535
2012-02-19, 1289
2012-02-20, 1420
2012-02-21, 1368
2012-02-22, 1364
2012-02-23, 1298
2012-02-24, 1214
2012-02-25, 946
2012-02-26, 1004
2012-02-27, 1345
2012-02-28, 1427
2012-02-29, 1526
2012-03-01, 1274
2012-03-02, 1206
2012-03-03, 907
2012-03-04, 1034
2012-03-05, 1404
2012-03-06, 1421
2012-03-07, 1285
2012-03-08, 1233
2012-03-09, 1153
2012-03-10, 782
2012-03-11, 851
2012-03-12, 1326
2012-03-13, 1281
2012-03-14, 1264
2012-03-15, 1291
2012-03-16, 1075
2012-03-17, 863
2012-03-18, 992
2012-03-19, 1788
2012-03-20, 1628
2012-03-21, 1387
2012-03-22, 1240
2012-03-23, 1034
2012-03-24, 970
2012-03-25, 1047
2012-03-26, 1422
2012-03-27, 1365
2012-03-28, 1347
2012-03-29, 1207
2012-03-30, 1113
2012-03-31, 803
2012-04-01, 955
2012-04-02, 1213
2012-04-03, 1354
2012-04-04, 1309
2012-04-05, 1237
2012-04-06, 994
2012-04-07, 878
2012-04-08, 937
2012-04-09, 1261
2012-04-10, 1310
2012-04-11, 1180
2012-04-12, 1136
2012-04-13, 1044
2012-04-14, 834
2012-04-15, 960
2012-04-16, 1303
2012-04-17, 1406
2012-04-18, 1360
2012-04-19, 1116
2012-04-20, 1257
2012-04-21, 929
2012-04-22, 1033
2012-04-23, 1365
2012-04-24, 1378
2012-04-25, 1281
2012-04-26, 1255
2012-04-27, 1149
2012-04-28, 859
2012-04-29, 974
2012-04-30, 1167
2012-05-01, 1302
2012-05-02, 1324
2012-05-03, 1249
2012-05-04, 1161
2012-05-05, 777
2012-05-06, 924
2012-05-07, 1206
2012-05-08, 1160
2012-05-09, 1264
2012-05-10, 1133
2012-05-11, 847
2012-05-12, 726
2012-05-13, 837
2012-05-14, 1284
2012-05-15, 1198
2012-05-16, 1156
2012-05-17, 1161
2012-05-18, 924
2012-05-19, 821
2012-05-20, 835
2012-05-21, 1194
2012-05-22, 1196
2012-05-23, 1266
2012-05-24, 1045
2012-05-25, 928
2012-05-26, 710
2012-05-27, 809
2012-05-28, 967
2012-05-29, 1206
2012-05-30, 1244
2012-05-31, 1540
2012-06-01, 1176
2012-06-02, 1024
2012-06-03, 1010
2012-06-04, 1396
2012-06-05, 1323
2012-06-06, 1294
2012-06-07, 1276
2012-06-08, 1140
2012-06-09, 781
2012-06-10, 754
2012-06-11, 1188
2012-06-12, 1140
2012-06-13, 1043
2012-06-14, 1120
2012-06-15, 966
2012-06-16, 700
2012-06-17, 772
2012-06-18, 1063
2012-06-19, 1052
2012-06-20, 1054
2012-06-21, 1106
2012-06-22, 1413
2012-06-23, 934
2012-06-24, 904
2012-06-25, 1150
2012-06-26, 1103
2012-06-27, 1060
2012-06-28, 991
2012-06-29, 891
2012-06-30, 643
2012-07-01, 752
2012-07-02, 926
2012-07-03, 950
2012-07-04, 768
2012-07-05, 864
2012-07-06, 880
2012-07-07, 1120
2012-07-08, 1035
2012-07-09, 1271
2012-07-10, 1115
2012-07-11, 1120
2012-07-12, 1059
2012-07-13, 814
2012-07-14, 758
2012-07-15, 796
2012-07-16, 1037
2012-07-17, 996
2012-07-18, 1015
2012-07-19, 930
2012-07-20, 909
2012-07-21, 647
2012-07-22, 1129
2012-07-23, 1122
2012-07-24, 998
2012-07-25, 1049
2012-07-26, 983
2012-07-27, 937
2012-07-28, 776
2012-07-29, 960
2012-07-30, 1136
2012-07-31, 1074
2012-08-01, 999
2012-08-02, 968
2012-08-03, 913
2012-08-04, 736
2012-08-05, 760
2012-08-06, 968
2012-08-07, 1051
2012-08-08, 964
2012-08-09, 1040
2012-08-10, 861
2012-08-11, 678
2012-08-12, 758
2012-08-13, 965
2012-08-14, 935
2012-08-15, 979
2012-08-16, 930
2012-08-17, 956
2012-08-18, 688
2012-08-19, 865
2012-08-20, 975
2012-08-21, 1034
2012-08-22, 1077
2012-08-23, 1069
2012-08-24, 925
2012-08-25, 693
2012-08-26, 765
2012-08-27, 998
2012-08-28, 1220
2012-08-29, 1218
2012-08-30, 1117
2012-08-31, 975
2012-09-01, 777
2012-09-02, 832
2012-09-03, 990
2012-09-04, 1121
2012-09-05, 1358
2012-09-06, 1226
2012-09-07, 1083
2012-09-08, 783
2012-09-09, 937
2012-09-10, 1233
2012-09-11, 1239
2012-09-12, 1180
2012-09-13, 1267
2012-09-14, 1056
2012-09-15, 688
2012-09-16, 1013
2012-09-17, 1102
2012-09-18, 1261
2012-09-19, 1285
2012-09-20, 1144
2012-09-21, 1088
2012-09-22, 836
2012-09-23, 909
2012-09-24, 1333
2012-09-25, 1202
2012-09-26, 1152
2012-09-27, 1144
2012-09-28, 1079
2012-09-29, 789
2012-09-30, 955
2012-10-01, 1261
2012-10-02, 1334
2012-10-03, 1292
2012-10-04, 1051
2012-10-05, 1228
2012-10-06, 913
2012-10-07, 1024
2012-10-08, 1391
2012-10-09, 1385
2012-10-10, 1389
2012-10-11, 1304
2012-10-12, 1113
2012-10-13, 1253
2012-10-14, 1592
2012-10-15, 1976
2012-10-16, 1736
2012-10-17, 1557
2012-10-18, 1471
2012-10-19, 1242
2012-10-20, 1026
2012-10-21, 1195
2012-10-22, 1705
2012-10-23, 1531
2012-10-24, 1604
2012-10-25, 1472
2012-10-26, 1170
2012-10-27, 952
2012-10-28, 1143
2012-10-29, 1602
2012-10-30, 1339
2012-10-31, 1397
2012-11-01, 1264
2012-11-02, 1203
2012-11-03, 882
2012-11-04, 1092
2012-11-05, 1393
2012-11-06, 1397
2012-11-07, 1169
2012-11-08, 1315
2012-11-09, 1104
2012-11-10, 975
2012-11-11, 1096
2012-11-12, 1481
2012-11-13, 1613
2012-11-14, 1596
2012-11-15, 1392
2012-11-16, 1214
2012-11-17, 957
2012-11-18, 1156
2012-11-19, 1638
2012-11-20, 1412
2012-11-21, 1354
2012-11-22, 957
2012-11-23, 1043
2012-11-24, 992
2012-11-25, 1190
2012-11-26, 1590
2012-11-27, 1461
2012-11-28, 1491
2012-11-29, 1416
2012-11-30, 1299
2012-12-01, 1036
2012-12-02, 1161
2012-12-03, 1565
2012-12-04, 1630
2012-12-05, 1639
2012-12-06, 1412
2012-12-07, 1396
2012-12-08, 889
2012-12-09, 1107
2012-12-10, 1417
2012-12-11, 1353
2012-12-12, 1333
2012-12-13, 1137
2012-12-14, 1002
2012-12-15, 879
2012-12-16, 960
2012-12-17, 1184
2012-12-18, 1096
2012-12-19, 1032
2012-12-20, 705
2012-12-21, 918
2012-12-22, 759
2012-12-23, 717
2012-12-24, 785
2012-12-25, 718
2012-12-26, 956
2012-12-27, 844
2012-12-28, 925
2012-12-29, 808
2012-12-30, 892
2012-12-31, 742
2013-01-01, 726
2013-01-02, 1047
2013-01-03, 982
2013-01-04, 1116
2013-01-05, 847
2013-01-06, 918
2013-01-07, 1182
2013-01-08, 1174
2013-01-09, 1402
2013-01-10, 1485
2013-01-11, 1503
2013-01-12, 1206
2013-01-13, 1167
2013-01-14, 1467
2013-01-15, 1415
2013-01-16, 1752
2013-01-17, 1694
2013-01-18, 1357
2013-01-19, 1051
2013-01-20, 991
2013-01-21, 1120
2013-01-22, 1327
2013-01-23, 1388
2013-01-24, 1256
2013-01-25, 1172
2013-01-26, 892
2013-01-27, 1032
2013-01-28, 1387
2013-01-29, 1292
2013-01-30, 1394
2013-01-31, 1193
2013-02-01, 1179
2013-02-02, 870
2013-02-03, 1009
2013-02-04, 1700
2013-02-05, 1434
2013-02-06, 1406
2013-02-07, 1363
2013-02-08, 1222
2013-02-09, 1016
2013-02-10, 1278
2013-02-11, 1628
2013-02-12, 1446
2013-02-13, 1593
2013-02-14, 1262
2013-02-15, 1230
2013-02-16, 1003
2013-02-17, 1289
2013-02-18, 1408
2013-02-19, 1563
2013-02-20, 1498
2013-02-21, 1356
2013-02-22, 1267
2013-02-23, 931
2013-02-24, 1169
2013-02-25, 1501
2013-02-26, 1488
2013-02-27, 1363
2013-02-28, 1413
2013-03-01, 1263
2013-03-02, 1035
2013-03-03, 1176
2013-03-04, 1712
2013-03-05, 1417
2013-03-06, 1554
2013-03-07, 1459
2013-03-08, 1372
2013-03-09, 1010
2013-03-10, 1066
2013-03-11, 1603
2013-03-12, 1393
2013-03-13, 1354
2013-03-14, 1362
2013-03-15, 1415
2013-03-16, 1054
2013-03-17, 1135
2013-03-18, 1447
2013-03-19, 1307
2013-03-20, 1369
2013-03-21, 1441
2013-03-22, 1207
2013-03-23, 963
2013-03-24, 1084
2013-03-25, 1547
2013-03-26, 1665
2013-03-27, 1605
2013-03-28, 1320
2013-03-29, 1168
2013-03-30, 945
2013-03-31, 1016
2013-04-01, 1449
2013-04-02, 1470
2013-04-03, 1411
2013-04-04, 1403
2013-04-05, 1287
2013-04-06, 1274
2013-04-07, 1133
2013-04-08, 1325
2013-04-09, 1401
2013-04-10, 1251
2013-04-11, 1236
2013-04-12, 1269
2013-04-13, 970
2013-04-14, 1172
2013-04-15, 1466
2013-04-16, 1546
2013-04-17, 1317
2013-04-18, 1299
2013-04-19, 1177
2013-04-20, 821
2013-04-21, 942
2013-04-22, 1322
2013-04-23, 1430
2013-04-24, 1318
2013-04-25, 1320
2013-04-26, 1311
2013-04-27, 913
2013-04-28, 980
2013-04-29, 1455
2013-04-30, 1367
2013-05-01, 1219
2013-05-02, 1179
2013-05-03, 1076
2013-05-04, 868
2013-05-05, 914
2013-05-06, 1247
2013-05-07, 1161
2013-05-08, 1080
2013-05-09, 1204
2013-05-10, 1054
2013-05-11, 817
2013-05-12, 857
2013-05-13, 1240
2013-05-14, 1213
2013-05-15, 1235
2013-05-16, 1397
2013-05-17, 1014
2013-05-18, 736
2013-05-19, 753
2013-05-20, 1104
2013-05-21, 1188
2013-05-22, 1224
2013-05-23, 1267
2013-05-24, 886
2013-05-25, 636
2013-05-26, 726
2013-05-27, 859
2013-05-28, 1041
2013-05-29, 1204
2013-05-30, 1103
2013-05-31, 987
2013-06-01, 747
2013-06-02, 827
2013-06-03, 1198
2013-06-04, 1037
2013-06-05, 1024
2013-06-06, 909
2013-06-07, 827
2013-06-08, 673
2013-06-09, 686
2013-06-10, 918
2013-06-11, 994
2013-06-12, 959
2013-06-13, 932
2013-06-14, 789
2013-06-15, 675
2013-06-16, 707
2013-06-17, 939
2013-06-18, 1038
2013-06-19, 977
2013-06-20, 887
2013-06-21, 871
2013-06-22, 739
2013-06-23, 747
2013-06-24, 1038
2013-06-25, 1033
2013-06-26, 954
2013-06-27, 963
2013-06-28, 738
2013-06-29, 767
2013-06-30, 691
2013-07-01, 965
2013-07-02, 1261
2013-07-03, 864
2013-07-04, 905
2013-07-05, 843
2013-07-06, 741
2013-07-07, 786
2013-07-08, 997
2013-07-09, 891
2013-07-10, 861
2013-07-11, 915
2013-07-12, 854
2013-07-13, 668
2013-07-14, 659
2013-07-15, 905
2013-07-16, 1006
2013-07-17, 1162
2013-07-18, 1233
2013-07-19, 737
2013-07-20, 696
2013-07-21, 689
2013-07-22, 834
2013-07-23, 610
2013-07-24, 367
2013-07-25, 874
2013-07-26, 741
2013-07-27, 724
2013-07-28, 719
2013-07-29, 866
2013-07-30, 822
2013-07-31, 827
2013-08-01, 740
2013-08-02, 741
2013-08-03, 549
2013-08-04, 552
2013-08-05, 759
2013-08-06, 732
2013-08-07, 767
2013-08-08, 710
2013-08-09, 688
2013-08-10, 597
2013-08-11, 628
2013-08-12, 754
2013-08-13, 864
2013-08-14, 802
2013-08-15, 776
2013-08-16, 736
2013-08-17, 509
2013-08-18, 636
2013-08-19, 768
2013-08-20, 751
2013-08-21, 819
2013-08-22, 785
2013-08-23, 662
2013-08-24, 504
2013-08-25, 637
2013-08-26, 827
2013-08-27, 900
2013-08-28, 835
2013-08-29, 900
2013-08-30, 751
2013-08-31, 525
2013-09-01, 606
2013-09-02, 701
2013-09-03, 943
2013-09-04, 849
2013-09-05, 890
2013-09-06, 897
2013-09-07, 623
2013-09-08, 845
2013-09-09, 1027
2013-09-10, 1054
2013-09-11, 1016
2013-09-12, 948
2013-09-13, 957
2013-09-14, 725
2013-09-15, 686
2013-09-16, 1043
2013-09-17, 1077
2013-09-18, 1132
2013-09-19, 919
2013-09-20, 875
2013-09-21, 699
2013-09-22, 747
2013-09-23, 1043
2013-09-24, 1048
2013-09-25, 1007
2013-09-26, 962
2013-09-27, 928
2013-09-28, 702
2013-09-29, 808
2013-09-30, 1046
2013-10-01, 1242
2013-10-02, 1354
2013-10-03, 1279
2013-10-04, 971
2013-10-05, 708
2013-10-06, 835
2013-10-07, 1088
2013-10-08, 1123
2013-10-09, 1223
2013-10-10, 1151
2013-10-11, 990
2013-10-12, 783
2013-10-13, 889
2013-10-14, 1262
2013-10-15, 1189
2013-10-16, 1138
2013-10-17, 1101
2013-10-18, 1006
2013-10-19, 818
2013-10-20, 845
2013-10-21, 1319
2013-10-22, 1179
2013-10-23, 1177
2013-10-24, 1027
2013-10-25, 1001
2013-10-26, 1306
2013-10-27, 777
2013-10-28, 1150
2013-10-29, 1147
2013-10-30, 1041
2013-10-31, 990
2013-11-01, 871
2013-11-02, 715
2013-11-03, 737
2013-11-04, 1100
2013-11-05, 1121
2013-11-06, 1123
2013-11-07, 1011
2013-11-08, 973
2013-11-09, 701
2013-11-10, 847
2013-11-11, 1083
2013-11-12, 1127
2013-11-13, 1122
2013-11-14, 1129
2013-11-15, 1011
2013-11-16, 742
2013-11-17, 858
2013-11-18, 1227
2013-11-19, 1158
2013-11-20, 1117
2013-11-21, 1109
2013-11-22, 986
2013-11-23, 760
2013-11-24, 752
2013-11-25, 1171
2013-11-26, 962
2013-11-27, 759
2013-11-28, 634
2013-11-29, 597
2013-11-30, 704
2013-12-01, 792
2013-12-02, 1226
2013-12-03, 1195
2013-12-04, 1277
2013-12-05, 1199
2013-12-06, 977
2013-12-07, 717
2013-12-08, 855
2013-12-09, 1259
2013-12-10, 1073
2013-12-11, 1110
2013-12-12, 1022
2013-12-13, 878
2013-12-14, 631
2013-12-15, 681
2013-12-16, 996
2013-12-17, 936
2013-12-18, 953
2013-12-19, 857
2013-12-20, 796
2013-12-21, 550
2013-12-22, 560
2013-12-23, 596
2013-12-24, 562
2013-12-25, 371
2013-12-26, 500
2013-12-27, 601
2013-12-28, 600
2013-12-29, 562
2013-12-30, 715
2013-12-31, 829
2014-01-01, 572
2014-01-02, 751
2014-01-03, 771
2014-01-04, 704
2014-01-05, 140
2014-01-06, 318
2014-01-07, 938
2014-01-08, 1050
2014-01-09, 1074
2014-01-10, 979
2014-01-11, 1178
2014-01-12, 1053
2014-01-13, 1276
2014-01-14, 1182
2014-01-15, 1175
2014-01-16, 1085
2014-01-17, 974
2014-01-18, 929
2014-01-19, 920
2014-01-20, 1108
2014-01-21, 1151
2014-01-22, 1169
2014-01-23, 1141
2014-01-24, 1084
2014-01-25, 793
2014-01-26, 1096
2014-01-27, 1262
2014-01-28, 1192
2014-01-29, 1362
2014-01-30, 1201
2014-01-31, 1038
2014-02-01, 825
2014-02-02, 1183
2014-02-03, 1197
2014-02-04, 1228
2014-02-05, 1140
2014-02-06, 1204
2014-02-07, 1138
2014-02-08, 853
2014-02-09, 1037
2014-02-10, 1387
2014-02-11, 1425
2014-02-12, 1171
2014-02-13, 1070
2014-02-14, 946
2014-02-15, 728
2014-02-16, 884
2014-02-17, 1192
2014-02-18, 1240
2014-02-19, 1131
2014-02-20, 1157
2014-02-21, 1055
2014-02-22, 788
2014-02-23, 891
2014-02-24, 1383
2014-02-25, 1359
2014-02-26, 1377
2014-02-27, 1222
2014-02-28, 1025
2014-03-01, 851
2014-03-02, 921
2014-03-03, 1214
2014-03-04, 1242
2014-03-05, 1275
2014-03-06, 1296
2014-03-07, 1054
2014-03-08, 760
2014-03-09, 936
2014-03-10, 1374
2014-03-11, 1290
2014-03-12, 1177
2014-03-13, 1173
2014-03-14, 1126
2014-03-15, 768
2014-03-16, 967
2014-03-17, 1268
2014-03-18, 1206
2014-03-19, 1140
2014-03-20, 1128
2014-03-21, 1021
2014-03-22, 777
2014-03-23, 1088
2014-03-24, 1763
2014-03-25, 1762
2014-03-26, 1656
2014-03-27, 1342
2014-03-28, 1173
2014-03-29, 859
2014-03-30, 1039
2014-03-31, 1644
2014-04-01, 1655
2014-04-02, 1483
2014-04-03, 1282
2014-04-04, 1239
2014-04-05, 1009
2014-04-06, 1015
2014-04-07, 1605
2014-04-08, 1287
2014-04-09, 1417
2014-04-10, 1261
2014-04-11, 1034
2014-04-12, 789
2014-04-13, 840
2014-04-14, 1298
2014-04-15, 1325
2014-04-16, 1179
2014-04-17, 1098
2014-04-18, 885
2014-04-19, 831
2014-04-20, 789
2014-04-21, 1068
2014-04-22, 1260
2014-04-23, 1204
2014-04-24, 1156
2014-04-25, 991
2014-04-26, 737
2014-04-27, 901
2014-04-28, 1393
2014-04-29, 1367
2014-04-30, 1160
2014-05-01, 1245
2014-05-02, 1322
2014-05-03, 975
2014-05-04, 952
2014-05-05, 1284
2014-05-06, 1324
2014-05-07, 1170
2014-05-08, 1044
2014-05-09, 913
2014-05-10, 727
2014-05-11, 753
2014-05-12, 1152
2014-05-13, 1110
2014-05-14, 1220
2014-05-15, 1079
2014-05-16, 926
2014-05-17, 649
2014-05-18, 838
2014-05-19, 1019
2014-05-20, 1016
2014-05-21, 1073
2014-05-22, 969
2014-05-23, 926
2014-05-24, 616
2014-05-25, 694
2014-05-26, 810
2014-05-27, 913
2014-05-28, 963
2014-05-29, 986
2014-05-30, 835
2014-05-31, 593
2014-06-01, 717
2014-06-02, 928
2014-06-03, 984
2014-06-04, 897
2014-06-05, 908
2014-06-06, 869
2014-06-07, 643
2014-06-08, 733
2014-06-09, 863
2014-06-10, 871
2014-06-11, 876
2014-06-12, 893
2014-06-13, 833
2014-06-14, 615
2014-06-15, 661
2014-06-16, 816
2014-06-17, 906
2014-06-18, 806
2014-06-19, 1101
2014-06-20, 1435
2014-06-21, 790
2014-06-22, 657
2014-06-23, 1083
2014-06-24, 956
2014-06-25, 890
2014-06-26, 850
2014-06-27, 722
2014-06-28, 506
2014-06-29, 575
2014-06-30, 1014
2014-07-01, 847
2014-07-02, 1070
2014-07-03, 1021
2014-07-04, 691
2014-07-05, 634
2014-07-06, 651
2014-07-07, 885
2014-07-08, 1340
2014-07-09, 1444
2014-07-10, 1017
2014-07-11, 1119
2014-07-12, 1005
2014-07-13, 731
2014-07-14, 1250
2014-07-15, 1175
2014-07-16, 1207
2014-07-17, 1186
2014-07-18, 899
2014-07-19, 756
2014-07-20, 837
2014-07-21, 1180
2014-07-22, 1080
2014-07-23, 959
2014-07-24, 926
2014-07-25, 797
2014-07-26, 645
2014-07-27, 895
2014-07-28, 1427
2014-07-29, 1331
2014-07-30, 1513
2014-07-31, 1698
2014-08-01, 3308
2014-08-02, 2831
2014-08-03, 2530
2014-08-04, 2702
2014-08-05, 2946
2014-08-06, 2199
2014-08-07, 2240
2014-08-08, 2014
2014-08-09, 1217
2014-08-10, 1147
2014-08-11, 1549
2014-08-12, 1508
2014-08-13, 1275
2014-08-14, 1122
2014-08-15, 1107
2014-08-16, 852
2014-08-17, 959
2014-08-18, 1302
2014-08-19, 1211
2014-08-20, 1154
2014-08-21, 1157
2014-08-22, 1017
2014-08-23, 775
2014-08-24, 738
2014-08-25, 1083
2014-08-26, 1042
2014-08-27, 972
2014-08-28, 917
2014-08-29, 1064
2014-08-30, 786
2014-08-31, 804
2014-09-01, 898
2014-09-02, 1183
2014-09-03, 1234
2014-09-04, 1195
2014-09-05, 1131
2014-09-06, 891
2014-09-07, 968
2014-09-08, 1333
2014-09-09, 1259
2014-09-10, 1294
2014-09-11, 1235
2014-09-12, 1014
2014-09-13, 794
2014-09-14, 1037
2014-09-15, 1299
2014-09-16, 1705
2014-09-17, 1465
2014-09-18, 1271
2014-09-19, 1347
2014-09-20, 997
2014-09-21, 1018
2014-09-22, 1262
2014-09-23, 1344
2014-09-24, 1354
2014-09-25, 1157
2014-09-26, 1086
2014-09-27, 785
2014-09-28, 969
2014-09-29, 1377
2014-09-30, 2288
2014-10-01, 3303
2014-10-02, 2741
2014-10-03, 2394
2014-10-04, 1761
2014-10-05, 2008
2014-10-06, 2761
2014-10-07, 2640
2014-10-08, 2993
2014-10-09, 3075
2014-10-10, 2400
2014-10-11, 1430
2014-10-12, 2470
2014-10-13, 4600
2014-10-14, 4489
2014-10-15, 6929
2014-10-16, 8462
2014-10-17, 5310
2014-10-18, 2686
2014-10-19, 2206
2014-10-20, 3008
2014-10-21, 2727
2014-10-22, 2144
2014-10-23, 1831
2014-10-24, 2011
2014-10-25, 1344
2014-10-26, 1287
2014-10-27, 1790
2014-10-28, 1946
2014-10-29, 1715
2014-10-30, 1552
2014-10-31, 1214
2014-11-01, 916
2014-11-02, 942
2014-11-03, 1448
2014-11-04, 1433
2014-11-05, 1264
2014-11-06, 1280
2014-11-07, 1096
2014-11-08, 750
2014-11-09, 921
2014-11-10, 1344
2014-11-11, 1346
2014-11-12, 1308
2014-11-13, 1207
2014-11-14, 1333
2014-11-15, 1572
2014-11-16, 1095
2014-11-17, 1432
2014-11-18, 1258
2014-11-19, 1100
2014-11-20, 992
2014-11-21, 918
2014-11-22, 670
2014-11-23, 780
2014-11-24, 1134
2014-11-25, 977
2014-11-26, 858
2014-11-27, 738
2014-11-28, 686
2014-11-29, 640
2014-11-30, 789
2014-12-01, 1205
2014-12-02, 1202
2014-12-03, 1256
2014-12-04, 1161
2014-12-05, 942
2014-12-06, 661
2014-12-07, 744
2014-12-08, 1036
2014-12-09, 1073
2014-12-10, 1029
2014-12-11, 1027
2014-12-12, 849
2014-12-13, 614
2014-12-14, 655
2014-12-15, 896
2014-12-16, 1130
2014-12-17, 783
2014-12-18, 802
2014-12-19, 624
2014-12-20, 516
2014-12-21, 481
2014-12-22, 630
2014-12-23, 632
2014-12-24, 559
2014-12-25, 640
2014-12-26, 611
2014-12-27, 448
2014-12-28, 498
2014-12-29, 567
2014-12-30, 653
2014-12-31, 593
2015-01-01, 459
2015-01-02, 494
2015-01-03, 610
2015-01-04, 514
2015-01-05, 686
2015-01-06, 953
2015-01-07, 880
2015-01-08, 943
2015-01-09, 702
2015-01-10, 574
2015-01-11, 527
2015-01-12, 777
2015-01-13, 812
2015-01-14, 870
2015-01-15, 781
2015-01-16, 785
2015-01-17, 532
2015-01-18, 646
2015-01-19, 786
2015-01-20, 852
2015-01-21, 856
2015-01-22, 960
2015-01-23, 915
2015-01-24, 656
2015-01-25, 742
2015-01-26, 966
2015-01-27, 923
2015-01-28, 964
2015-01-29, 955
2015-01-30, 790
2015-01-31, 720
2015-02-01, 920
2015-02-02, 1142
2015-02-03, 1126
2015-02-04, 1255
2015-02-05, 1037
2015-02-06, 1016
2015-02-07, 718
2015-02-08, 868
2015-02-09, 1351
2015-02-10, 1155
2015-02-11, 970
2015-02-12, 1073
2015-02-13, 903
2015-02-14, 555
2015-02-15, 750
2015-02-16, 885
2015-02-17, 884
2015-02-18, 951
2015-02-19, 1023
2015-02-20, 855
2015-02-21, 701
2015-02-22, 729
2015-02-23, 1050
2015-02-24, 977
2015-02-25, 1131
2015-02-26, 981
2015-02-27, 896
2015-02-28, 665
2015-03-01, 793
2015-03-02, 1142
2015-03-03, 1016
2015-03-04, 1092
2015-03-05, 917
2015-03-06, 827
2015-03-07, 585
2015-03-08, 889
2015-03-09, 972
2015-03-10, 988
2015-03-11, 950
2015-03-12, 953
2015-03-13, 791
2015-03-14, 690
2015-03-15, 705
2015-03-16, 1032
2015-03-17, 978
2015-03-18, 896
2015-03-19, 881
2015-03-20, 823
2015-03-21, 692
2015-03-22, 742
2015-03-23, 978
2015-03-24, 1003
2015-03-25, 1016
2015-03-26, 1001
2015-03-27, 759
2015-03-28, 891
2015-03-29, 724
2015-03-30, 1017
2015-03-31, 1141
2015-04-01, 1134
2015-04-02, 942
2015-04-03, 814
2015-04-04, 693
2015-04-05, 768
2015-04-06, 1021
2015-04-07, 1177
2015-04-08, 1163
2015-04-09, 958
2015-04-10, 796
2015-04-11, 636
2015-04-12, 869
2015-04-13, 1468
2015-04-14, 1302
2015-04-15, 1011
2015-04-16, 967
2015-04-17, 921
2015-04-18, 638
2015-04-19, 742
2015-04-20, 1034
2015-04-21, 965
2015-04-22, 1087
2015-04-23, 965
2015-04-24, 916
2015-04-25, 641
2015-04-26, 738
2015-04-27, 933
2015-04-28, 901
2015-04-29, 1120
2015-04-30, 972
2015-05-01, 746
2015-05-02, 546
2015-05-03, 717
2015-05-04, 1014
2015-05-05, 919
2015-05-06, 862
2015-05-07, 792
2015-05-08, 800
2015-05-09, 547
2015-05-10, 609
2015-05-11, 1048
2015-05-12, 964
2015-05-13, 865
2015-05-14, 803
2015-05-15, 787
2015-05-16, 532
2015-05-17, 605
2015-05-18, 990
2015-05-19, 846
