year,month,statefp,countyfp,rate/trap_night
2009,4,6,29,10.014988403391532
2009,4,6,31,0.0714285714285714
2009,4,6,37,98.66537251945854
2009,4,6,41,5.63076923076923
2009,4,6,61,13.75520393811533
2009,4,6,65,111.2808709871383
2009,4,6,67,12.733740044232778
2009,4,6,71,22.016000000000002
2009,4,6,77,0.5428571428571428
2009,4,6,83,1.320754716981132
2009,4,6,85,23.857142857142858
2009,4,6,89,0.1988795518207282
2009,4,6,97,3.3866787221217605
2009,4,6,99,0.8107752956636005
2009,4,6,101,0.37161084529505584
2009,4,6,107,6.570265151515152
2009,4,6,111,0.12195121951219509
2009,4,6,113,5.61724827947284
2009,4,6,115,0.3420289855072462
2009,4,34,21,0.0
2009,4,34,33,0.0
2009,5,6,1,73.625
2009,5,6,7,6.1191071428571435
2009,5,6,11,2.2597402597402594
2009,5,6,13,20.218902924775236
2009,5,6,19,50.90401901281298
2009,5,6,21,0.3469387755102039
2009,5,6,29,14.027227334069439
2009,5,6,31,0.0
2009,5,6,37,193.7626055880442
2009,5,6,41,6.119327731092436
2009,5,6,61,13.514007104081495
2009,5,6,65,167.14541477758303
2009,5,6,67,33.73555260994461
2009,5,6,71,53.3775
2009,5,6,77,1.793103448275862
2009,5,6,83,1.7333333333333334
2009,5,6,85,26.467532467532468
2009,5,6,89,8.396739130434783
2009,5,6,97,4.497904761904762
2009,5,6,99,5.381236869747899
2009,5,6,101,0.8501440922190202
2009,5,6,107,20.505291005291006
2009,5,6,111,0.1076604554865424
2009,5,6,113,15.481691206048911
2009,5,6,115,1.038265306122449
2009,5,34,1,1.2467532467532467
2009,5,34,3,0.75
2009,5,34,7,3.5
2009,5,34,9,5.775
2009,5,34,11,0.9548387096774194
2009,5,34,13,0.0
2009,5,34,15,0.0
2009,5,34,17,14.4
2009,5,34,19,0.1666666666666666
2009,5,34,21,2.2774193548387096
2009,5,34,23,4.882352941176471
2009,5,34,25,2.3161290322580643
2009,5,34,27,0.21
2009,5,34,29,0.5999999999999999
2009,5,34,31,0.0
2009,5,34,33,1.532258064516129
2009,5,34,35,0.4673913043478261
2009,5,34,37,2.9499999999999997
2009,5,49,11,117.81818181818183
2009,5,49,35,11.34126984126984
2009,6,6,1,15.997252747252746
2009,6,6,7,14.270634920634922
2009,6,6,11,6.628571428571429
2009,6,6,13,23.942526820816955
2009,6,6,19,61.326746494205025
2009,6,6,21,6.317460317460317
2009,6,6,29,23.099839583479053
2009,6,6,31,15.0
2009,6,6,37,222.70764786525655
2009,6,6,41,6.1609649122807015
2009,6,6,61,34.675978950626835
2009,6,6,65,80.4824321032761
2009,6,6,67,47.876177511204666
2009,6,6,71,40.214187643020594
2009,6,6,77,1.9259259259259258
2009,6,6,83,2.8571428571428568
2009,6,6,85,29.11284046692607
2009,6,6,89,32.25522552255226
2009,6,6,97,7.923558897243107
2009,6,6,99,46.53923679853658
2009,6,6,101,6.896103896103896
2009,6,6,107,195.86954774565572
2009,6,6,111,0.2503840245775729
2009,6,6,113,76.88076494719672
2009,6,6,115,4.331632653061225
2009,6,34,1,5.175
2009,6,34,3,2.0666666666666664
2009,6,34,7,6.736486486486487
2009,6,34,9,35.53333333333333
2009,6,34,11,5.78
2009,6,34,13,0.6222222222222222
2009,6,34,15,0.0
2009,6,34,17,33.099999999999994
2009,6,34,19,2.8777777777777778
2009,6,34,21,5.8
2009,6,34,23,15.322222222222225
2009,6,34,25,12.00666666666667
2009,6,34,27,1.2466666666666666
2009,6,34,29,3.52
2009,6,34,31,0.0
2009,6,34,33,5.075
2009,6,34,35,0.7083333333333334
2009,6,34,37,3.888888888888889
2009,6,38,105,3.6
2009,6,49,11,92.22666666666667
2009,6,49,35,46.6
2009,7,6,1,21.412891986062718
2009,7,6,7,13.301488095238096
2009,7,6,11,16.60952380952381
2009,7,6,13,85.5123623011016
2009,7,6,19,90.9651076308392
2009,7,6,21,24.64761904761905
2009,7,6,29,43.08300198151683
2009,7,6,31,17.663003663003664
2009,7,6,37,82.01526746766665
2009,7,6,41,7.964661654135337
2009,7,6,61,189.063440539735
2009,7,6,65,28.236246498599442
2009,7,6,67,47.70886127097981
2009,7,6,71,52.37754010695187
2009,7,6,77,1.1428571428571428
2009,7,6,83,5.6
2009,7,6,85,11.052631578947368
2009,7,6,89,154.59085841694537
2009,7,6,97,10.420999112175583
2009,7,6,99,49.88253162261413
2009,7,6,101,29.706221198156687
2009,7,6,107,125.26551858702997
2009,7,6,111,0.30666666666666653
2009,7,6,113,89.78398979832733
2009,7,6,115,14.516326530612245
2009,7,34,1,9.419354838709678
2009,7,34,3,8.806451612903226
2009,7,34,7,5.535483870967742
2009,7,34,9,21.478494623655912
2009,7,34,11,4.488888888888889
2009,7,34,13,5.615384615384616
2009,7,34,15,0.0
2009,7,34,17,39.45161290322581
2009,7,34,19,4.851851851851852
2009,7,34,21,10.283870967741937
2009,7,34,23,20.483870967741936
2009,7,34,25,6.806451612903226
2009,7,34,27,3.064516129032258
2009,7,34,29,4.890322580645162
2009,7,34,31,0.0
2009,7,34,33,3.435483870967742
2009,7,34,35,0.8225806451612904
2009,7,34,37,25.247311827956988
2009,7,38,105,140.5
2009,7,49,11,121.8989898989899
2009,7,49,35,164.11023622047244
2009,8,6,1,19.92801999852952
2009,8,6,7,12.897321428571429
2009,8,6,11,5.387755102040816
2009,8,6,13,137.87734426822652
2009,8,6,19,95.4747465772826
2009,8,6,21,4.595238095238095
2009,8,6,29,43.05753786928526
2009,8,6,31,12.142857142857142
2009,8,6,37,96.41775226834022
2009,8,6,41,6.766741071428571
2009,8,6,61,155.824445280967
2009,8,6,65,20.610597572362277
2009,8,6,67,39.689272078032154
2009,8,6,71,58.463613861386136
2009,8,6,83,7.196078431372549
2009,8,6,85,18.440860215053764
2009,8,6,89,96.84476374466716
2009,8,6,97,4.976718403547672
2009,8,6,99,74.22245209059234
2009,8,6,101,15.98110465116279
2009,8,6,107,113.21704585024327
2009,8,6,111,0.183794466403162
2009,8,6,113,107.78463025558915
2009,8,6,115,15.784415584415584
2009,8,34,1,5.024193548387097
2009,8,34,3,7.096774193548387
2009,8,34,7,4.335483870967742
2009,8,34,9,22.274193548387096
2009,8,34,11,0.8881118881118879
2009,8,34,13,0.967741935483871
2009,8,34,15,0.0
2009,8,34,17,16.96774193548387
2009,8,34,19,3.4216867469879517
2009,8,34,21,10.283870967741937
2009,8,34,23,8.881720430107526
2009,8,34,25,3.032258064516129
2009,8,34,27,4.283870967741936
2009,8,34,29,5.509677419354839
2009,8,34,31,0.0
2009,8,34,33,3.2788461538461537
2009,8,34,35,0.3306451612903225
2009,8,34,37,16.892473118279568
2009,8,38,105,10.7
2009,8,49,11,194.13513513513516
2009,8,49,35,109.49579831932772
2009,9,6,1,37.070238095238096
2009,9,6,7,8.681020085759421
2009,9,6,11,17.263157894736842
2009,9,6,13,93.05112151567944
2009,9,6,19,127.86177498553971
2009,9,6,21,2.4761904761904763
2009,9,6,29,132.4924281904446
2009,9,6,31,8.654761904761905
2009,9,6,37,87.07004395095998
2009,9,6,41,5.571428571428571
2009,9,6,61,172.48699972533342
2009,9,6,65,58.89782255689448
2009,9,6,67,37.59671615569358
2009,9,6,71,46.6146694214876
2009,9,6,83,5.369565217391305
2009,9,6,85,3.1355932203389827
2009,9,6,89,216.93826452599387
2009,9,6,97,21.497193830668532
2009,9,6,99,133.81919855769735
2009,9,6,101,9.939010356731876
2009,9,6,107,178.35658975498012
2009,9,6,111,0.5032467532467533
2009,9,6,113,93.84650376349951
2009,9,6,115,3.682377049180328
2009,9,34,1,1.5
2009,9,34,3,3.1133333333333333
2009,9,34,7,1.7199999999999998
2009,9,34,9,10.627777777777778
2009,9,34,11,2.486666666666667
2009,9,34,13,0.3333333333333333
2009,9,34,15,0.0
2009,9,34,17,6.482758620689655
2009,9,34,19,1.788888888888889
2009,9,34,21,8.48
2009,9,34,23,3.933333333333333
2009,9,34,25,1.52
2009,9,34,27,0.8066666666666666
2009,9,34,29,1.8533333333333333
2009,9,34,31,0.0
2009,9,34,33,0.9749999999999999
2009,9,34,35,0.25
2009,9,34,37,2.388888888888889
2009,9,49,11,175.33333333333331
2009,9,49,35,78.42990654205607
2009,10,6,1,5.743559718969555
2009,10,6,7,3.143838584684409
2009,10,6,11,14.705357142857142
2009,10,6,13,29.775418275418275
2009,10,6,19,70.77306710149135
2009,10,6,21,0.9999999999999999
2009,10,6,29,129.72954341736695
2009,10,6,31,0.0476190476190476
2009,10,6,37,68.46544521143197
2009,10,6,41,2.348238351944551
2009,10,6,61,28.71935817805383
2009,10,6,65,73.9820473644003
2009,10,6,67,28.88036319715322
2009,10,6,71,13.19
2009,10,6,85,0.625
2009,10,6,89,45.85332333833083
2009,10,6,97,1.0419189082360771
2009,10,6,99,69.47821100917432
2009,10,6,101,2.9299516908212557
2009,10,6,107,8.573400673400673
2009,10,6,111,0.7387755102040815
2009,10,6,113,19.334952655932483
2009,10,6,115,0.6492890995260662
2009,10,34,1,1.2661290322580645
2009,10,34,3,0.5741935483870967
2009,10,34,7,0.2580645161290321
2009,10,34,9,4.016129032258065
2009,10,34,11,1.4516129032258065
2009,10,34,13,0.021505376344086
2009,10,34,15,0.0
2009,10,34,17,0.8709677419354839
2009,10,34,19,0.0
2009,10,34,21,0.8516129032258064
2009,10,34,23,0.2473118279569892
2009,10,34,25,0.1032258064516128
2009,10,34,27,0.0838709677419354
2009,10,34,29,0.0
2009,10,34,31,0.0
2009,10,34,33,0.064516129032258
2009,10,34,37,0.1075268817204301
2009,11,6,7,1.1815476190476188
2009,11,6,13,0.3744292237442922
2009,11,6,19,31.5
2009,11,6,37,117.76911758360302
2009,11,6,61,50.02116402116402
2009,11,6,65,41.0009396095603
2009,11,6,67,3.6844091173054587
2009,11,6,71,14.181818181818182
2009,11,6,97,5.0
2009,11,6,99,0.9999999999999999
2009,11,6,101,0.40625
2009,11,6,111,0.1601731601731601
2009,11,6,113,3.0291720291720288
2009,12,6,13,0.0255516840882694
2009,12,6,37,61.618595825426944
2009,12,6,65,70.3076923076923
2009,12,6,67,0.9733865379026667
2009,12,6,71,4.625988700564971
2009,12,6,113,0.6357488714140087
2010,1,6,13,0.028892455858747897
2010,1,6,19,9.0
2010,1,6,37,72.83333333333334
2010,1,6,65,41.46153846153846
2010,1,6,67,2.5288576406172223
2010,1,6,71,4.74
2010,1,6,113,0.6260220994475136
2010,2,6,13,0.1754658385093167
2010,2,6,37,11.868910256410256
2010,2,6,65,159.8965517241379
2010,2,6,67,6.632714470409197
2010,2,6,71,0.8500000000000001
2010,2,6,113,3.6457763727500567
2010,3,6,13,0.2099125364431486
2010,3,6,19,0.1102564102564102
2010,3,6,29,8.508403361344538
2010,3,6,37,45.26979111581174
2010,3,6,65,260.7620217620218
2010,3,6,67,4.501734678287923
2010,3,6,71,17.82910500352361
2010,3,6,83,0.6875
2010,3,6,99,0.4642857142857142
2010,3,6,113,2.0856603975588905
2010,4,6,1,1.9418886198547214
2010,4,6,7,0.47312409812409806
2010,4,6,11,0.6349206349206349
2010,4,6,13,9.74096852300242
2010,4,6,19,21.784376428492614
2010,4,6,29,6.617916573687398
2010,4,6,31,2.125
2010,4,6,37,53.100138071361094
2010,4,6,41,4.277777777777778
2010,4,6,65,222.35029838369834
2010,4,6,67,15.019764104226288
2010,4,6,71,19.159194571142507
2010,4,6,83,4.257142857142857
2010,4,6,89,0.1671232876712327
2010,4,6,97,2.4169491525423727
2010,4,6,99,0.7313237221494101
2010,4,6,101,0.1999999999999999
2010,4,6,107,4.976061776061776
2010,4,6,111,0.0827067669172932
2010,4,6,113,2.722629975955116
2010,4,6,115,0.5888501742160277
2010,4,34,21,0.0
2010,4,34,33,0.0
2010,5,6,1,1.5880952380952382
2010,5,6,7,1.3814484126984126
2010,5,6,11,0.75
2010,5,6,13,14.562343678314017
2010,5,6,19,50.118921407993646
2010,5,6,21,0.1326530612244897
2010,5,6,29,19.729097858048693
2010,5,6,31,7.333333333333333
2010,5,6,37,133.90713276470203
2010,5,6,41,7.153846153846154
2010,5,6,61,1.7297297297297296
2010,5,6,65,179.51394803191454
2010,5,6,67,18.373579023161934
2010,5,6,71,53.428422288920785
2010,5,6,83,17.52542372881356
2010,5,6,85,0.5284974093264247
2010,5,6,89,1.7897959183673469
2010,5,6,97,6.2895962732919255
2010,5,6,99,9.615296803652967
2010,5,6,101,0.290560471976401
2010,5,6,107,40.641552511415526
2010,5,6,111,0.14285714285714268
2010,5,6,113,6.656737895775594
2010,5,6,115,1.1929824561403508
2010,5,34,1,0.48051948051948035
2010,5,34,3,0.39
2010,5,34,7,2.0799999999999996
2010,5,34,9,9.25
2010,5,34,11,1.9354838709677418
2010,5,34,13,0.7311827956989247
2010,5,34,15,0.0
2010,5,34,17,4.8
2010,5,34,19,0.051470588235294004
2010,5,34,21,0.41935483870967744
2010,5,34,23,0.7249190938511327
2010,5,34,25,1.303225806451613
2010,5,34,27,0.05
2010,5,34,29,0.7354838709677419
2010,5,34,31,0.0
2010,5,34,33,0.1532258064516128
2010,5,34,35,0.25
2010,5,34,37,0.1499999999999999
2010,5,38,105,1.0
2010,5,49,11,22.578947368421048
2010,5,49,35,2.9789473684210526
2010,6,6,1,5.580952380952381
2010,6,6,7,8.876109254618026
2010,6,6,11,4.392857142857143
2010,6,6,13,39.13712850994056
2010,6,6,19,68.85088014416843
2010,6,6,21,2.857142857142857
2010,6,6,29,79.68577365133417
2010,6,6,31,14.75
2010,6,6,37,186.41101612247664
2010,6,6,41,18.652380952380952
2010,6,6,61,5.674311926605505
2010,6,6,65,329.509923285721
2010,6,6,67,42.403965511609805
2010,6,6,71,54.93
2010,6,6,83,5.673076923076923
2010,6,6,85,5.9749373433583965
2010,6,6,89,5.13386214338451
2010,6,6,97,9.484101232965607
2010,6,6,99,55.5619859244671
2010,6,6,101,3.825142857142857
2010,6,6,107,83.73106164207935
2010,6,6,111,33.33215464403583
2010,6,6,113,50.38039708690158
2010,6,6,115,3.3834745762711864
2010,6,34,1,1.5333333333333332
2010,6,34,3,2.5866666666666664
2010,6,34,7,3.1266666666666665
2010,6,34,9,7.227777777777778
2010,6,34,11,6.953333333333333
2010,6,34,13,1.5333333333333334
2010,6,34,15,0.0
2010,6,34,17,11.366666666666669
2010,6,34,19,0.1836734693877551
2010,6,34,21,1.5733333333333333
2010,6,34,23,2.129268292682927
2010,6,34,25,2.5
2010,6,34,27,0.5666666666666667
2010,6,34,29,0.8533333333333333
2010,6,34,31,0.0
2010,6,34,33,0.2416666666666665
2010,6,34,35,0.3666666666666666
2010,6,34,37,1.9444444444444442
2010,6,38,105,60.0
2010,6,49,11,32.4
2010,6,49,35,14.136000000000001
2010,7,6,1,16.61190476190476
2010,7,6,7,12.145227402338179
2010,7,6,11,14.571428571428573
2010,7,6,13,199.56223739495798
2010,7,6,19,90.85009179607643
2010,7,6,21,17.702380952380953
2010,7,6,29,138.88329390142994
2010,7,6,31,5.757142857142857
2010,7,6,37,137.06373068671317
2010,7,6,41,7.446428571428571
2010,7,6,61,18.84304932735426
2010,7,6,65,65.52302233666323
2010,7,6,67,29.75243942195566
2010,7,6,71,51.041025641025634
2010,7,6,83,20.96825396825397
2010,7,6,85,5.2349726775956285
2010,7,6,89,29.271432046954352
2010,7,6,97,6.3048821298430875
2010,7,6,99,45.65841845487898
2010,7,6,101,14.737142857142857
2010,7,6,107,230.50778536155894
2010,7,6,111,17.840024330900242
2010,7,6,113,119.46475553098847
2010,7,6,115,9.71243523316062
2010,7,34,1,0.6370967741935482
2010,7,34,3,3.0258064516129033
2010,7,34,7,1.9741935483870967
2010,7,34,9,5.720430107526882
2010,7,34,11,2.4709677419354836
2010,7,34,13,0.3225806451612903
2010,7,34,15,0.0
2010,7,34,17,33.45161290322581
2010,7,34,19,0.2651515151515151
2010,7,34,21,0.6258064516129033
2010,7,34,23,0.5
2010,7,34,25,0.535483870967742
2010,7,34,27,0.4258064516129032
2010,7,34,29,1.9741935483870967
2010,7,34,31,0.0
2010,7,34,33,0.5403225806451613
2010,7,34,35,0.1048387096774193
2010,7,34,37,1.5591397849462365
2010,7,38,105,459.0
2010,7,49,11,152.60526315789474
2010,7,49,35,34.425
2010,8,6,1,11.153414043583535
2010,8,6,7,7.41547619047619
2010,8,6,11,31.82857142857143
2010,8,6,13,42.198108431516935
2010,8,6,19,142.76950775116512
2010,8,6,21,11.838095238095239
2010,8,6,29,161.42072778389206
2010,8,6,31,43.885714285714286
2010,8,6,37,128.2108187134503
2010,8,6,41,3.784013605442177
2010,8,6,61,54.628846153846155
2010,8,6,65,59.545290130655985
2010,8,6,67,26.472773796201878
2010,8,6,71,49.88763488763488
2010,8,6,83,7.197530864197531
2010,8,6,85,4.388349514563107
2010,8,6,89,43.517094502498864
2010,8,6,97,7.101630073186959
2010,8,6,99,79.83583610959177
2010,8,6,101,10.96759941089838
2010,8,6,107,142.69306317431432
2010,8,6,111,18.11776718856365
2010,8,6,113,134.33489560668608
2010,8,6,115,6.107142857142857
2010,8,34,1,0.6129032258064515
2010,8,34,3,4.5032258064516135
2010,8,34,7,0.6838709677419355
2010,8,34,9,11.344086021505376
2010,8,34,11,4.509677419354839
2010,8,34,13,0.2043010752688172
2010,8,34,15,0.0
2010,8,34,17,25.516129032258064
2010,8,34,19,0.1022222222222222
2010,8,34,21,2.3806451612903228
2010,8,34,23,0.3138297872340425
2010,8,34,25,0.19999999999999998
2010,8,34,27,0.4258064516129032
2010,8,34,29,1.5870967741935482
2010,8,34,31,0.0
2010,8,34,33,3.306451612903226
2010,8,34,35,0.1129032258064516
2010,8,34,37,3.301075268817204
2010,8,38,105,703.2857142857143
2010,8,49,11,216.86666666666667
2010,8,49,35,58.56880733944955
2010,9,6,1,5.694805194805195
2010,9,6,7,5.820436507936508
2010,9,6,11,32.22857142857143
2010,9,6,13,53.37955182072829
2010,9,6,19,85.84541818736157
2010,9,6,21,2.654761904761905
2010,9,6,29,127.0277195656643
2010,9,6,31,143.27142857142857
2010,9,6,37,81.0126248079877
2010,9,6,41,4.773992673992674
2010,9,6,61,29.34377880184332
2010,9,6,65,56.988373484174154
2010,9,6,67,32.18757993466233
2010,9,6,71,27.461974789915963
2010,9,6,83,7.205128205128204
2010,9,6,85,6.341807909604519
2010,9,6,89,29.086204732316578
2010,9,6,97,4.1269583695547185
2010,9,6,99,98.67224182906246
2010,9,6,101,7.771949828962371
2010,9,6,107,857.038202887538
2010,9,6,111,39.63991596638655
2010,9,6,113,94.45510924298034
2010,9,6,115,5.0469387755102035
2010,9,34,1,1.4583333333333333
2010,9,34,3,2.1666666666666665
2010,9,34,7,1.3933333333333333
2010,9,34,9,10.294444444444444
2010,9,34,11,0.0
2010,9,34,13,0.3444444444444444
2010,9,34,15,0.0
2010,9,34,17,19.1
2010,9,34,19,0.2215189873417721
2010,9,34,21,1.38
2010,9,34,23,0.4472049689440994
2010,9,34,25,0.38
2010,9,34,27,0.6333333333333333
2010,9,34,29,0.5333333333333332
2010,9,34,31,0.0
2010,9,34,33,1.8083333333333331
2010,9,34,35,0.1666666666666666
2010,9,34,37,0.7777777777777778
2010,9,49,11,98.90384615384616
2010,9,49,35,55.921348314606746
2010,10,6,1,2.648399014778325
2010,10,6,7,5.850291005291005
2010,10,6,11,47.0
2010,10,6,13,23.332061931400805
2010,10,6,19,138.66750147540057
2010,10,6,21,2.512987012987013
2010,10,6,29,108.14130939483053
2010,10,6,31,53.19642857142857
2010,10,6,37,65.34077380952381
2010,10,6,41,4.002777777777778
2010,10,6,61,25.357620320855613
2010,10,6,65,155.21805233805236
2010,10,6,67,18.637960890671753
2010,10,6,71,18.78787878787879
2010,10,6,83,0.46875
2010,10,6,85,0.6987951807228916
2010,10,6,89,7.183478260869566
2010,10,6,97,1.810076092292587
2010,10,6,99,134.04678787878788
2010,10,6,101,5.017341040462428
2010,10,6,107,272.0674354488684
2010,10,6,111,7.929885057471265
2010,10,6,113,51.60058497968334
2010,10,6,115,1.1314432989690721
2010,10,34,1,0.5564516129032258
2010,10,34,3,0.43870967741935474
2010,10,34,7,0.2451612903225806
2010,10,34,9,2.7956989247311825
2010,10,34,11,0.0
2010,10,34,13,0.010752688172043
2010,10,34,15,0.0
2010,10,34,17,0.6451612903225806
2010,10,34,19,0.0075757575757575
2010,10,34,21,0.6
2010,10,34,23,0.2378640776699029
2010,10,34,25,0.1096774193548387
2010,10,34,27,0.0193548387096774
2010,10,34,29,0.0
2010,10,34,31,0.0
2010,10,34,33,0.6209677419354838
2010,10,34,35,0.0161290322580645
2010,10,34,37,0.2795698924731182
2010,11,6,1,0.2
2010,11,6,7,1.853006930471719
2010,11,6,13,0.6014598540145983
2010,11,6,19,40.75
2010,11,6,21,0.6666666666666666
2010,11,6,29,26.416666666666668
2010,11,6,37,93.59064624786218
2010,11,6,65,30.197392905601863
2010,11,6,67,3.067084588455589
2010,11,6,71,42.53774257425743
2010,11,6,83,3.0
2010,11,6,99,2.5873015873015874
2010,11,6,111,0.1455938697318006
2010,11,6,113,2.7935490435490435
2010,11,6,115,0.8115942028985507
2010,12,6,13,0.050351288056206006
2010,12,6,37,90.29040404040404
2010,12,6,65,160.97727272727272
2010,12,6,67,1.4585084211119246
2010,12,6,71,3.005952380952381
2010,12,6,113,1.1184386863359574
2011,1,6,13,0.0628742514970059
2011,1,6,37,27.382780182780184
2011,1,6,65,188.53488372093022
2011,1,6,67,0.4280176622766896
2011,1,6,71,2.123740201567749
2011,1,6,113,0.4697336427939873
2011,2,6,13,0.1915492957746478
2011,2,6,37,2.260869565217391
2011,2,6,65,98.04545454545455
2011,2,6,67,0.8388999751413465
2011,2,6,71,0.8650000000000001
2011,2,6,113,0.5315789473684208
2011,3,6,13,0.0673515981735159
2011,3,6,19,5.810205054840248
2011,3,6,37,31.12751664394
2011,3,6,61,0.3333333333333333
2011,3,6,65,151.98143175600364
2011,3,6,67,2.061992756345052
2011,3,6,71,4.0649999999999995
2011,3,6,83,0.25
2011,3,6,85,0.0
2011,3,6,89,0.3333333333333333
2011,3,6,99,0.3064182194616976
2011,3,6,113,1.273252628906615
2011,4,6,1,0.6851851851851851
2011,4,6,7,0.3030688528709635
2011,4,6,13,5.4093431467040505
2011,4,6,19,19.8571996263436
2011,4,6,21,0.1904761904761904
2011,4,6,29,24.858024691358025
2011,4,6,31,4.871428571428571
2011,4,6,37,74.47405873185137
2011,4,6,41,1.072077922077922
2011,4,6,61,4.0
2011,4,6,65,151.9508928571429
2011,4,6,67,6.959915461524808
2011,4,6,71,11.728481012658227
2011,4,6,75,0.1538461538461537
2011,4,6,83,1.0416666666666667
2011,4,6,85,1.1428571428571428
2011,4,6,89,0.8027571580063625
2011,4,6,97,1.1404457768508862
2011,4,6,99,2.148936170212766
2011,4,6,101,0.2782738095238094
2011,4,6,107,12.179962006079027
2011,4,6,111,0.0286885245901638
2011,4,6,113,4.48754622284034
2011,4,6,115,0.2999999999999999
2011,4,34,21,0.0
2011,4,34,33,0.0
2011,4,49,35,592.0
2011,5,6,1,2.7472527472527473
2011,5,6,7,1.3991181657848324
2011,5,6,11,0.7767857142857142
2011,5,6,13,6.879530810223879
2011,5,6,19,71.25104456761238
2011,5,6,21,1.234126984126984
2011,5,6,29,79.4823615076048
2011,5,6,31,48.85714285714286
2011,5,6,37,105.96209145976171
2011,5,6,41,1.6997354497354498
2011,5,6,61,1.50920245398773
2011,5,6,65,57.44693137918674
2011,5,6,67,10.455626300390652
2011,5,6,71,34.265446224256294
2011,5,6,75,0.5416666666666666
2011,5,6,83,8.0
2011,5,6,85,4.008443701513008
2011,5,6,89,1.7478354978354975
2011,5,6,97,7.0723462198804095
2011,5,6,99,21.737489095090805
2011,5,6,101,0.462797619047619
2011,5,6,107,67.23467432950191
2011,5,6,111,0.0906389301634471
2011,5,6,113,8.046941937836113
2011,5,6,115,0.5612244897959182
2011,5,34,1,0.831168831168831
2011,5,34,3,0.85
2011,5,34,7,1.4500000000000002
2011,5,34,9,5.166666666666667
2011,5,34,11,3.825806451612903
2011,5,34,13,0.7741935483870968
2011,5,34,15,0.0
2011,5,34,17,1.5
2011,5,34,19,0.2295081967213114
2011,5,34,21,1.032258064516129
2011,5,34,23,2.218855218855219
2011,5,34,25,2.72258064516129
2011,5,34,27,0.0
2011,5,34,29,0.2516129032258064
2011,5,34,31,0.0
2011,5,34,33,0.814516129032258
2011,5,34,35,0.4891304347826087
2011,5,34,37,1.3
2011,5,49,11,1.0555555555555556
2011,5,49,35,7.282608695652174
2011,6,6,1,3.630597014925373
2011,6,6,7,6.830357142857143
2011,6,6,11,2.508928571428571
2011,6,6,13,25.44106167056987
2011,6,6,19,75.03326575385398
2011,6,6,21,4.397619047619048
2011,6,6,29,116.57066103517658
2011,6,6,31,72.66666666666667
2011,6,6,37,155.46664481488418
2011,6,6,41,7.441071428571428
2011,6,6,61,3.8653846153846154
2011,6,6,65,122.64906937083924
2011,6,6,67,25.876268347058545
2011,6,6,71,28.078609625668445
2011,6,6,83,36.5
2011,6,6,85,5.302853653120142
2011,6,6,89,6.43488575640317
2011,6,6,97,5.730605768057082
2011,6,6,99,30.46242486285009
2011,6,6,101,1.4002375296912113
2011,6,6,107,50.94552821128451
2011,6,6,111,0.1397459165154265
2011,6,6,113,22.558834862599547
2011,6,6,115,1.6766595289079231
2011,6,34,1,1.3166666666666667
2011,6,34,3,2.8533333333333335
2011,6,34,7,4.96
2011,6,34,9,28.694444444444446
2011,6,34,11,11.120000000000001
2011,6,34,13,1.5888888888888888
2011,6,34,15,0.0
2011,6,34,17,12.7
2011,6,34,19,0.3134920634920635
2011,6,34,21,1.46
2011,6,34,23,2.7823691460055096
2011,6,34,25,2.2066666666666666
2011,6,34,27,0.9066666666666666
2011,6,34,29,2.12
2011,6,34,31,0.0
2011,6,34,33,0.725
2011,6,34,35,0.4
2011,6,34,37,11.411111111111113
2011,6,38,105,1.3333333333333333
2011,6,49,11,39.666666666666664
2011,6,49,35,125.61531801531802
2011,7,6,1,62.59523809523809
2011,7,6,7,17.054553049289893
2011,7,6,11,0.5809523809523809
2011,7,6,13,74.56514727102963
2011,7,6,19,91.87448024198024
2011,7,6,21,22.995604395604396
2011,7,6,29,75.94255205266819
2011,7,6,31,92.625
2011,7,6,37,98.33247774123686
2011,7,6,41,15.39965986394558
2011,7,6,61,24.779342723004692
2011,7,6,65,99.30874931581829
2011,7,6,67,39.99563198350291
2011,7,6,71,27.957500000000003
2011,7,6,83,20.681818181818183
2011,7,6,85,5.5769927536231885
2011,7,6,89,29.3771176370735
2011,7,6,97,24.7992007992008
2011,7,6,99,43.36889281473544
2011,7,6,101,16.51432664756447
2011,7,6,107,69.63591699305985
2011,7,6,111,4.710411622276029
2011,7,6,113,171.33371323273704
2011,7,6,115,11.133507853403142
2011,7,34,1,3.9838709677419355
2011,7,34,3,2.741935483870968
2011,7,34,7,3.412903225806452
2011,7,34,9,21.381720430107528
2011,7,34,11,6.92258064516129
2011,7,34,13,0.3440860215053763
2011,7,34,15,0.0
2011,7,34,17,26.61290322580645
2011,7,34,19,0.232
2011,7,34,21,1.2580645161290325
2011,7,34,23,1.0864864864864865
2011,7,34,25,2.967741935483871
2011,7,34,27,1.206451612903226
2011,7,34,29,1.3612903225806452
2011,7,34,31,0.0
2011,7,34,33,0.7983870967741935
2011,7,34,35,0.1370967741935483
2011,7,34,37,6.53763440860215
2011,7,38,105,1.0
2011,7,49,11,196.27777777777777
2011,7,49,35,455.55631451123253
2011,8,6,1,87.14367346938775
2011,8,6,7,14.887301587301588
2011,8,6,11,6.328571428571428
2011,8,6,13,37.49131775861084
2011,8,6,19,129.93279003377873
2011,8,6,21,5.526190476190475
2011,8,6,29,119.90742933537052
2011,8,6,31,38.33333333333333
2011,8,6,37,78.70640445527324
2011,8,6,41,15.220057720057717
