DateTime,Pandemic[en]
2011-06-28, 1487
2011-06-29, 1517
2011-06-30, 1219
2011-07-01, 1066
2011-07-02, 867
2011-07-03, 1462
2011-07-04, 1252
2011-07-05, 1273
2011-07-06, 1328
2011-07-07, 1296
2011-07-08, 1180
2011-07-09, 911
2011-07-10, 1056
2011-07-11, 1340
2011-07-12, 1464
2011-07-13, 1132
2011-07-14, 1328
2011-07-15, 1135
2011-07-16, 916
2011-07-17, 1103
2011-07-18, 1548
2011-07-19, 1528
2011-07-20, 1381
2011-07-21, 1323
2011-07-22, 1134
2011-07-23, 823
2011-07-24, 1051
2011-07-25, 1263
2011-07-26, 1454
2011-07-27, 1317
2011-07-28, 1264
2011-07-29, 1192
2011-07-30, 1021
2011-07-31, 1066
2011-08-01, 1294
2011-08-02, 1370
2011-08-03, 1426
2011-08-04, 1369
2011-08-05, 1570
2011-08-06, 2649
2011-08-07, 1843
2011-08-08, 1657
2011-08-09, 1558
2011-08-10, 1366
2011-08-11, 1433
2011-08-12, 1209
2011-08-13, 972
2011-08-14, 1424
2011-08-15, 2389
2011-08-16, 2114
2011-08-17, 1780
2011-08-18, 1669
2011-08-19, 2032
2011-08-20, 1234
2011-08-21, 1223
2011-08-22, 1234
2011-08-23, 1258
2011-08-24, 1314
2011-08-25, 1347
2011-08-26, 1247
2011-08-27, 1085
2011-08-28, 1287
2011-08-29, 1467
2011-08-30, 1869
2011-08-31, 1899
2011-09-01, 1606
2011-09-02, 1525
2011-09-03, 1225
2011-09-04, 1268
2011-09-05, 1558
2011-09-06, 1624
2011-09-07, 1532
2011-09-08, 1691
2011-09-09, 1889
2011-09-10, 1706
2011-09-11, 1727
2011-09-12, 2152
2011-09-13, 1937
2011-09-14, 2086
2011-09-15, 2109
2011-09-16, 1882
2011-09-17, 1531
2011-09-18, 1634
2011-09-19, 2024
2011-09-20, 1846
2011-09-21, 1751
2011-09-22, 1869
2011-09-23, 1696
2011-09-24, 1329
2011-09-25, 1621
2011-09-26, 1777
2011-09-27, 1726
2011-09-28, 1762
2011-09-29, 1846
2011-09-30, 1597
2011-10-01, 1271
2011-10-02, 1481
2011-10-03, 1981
2011-10-04, 1912
2011-10-05, 1730
2011-10-06, 1669
2011-10-07, 1653
2011-10-08, 915
2011-10-09, 1451
2011-10-10, 1935
2011-10-11, 2115
2011-10-12, 2631
2011-10-13, 2631
2011-10-14, 2519
2011-10-15, 1794
2011-10-16, 1696
2011-10-17, 2235
2011-10-18, 2229
2011-10-19, 2097
2011-10-20, 1807
2011-10-21, 1648
2011-10-22, 1362
2011-10-23, 1485
2011-10-24, 2075
2011-10-25, 1992
2011-10-26, 2331
2011-10-27, 2264
2011-10-28, 1694
2011-10-29, 1370
2011-10-30, 1770
2011-10-31, 2475
2011-11-01, 2592
2011-11-02, 2489
2011-11-03, 2306
2011-11-04, 1903
2011-11-05, 1468
2011-11-06, 1901
2011-11-07, 2544
2011-11-08, 2590
2011-11-09, 2239
2011-11-10, 2239
2011-11-11, 1745
2011-11-12, 1294
2011-11-13, 1771
2011-11-14, 2591
2011-11-15, 2207
2011-11-16, 2215
2011-11-17, 2137
2011-11-18, 1736
2011-11-19, 1308
2011-11-20, 1670
2011-11-21, 2250
2011-11-22, 2048
2011-11-23, 1770
2011-11-24, 1452
2011-11-25, 1347
2011-11-26, 1307
2011-11-27, 1552
2011-11-28, 2201
2011-11-29, 2292
2011-11-30, 2390
2011-12-01, 2639
2011-12-02, 1893
2011-12-03, 1500
2011-12-04, 1779
2011-12-05, 2324
2011-12-06, 2281
2011-12-07, 2285
2011-12-08, 2561
2011-12-09, 2223
2011-12-10, 1454
2011-12-11, 1513
2011-12-12, 2311
2011-12-13, 2364
2011-12-14, 2255
2011-12-15, 2062
2011-12-16, 1663
2011-12-17, 1177
2011-12-18, 1354
2011-12-19, 1624
2011-12-20, 1577
2011-12-21, 1825
2011-12-22, 1421
2011-12-23, 81
2011-12-24, 0
2011-12-25, 0
2011-12-26, 392
2011-12-27, 1152
2011-12-28, 1320
2011-12-29, 1198
2011-12-30, 1228
2011-12-31, 1068
2012-01-01, 1174
2012-01-02, 1412
2012-01-03, 1667
2012-01-04, 1943
2012-01-05, 1978
2012-01-06, 1710
2012-01-07, 1572
2012-01-08, 1735
2012-01-09, 2157
2012-01-10, 2097
2012-01-11, 2273
2012-01-12, 2008
2012-01-13, 1746
2012-01-14, 1330
2012-01-15, 1569
2012-01-16, 2041
2012-01-17, 2163
2012-01-18, 1884
2012-01-19, 1940
2012-01-20, 1825
2012-01-21, 1446
2012-01-22, 1705
2012-01-23, 2102
2012-01-24, 2163
2012-01-25, 1945
2012-01-26, 1976
2012-01-27, 1735
2012-01-28, 1383
2012-01-29, 1624
2012-01-30, 2204
2012-01-31, 2117
2012-02-01, 2236
2012-02-02, 2029
2012-02-03, 2006
2012-02-04, 1562
2012-02-05, 1797
2012-02-06, 2055
2012-02-07, 2236
2012-02-08, 2087
2012-02-09, 1996
2012-02-10, 1838
2012-02-11, 1407
2012-02-12, 1649
2012-02-13, 2340
2012-02-14, 2028
2012-02-15, 2091
2012-02-16, 2022
2012-02-17, 1939
2012-02-18, 1476
2012-02-19, 1538
2012-02-20, 2180
2012-02-21, 2302
2012-02-22, 2545
2012-02-23, 2219
2012-02-24, 1817
2012-02-25, 1522
2012-02-26, 1727
2012-02-27, 2171
2012-02-28, 2318
2012-02-29, 2277
2012-03-01, 2195
2012-03-02, 4493
2012-03-03, 1974
2012-03-04, 2143
2012-03-05, 2421
2012-03-06, 2304
2012-03-07, 2540
2012-03-08, 2138
2012-03-09, 1884
2012-03-10, 1408
2012-03-11, 1337
2012-03-12, 1949
2012-03-13, 1949
2012-03-14, 1948
2012-03-15, 1860
2012-03-16, 1718
2012-03-17, 1327
2012-03-18, 1754
2012-03-19, 2078
2012-03-20, 2052
2012-03-21, 1955
2012-03-22, 1918
2012-03-23, 1502
2012-03-24, 1230
2012-03-25, 1443
2012-03-26, 1813
2012-03-27, 1894
2012-03-28, 2344
2012-03-29, 1987
2012-03-30, 1611
2012-03-31, 1165
2012-04-01, 1297
2012-04-02, 1837
2012-04-03, 1665
2012-04-04, 1614
2012-04-05, 1784
2012-04-06, 1289
2012-04-07, 1086
2012-04-08, 1052
2012-04-09, 1589
2012-04-10, 1775
2012-04-11, 1802
2012-04-12, 1745
2012-04-13, 1492
2012-04-14, 1131
2012-04-15, 1463
2012-04-16, 1940
2012-04-17, 1828
2012-04-18, 1855
2012-04-19, 1736
2012-04-20, 1487
2012-04-21, 1156
2012-04-22, 1402
2012-04-23, 1869
2012-04-24, 1886
2012-04-25, 1783
2012-04-26, 1746
2012-04-27, 1458
2012-04-28, 1131
2012-04-29, 1366
2012-04-30, 1900
2012-05-01, 2027
2012-05-02, 2158
2012-05-03, 2329
2012-05-04, 1654
2012-05-05, 1228
2012-05-06, 1560
2012-05-07, 2125
2012-05-08, 2188
2012-05-09, 2022
2012-05-10, 2128
2012-05-11, 1735
2012-05-12, 1279
2012-05-13, 1379
2012-05-14, 1855
2012-05-15, 1772
2012-05-16, 1746
2012-05-17, 1944
2012-05-18, 1446
2012-05-19, 1327
2012-05-20, 1504
2012-05-21, 1765
2012-05-22, 1761
2012-05-23, 1814
2012-05-24, 1922
2012-05-25, 1508
2012-05-26, 1050
2012-05-27, 1266
2012-05-28, 1664
2012-05-29, 1927
2012-05-30, 3678
2012-05-31, 2168
2012-06-01, 1654
2012-06-02, 1314
2012-06-03, 1444
2012-06-04, 1831
2012-06-05, 2099
2012-06-06, 1908
2012-06-07, 1866
2012-06-08, 1685
2012-06-09, 1303
2012-06-10, 1421
2012-06-11, 1890
2012-06-12, 1832
2012-06-13, 1697
2012-06-14, 1744
2012-06-15, 1640
2012-06-16, 1389
2012-06-17, 1304
2012-06-18, 1956
2012-06-19, 1868
2012-06-20, 1670
2012-06-21, 1660
2012-06-22, 1960
2012-06-23, 1237
2012-06-24, 1324
2012-06-25, 1611
2012-06-26, 7623
2012-06-27, 1509
2012-06-28, 1463
2012-06-29, 1337
2012-06-30, 1064
2012-07-01, 1020
2012-07-02, 1326
2012-07-03, 1337
2012-07-04, 1201
2012-07-05, 1323
2012-07-06, 1426
2012-07-07, 1097
2012-07-08, 1157
2012-07-09, 1395
2012-07-10, 1542
2012-07-11, 1599
2012-07-12, 1436
2012-07-13, 1195
2012-07-14, 1399
2012-07-15, 1237
2012-07-16, 2726
2012-07-17, 1629
2012-07-18, 1952
2012-07-19, 1663
2012-07-20, 1503
2012-07-21, 1135
2012-07-22, 1534
2012-07-23, 1599
2012-07-24, 1789
2012-07-25, 1674
2012-07-26, 1465
2012-07-27, 1442
2012-07-28, 1220
2012-07-29, 1336
2012-07-30, 1563
2012-07-31, 1620
2012-08-01, 1494
2012-08-02, 1467
2012-08-03, 1242
2012-08-04, 1060
2012-08-05, 1228
2012-08-06, 1340
2012-08-07, 1383
2012-08-08, 1335
2012-08-09, 1431
2012-08-10, 1289
2012-08-11, 1069
2012-08-12, 1186
2012-08-13, 1361
2012-08-14, 1363
2012-08-15, 1436
2012-08-16, 1292
2012-08-17, 1514
2012-08-18, 1009
2012-08-19, 1274
2012-08-20, 1381
2012-08-21, 1525
2012-08-22, 1564
2012-08-23, 1564
2012-08-24, 1391
2012-08-25, 1055
2012-08-26, 1370
2012-08-27, 1647
2012-08-28, 1627
2012-08-29, 1698
2012-08-30, 1761
2012-08-31, 1446
2012-09-01, 1289
2012-09-02, 1406
2012-09-03, 1587
2012-09-04, 1794
2012-09-05, 2270
2012-09-06, 2180
2012-09-07, 1694
2012-09-08, 1316
2012-09-09, 1632
2012-09-10, 2068
2012-09-11, 2121
2012-09-12, 2098
2012-09-13, 2172
2012-09-14, 1742
2012-09-15, 1233
2012-09-16, 1541
2012-09-17, 2160
2012-09-18, 2034
2012-09-19, 1943
2012-09-20, 1992
2012-09-21, 1733
2012-09-22, 1270
2012-09-23, 1459
2012-09-24, 2327
2012-09-25, 2266
2012-09-26, 2265
2012-09-27, 2191
2012-09-28, 1796
2012-09-29, 1325
2012-09-30, 1629
2012-10-01, 2085
2012-10-02, 2249
2012-10-03, 2239
2012-10-04, 2413
2012-10-05, 2163
2012-10-06, 1573
2012-10-07, 1823
2012-10-08, 2439
2012-10-09, 2579
2012-10-10, 2599
2012-10-11, 2356
2012-10-12, 2185
2012-10-13, 1577
2012-10-14, 1947
2012-10-15, 2636
2012-10-16, 2734
2012-10-17, 2564
2012-10-18, 2457
2012-10-19, 2251
2012-10-20, 1634
2012-10-21, 2096
2012-10-22, 2639
2012-10-23, 2542
2012-10-24, 2692
2012-10-25, 2759
2012-10-26, 2404
2012-10-27, 1733
2012-10-28, 1902
2012-10-29, 2585
2012-10-30, 2388
2012-10-31, 2334
2012-11-01, 2232
2012-11-02, 2157
2012-11-03, 1689
2012-11-04, 1878
2012-11-05, 2503
2012-11-06, 2443
2012-11-07, 2377
2012-11-08, 2409
2012-11-09, 2136
2012-11-10, 1681
2012-11-11, 2048
2012-11-12, 2609
2012-11-13, 2712
2012-11-14, 2820
2012-11-15, 2576
2012-11-16, 2453
2012-11-17, 1746
2012-11-18, 1926
2012-11-19, 2298
2012-11-20, 2569
2012-11-21, 2133
2012-11-22, 1878
2012-11-23, 1692
2012-11-24, 1554
2012-11-25, 1939
2012-11-26, 2534
2012-11-27, 2795
2012-11-28, 2678
2012-11-29, 2527
2012-11-30, 2378
2012-12-01, 2101
2012-12-02, 2228
2012-12-03, 2747
2012-12-04, 2782
2012-12-05, 3312
2012-12-06, 2585
2012-12-07, 2311
2012-12-08, 1586
2012-12-09, 1947
2012-12-10, 2875
2012-12-11, 2942
2012-12-12, 2906
2012-12-13, 2685
2012-12-14, 2312
2012-12-15, 1690
2012-12-16, 1819
2012-12-17, 2466
2012-12-18, 2394
2012-12-19, 2475
2012-12-20, 2097
2012-12-21, 2089
2012-12-22, 1464
2012-12-23, 1263
2012-12-24, 1309
2012-12-25, 1091
2012-12-26, 1506
2012-12-27, 1456
2012-12-28, 1510
2012-12-29, 1394
2012-12-30, 1615
2012-12-31, 1415
2013-01-01, 1319
2013-01-02, 1760
2013-01-03, 1971
2013-01-04, 1996
2013-01-05, 1606
2013-01-06, 1691
2013-01-07, 2234
2013-01-08, 2434
2013-01-09, 2733
2013-01-10, 3485
2013-01-11, 4279
2013-01-12, 3162
2013-01-13, 2768
2013-01-14, 3328
2013-01-15, 3550
2013-01-16, 3541
2013-01-17, 3573
2013-01-18, 3067
2013-01-19, 2208
2013-01-20, 2610
2013-01-21, 2687
2013-01-22, 3431
2013-01-23, 3218
2013-01-24, 3361
2013-01-25, 2923
2013-01-26, 2236
2013-01-27, 2506
2013-01-28, 3656
2013-01-29, 3232
2013-01-30, 3125
2013-01-31, 3048
2013-02-01, 2815
2013-02-02, 3202
2013-02-03, 2163
2013-02-04, 2965
2013-02-05, 3157
2013-02-06, 3107
2013-02-07, 3006
2013-02-08, 2810
2013-02-09, 2148
2013-02-10, 2259
2013-02-11, 3007
2013-02-12, 3537
2013-02-13, 3026
2013-02-14, 2979
2013-02-15, 2630
2013-02-16, 2085
2013-02-17, 2248
2013-02-18, 2685
2013-02-19, 2867
2013-02-20, 2745
2013-02-21, 2846
2013-02-22, 2565
2013-02-23, 2023
2013-02-24, 2323
2013-02-25, 2965
2013-02-26, 3056
2013-02-27, 3146
2013-02-28, 2890
2013-03-01, 2615
2013-03-02, 1955
2013-03-03, 2065
2013-03-04, 3256
2013-03-05, 2898
2013-03-06, 3987
2013-03-07, 3219
2013-03-08, 2779
2013-03-09, 2357
2013-03-10, 2590
2013-03-11, 3538
2013-03-12, 3061
2013-03-13, 3407
2013-03-14, 2996
2013-03-15, 3322
2013-03-16, 2331
2013-03-17, 2190
2013-03-18, 3141
2013-03-19, 3902
2013-03-20, 3014
2013-03-21, 2908
2013-03-22, 2506
2013-03-23, 1792
2013-03-24, 2129
2013-03-25, 2658
2013-03-26, 2382
2013-03-27, 2541
2013-03-28, 2768
2013-03-29, 2087
2013-03-30, 1678
2013-03-31, 1731
2013-04-01, 2137
2013-04-02, 2380
2013-04-03, 2570
2013-04-04, 3008
2013-04-05, 2670
2013-04-06, 1952
2013-04-07, 2093
2013-04-08, 2780
2013-04-09, 2694
2013-04-10, 2793
2013-04-11, 2558
2013-04-12, 2322
2013-04-13, 1988
2013-04-14, 2313
2013-04-15, 2991
2013-04-16, 2773
2013-04-17, 2792
2013-04-18, 2785
2013-04-19, 2586
2013-04-20, 1646
2013-04-21, 1960
2013-04-22, 2836
2013-04-23, 2718
2013-04-24, 3025
2013-04-25, 2909
2013-04-26, 2462
2013-04-27, 1677
2013-04-28, 1971
2013-04-29, 2893
2013-04-30, 2945
2013-05-01, 2870
2013-05-02, 2620
2013-05-03, 2494
2013-05-04, 1863
2013-05-05, 2279
2013-05-06, 3175
2013-05-07, 3097
2013-05-08, 2851
2013-05-09, 2832
2013-05-10, 2522
2013-05-11, 1692
2013-05-12, 2065
2013-05-13, 3257
2013-05-14, 2823
2013-05-15, 2666
2013-05-16, 2632
2013-05-17, 2308
2013-05-18, 1626
2013-05-19, 1833
2013-05-20, 2435
2013-05-21, 2636
2013-05-22, 2709
2013-05-23, 2640
2013-05-24, 2412
2013-05-25, 1623
2013-05-26, 1752
2013-05-27, 2079
2013-05-28, 2529
2013-05-29, 2931
2013-05-30, 2755
2013-05-31, 2524
2013-06-01, 1781
2013-06-02, 2032
2013-06-03, 2614
2013-06-04, 2431
2013-06-05, 2720
2013-06-06, 2382
2013-06-07, 2011
2013-06-08, 1645
2013-06-09, 1705
2013-06-10, 2171
2013-06-11, 2332
2013-06-12, 2476
2013-06-13, 2364
2013-06-14, 1981
2013-06-15, 1402
2013-06-16, 1592
2013-06-17, 2185
2013-06-18, 2319
2013-06-19, 2094
2013-06-20, 2489
2013-06-21, 2086
2013-06-22, 1601
2013-06-23, 1761
2013-06-24, 2633
2013-06-25, 2265
2013-06-26, 2036
2013-06-27, 2044
2013-06-28, 1718
2013-06-29, 1460
2013-06-30, 1520
2013-07-01, 1823
2013-07-02, 1918
2013-07-03, 1694
2013-07-04, 1444
2013-07-05, 2078
2013-07-06, 1543
2013-07-07, 1594
2013-07-08, 2059
2013-07-09, 1866
2013-07-10, 1795
2013-07-11, 1770
2013-07-12, 1696
2013-07-13, 1398
2013-07-14, 1450
2013-07-15, 1853
2013-07-16, 2242
2013-07-17, 1961
2013-07-18, 1809
2013-07-19, 1716
2013-07-20, 1293
2013-07-21, 1384
2013-07-22, 1751
2013-07-23, 1294
2013-07-24, 751
2013-07-25, 1601
2013-07-26, 1789
2013-07-27, 1248
2013-07-28, 1303
2013-07-29, 1579
2013-07-30, 1532
2013-07-31, 1435
2013-08-01, 1422
2013-08-02, 1335
2013-08-03, 1160
2013-08-04, 1299
2013-08-05, 1515
2013-08-06, 1407
2013-08-07, 1675
2013-08-08, 1555
2013-08-09, 1432
2013-08-10, 1200
2013-08-11, 1202
2013-08-12, 1489
2013-08-13, 1471
2013-08-14, 1368
2013-08-15, 1401
2013-08-16, 1408
2013-08-17, 1051
2013-08-18, 1460
2013-08-19, 1580
2013-08-20, 1474
2013-08-21, 1327
2013-08-22, 1290
2013-08-23, 1125
2013-08-24, 1060
2013-08-25, 1144
2013-08-26, 1414
2013-08-27, 1437
2013-08-28, 1561
2013-08-29, 1469
2013-08-30, 1252
2013-08-31, 877
2013-09-01, 1020
2013-09-02, 1172
2013-09-03, 1454
2013-09-04, 1460
2013-09-05, 1529
2013-09-06, 1331
2013-09-07, 1106
2013-09-08, 1256
2013-09-09, 1561
2013-09-10, 1563
2013-09-11, 1524
2013-09-12, 1878
2013-09-13, 1396
2013-09-14, 1283
2013-09-15, 1404
2013-09-16, 1764
2013-09-17, 1686
2013-09-18, 1726
2013-09-19, 1627
2013-09-20, 1482
2013-09-21, 1195
2013-09-22, 1287
2013-09-23, 1873
2013-09-24, 1795
2013-09-25, 1621
2013-09-26, 1688
2013-09-27, 1602
2013-09-28, 1160
2013-09-29, 1339
2013-09-30, 1793
2013-10-01, 2058
2013-10-02, 2059
2013-10-03, 2001
2013-10-04, 1827
2013-10-05, 1748
2013-10-06, 1777
2013-10-07, 2105
2013-10-08, 2119
2013-10-09, 2226
2013-10-10, 2229
2013-10-11, 1844
2013-10-12, 1298
2013-10-13, 1610
2013-10-14, 2026
2013-10-15, 1878
2013-10-16, 1886
2013-10-17, 1931
2013-10-18, 1838
2013-10-19, 1395
2013-10-20, 1569
2013-10-21, 2089
2013-10-22, 1957
2013-10-23, 2085
2013-10-24, 1953
2013-10-25, 1714
2013-10-26, 1517
2013-10-27, 1337
2013-10-28, 2012
2013-10-29, 2101
2013-10-30, 2165
2013-10-31, 1898
2013-11-01, 1777
2013-11-02, 1346
2013-11-03, 1486
2013-11-04, 1996
2013-11-05, 2117
2013-11-06, 2087
2013-11-07, 2213
2013-11-08, 2334
2013-11-09, 1333
2013-11-10, 1954
2013-11-11, 2228
2013-11-12, 2551
2013-11-13, 2447
2013-11-14, 2496
2013-11-15, 2329
2013-11-16, 1616
2013-11-17, 1796
2013-11-18, 2814
2013-11-19, 2564
2013-11-20, 2454
2013-11-21, 2223
2013-11-22, 2013
2013-11-23, 1349
2013-11-24, 1573
2013-11-25, 2248
2013-11-26, 2215
2013-11-27, 1992
2013-11-28, 1599
2013-11-29, 1514
2013-11-30, 1391
2013-12-01, 1661
2013-12-02, 2226
2013-12-03, 2637
2013-12-04, 2593
2013-12-05, 2426
2013-12-06, 2372
2013-12-07, 1835
2013-12-08, 1995
2013-12-09, 2989
2013-12-10, 2839
2013-12-11, 3720
2013-12-12, 1644
2013-12-13, 1502
2013-12-14, 983
2013-12-15, 1007
2013-12-16, 1534
2013-12-17, 1634
2013-12-18, 1501
2013-12-19, 1484
2013-12-20, 1085
2013-12-21, 706
2013-12-22, 747
2013-12-23, 965
2013-12-24, 733
2013-12-25, 633
2013-12-26, 813
2013-12-27, 899
2013-12-28, 804
2013-12-29, 855
2013-12-30, 913
2013-12-31, 887
2014-01-01, 695
2014-01-02, 1064
2014-01-03, 1093
2014-01-04, 984
2014-01-05, 201
2014-01-06, 583
2014-01-07, 1591
2014-01-08, 1635
2014-01-09, 1790
2014-01-10, 1693
2014-01-11, 1190
2014-01-12, 1188
2014-01-13, 1769
2014-01-14, 1692
2014-01-15, 1653
2014-01-16, 1635
2014-01-17, 1435
2014-01-18, 1041
2014-01-19, 1170
2014-01-20, 1540
2014-01-21, 1663
2014-01-22, 1655
2014-01-23, 1738
2014-01-24, 1425
2014-01-25, 1074
2014-01-26, 1277
2014-01-27, 1702
2014-01-28, 2080
2014-01-29, 1852
2014-01-30, 1655
2014-01-31, 1430
2014-02-01, 1078
2014-02-02, 1197
2014-02-03, 1611
2014-02-04, 1754
2014-02-05, 1990
2014-02-06, 1761
2014-02-07, 1505
2014-02-08, 1034
2014-02-09, 1298
2014-02-10, 1722
2014-02-11, 1702
2014-02-12, 1501
2014-02-13, 1441
2014-02-14, 1250
2014-02-15, 894
2014-02-16, 1092
2014-02-17, 1478
2014-02-18, 2181
2014-02-19, 1777
2014-02-20, 1719
2014-02-21, 1408
2014-02-22, 1099
2014-02-23, 1315
2014-02-24, 1887
2014-02-25, 1941
2014-02-26, 1915
2014-02-27, 1800
2014-02-28, 1511
2014-03-01, 1097
2014-03-02, 1339
2014-03-03, 1638
2014-03-04, 1785
2014-03-05, 1886
2014-03-06, 1911
2014-03-07, 1575
2014-03-08, 1035
2014-03-09, 1280
2014-03-10, 1722
2014-03-11, 1744
2014-03-12, 1623
2014-03-13, 1680
2014-03-14, 1318
2014-03-15, 994
2014-03-16, 1250
2014-03-17, 1813
2014-03-18, 1790
2014-03-19, 1781
2014-03-20, 1550
2014-03-21, 1493
2014-03-22, 1023
2014-03-23, 1397
2014-03-24, 1969
2014-03-25, 1850
2014-03-26, 1671
2014-03-27, 1653
2014-03-28, 1481
2014-03-29, 1152
2014-03-30, 2012
2014-03-31, 2715
2014-04-01, 2343
2014-04-02, 2092
2014-04-03, 1751
2014-04-04, 1610
2014-04-05, 1264
2014-04-06, 1486
2014-04-07, 2119
2014-04-08, 1780
2014-04-09, 1741
2014-04-10, 1943
2014-04-11, 1500
2014-04-12, 1078
2014-04-13, 1218
2014-04-14, 1723
2014-04-15, 1769
2014-04-16, 1674
2014-04-17, 1425
2014-04-18, 1226
2014-04-19, 969
2014-04-20, 1079
2014-04-21, 1586
2014-04-22, 1682
2014-04-23, 1796
2014-04-24, 1733
2014-04-25, 1554
2014-04-26, 1253
2014-04-27, 1640
2014-04-28, 2059
2014-04-29, 2360
2014-04-30, 1857
2014-05-01, 1687
2014-05-02, 1647
2014-05-03, 1236
2014-05-04, 1310
2014-05-05, 1867
2014-05-06, 1991
2014-05-07, 1843
2014-05-08, 1747
2014-05-09, 1444
2014-05-10, 1012
2014-05-11, 1066
2014-05-12, 1785
2014-05-13, 1718
2014-05-14, 1877
2014-05-15, 1702
2014-05-16, 1388
2014-05-17, 874
2014-05-18, 1055
2014-05-19, 1567
2014-05-20, 1605
2014-05-21, 1543
2014-05-22, 1480
2014-05-23, 1255
2014-05-24, 843
2014-05-25, 944
2014-05-26, 1296
2014-05-27, 1475
2014-05-28, 1463
2014-05-29, 1465
2014-05-30, 1337
2014-05-31, 861
2014-06-01, 1127
2014-06-02, 1368
2014-06-03, 1473
2014-06-04, 1452
2014-06-05, 1456
2014-06-06, 1214
2014-06-07, 779
2014-06-08, 921
2014-06-09, 1284
2014-06-10, 1398
2014-06-11, 1258
2014-06-12, 1302
2014-06-13, 965
2014-06-14, 783
2014-06-15, 934
2014-06-16, 1306
2014-06-17, 1418
2014-06-18, 1452
2014-06-19, 1284
2014-06-20, 1219
2014-06-21, 959
2014-06-22, 981
2014-06-23, 1672
2014-06-24, 1265
2014-06-25, 1214
2014-06-26, 1188
2014-06-27, 1167
2014-06-28, 778
2014-06-29, 988
2014-06-30, 1252
2014-07-01, 1091
2014-07-02, 1448
2014-07-03, 1291
2014-07-04, 939
2014-07-05, 739
2014-07-06, 879
2014-07-07, 1110
2014-07-08, 1269
2014-07-09, 1217
2014-07-10, 1238
2014-07-11, 1134
2014-07-12, 915
2014-07-13, 812
2014-07-14, 1175
2014-07-15, 1202
2014-07-16, 1193
2014-07-17, 1107
2014-07-18, 974
2014-07-19, 825
2014-07-20, 964
2014-07-21, 1191
2014-07-22, 1212
2014-07-23, 1632
2014-07-24, 1342
2014-07-25, 1021
2014-07-26, 908
2014-07-27, 1074
2014-07-28, 1892
2014-07-29, 1953
2014-07-30, 2404
2014-07-31, 2632
2014-08-01, 2720
2014-08-02, 2061
2014-08-03, 1752
2014-08-04, 2341
2014-08-05, 2519
2014-08-06, 2521
2014-08-07, 2444
2014-08-08, 2323
2014-08-09, 1589
2014-08-10, 1492
2014-08-11, 1907
2014-08-12, 1768
2014-08-13, 1712
2014-08-14, 1443
2014-08-15, 1524
2014-08-16, 1082
2014-08-17, 1219
2014-08-18, 1601
2014-08-19, 1593
2014-08-20, 1531
2014-08-21, 1518
2014-08-22, 1300
2014-08-23, 974
2014-08-24, 1054
2014-08-25, 1383
2014-08-26, 1403
2014-08-27, 1587
2014-08-28, 1137
2014-08-29, 1278
2014-08-30, 934
2014-08-31, 982
2014-09-01, 1209
2014-09-02, 1726
2014-09-03, 1748
2014-09-04, 1646
2014-09-05, 1408
2014-09-06, 983
2014-09-07, 1266
2014-09-08, 1639
2014-09-09, 1884
2014-09-10, 1896
2014-09-11, 1779
2014-09-12, 1637
2014-09-13, 1134
2014-09-14, 1349
2014-09-15, 1738
2014-09-16, 2012
2014-09-17, 2100
2014-09-18, 1885
2014-09-19, 1853
2014-09-20, 980
2014-09-21, 1195
2014-09-22, 1797
2014-09-23, 2258
2014-09-24, 1858
2014-09-25, 1728
2014-09-26, 1475
2014-09-27, 1057
2014-09-28, 1230
2014-09-29, 1749
2014-09-30, 2406
2014-10-01, 3802
2014-10-02, 3896
2014-10-03, 4342
2014-10-04, 2604
2014-10-05, 2657
2014-10-06, 3850
2014-10-07, 3950
2014-10-08, 4318
2014-10-09, 5034
2014-10-10, 3903
2014-10-11, 2310
2014-10-12, 3171
2014-10-13, 4974
2014-10-14, 5248
2014-10-15, 7840
2014-10-16, 7080
2014-10-17, 5759
2014-10-18, 2796
2014-10-19, 2664
2014-10-20, 3253
2014-10-21, 3280
2014-10-22, 2716
2014-10-23, 2556
2014-10-24, 2890
2014-10-25, 1560
2014-10-26, 1844
2014-10-27, 2680
2014-10-28, 2701
2014-10-29, 2445
2014-10-30, 2215
2014-10-31, 1926
2014-11-01, 1110
2014-11-02, 1473
2014-11-03, 2098
2014-11-04, 2048
2014-11-05, 1898
2014-11-06, 1795
2014-11-07, 1587
2014-11-08, 1004
2014-11-09, 1123
2014-11-10, 1904
2014-11-11, 1701
2014-11-12, 1735
2014-11-13, 1651
2014-11-14, 1550
2014-11-15, 1248
2014-11-16, 1205
2014-11-17, 2001
2014-11-18, 1805
2014-11-19, 1672
2014-11-20, 1600
2014-11-21, 1390
2014-11-22, 974
2014-11-23, 1118
2014-11-24, 1658
2014-11-25, 1562
2014-11-26, 1412
2014-11-27, 1086
2014-11-28, 989
2014-11-29, 906
2014-11-30, 1097
2014-12-01, 1865
2014-12-02, 1888
2014-12-03, 1815
2014-12-04, 1660
2014-12-05, 1377
2014-12-06, 970
2014-12-07, 1041
2014-12-08, 1688
2014-12-09, 1742
2014-12-10, 1595
2014-12-11, 1492
2014-12-12, 1215
2014-12-13, 801
2014-12-14, 928
2014-12-15, 1319
2014-12-16, 1310
2014-12-17, 1126
2014-12-18, 1121
2014-12-19, 747
2014-12-20, 458
2014-12-21, 486
2014-12-22, 607
2014-12-23, 562
2014-12-24, 449
2014-12-25, 358
2014-12-26, 554
