year,month,statefp,countyfp,infectionRate
2009,9,6,107,0.0016817593790426908
2009,9,6,111,0.0
2009,9,6,113,0.000564865373752589
2009,9,6,115,0.012048192771084338
2009,9,34,7,0.0
2009,9,34,9,0.001524390243902439
2009,9,34,11,0.0025
2009,9,34,15,0.0026560424966799467
2009,9,34,21,0.009569377990430622
2009,9,34,25,0.0
2009,9,34,29,0.0
2009,9,34,33,0.009615384615384616
2009,9,34,37,0.0
2009,9,53,67,0.008756567425569177
2009,10,6,13,0.0
2009,10,6,19,0.0009551098376313276
2009,10,6,29,0.001566579634464752
2009,10,6,37,0.0014390214654035256
2009,10,6,41,0.0
2009,10,6,61,0.0
2009,10,6,65,0.00012805736970162632
2009,10,6,67,0.0
2009,10,6,71,0.0
2009,10,6,85,0.0
2009,10,6,89,0.0
2009,10,6,97,0.0
2009,10,6,99,0.00030892801977139327
2009,10,6,107,0.0
2009,10,6,111,0.0
2009,10,6,113,0.0
2009,10,34,9,0.0
2009,10,34,11,0.0
2009,10,34,21,0.0
2009,10,34,25,0.0
2009,10,34,29,0.0
2009,10,34,33,0.0
2009,10,34,37,0.0
2009,11,6,37,0.00023914863087408825
2009,11,6,65,0.0
2009,11,6,71,0.0039447731755424065
2009,12,6,37,0.0
2009,12,6,65,0.0
2010,1,6,37,0.0
2010,1,6,65,0.0
2010,1,6,67,0.0
2010,1,6,71,0.0
2010,1,6,113,0.0
2010,2,6,37,0.0
2010,2,6,65,0.0
2010,2,6,67,0.0
2010,2,6,113,0.0
2010,3,6,29,0.0
2010,3,6,37,0.0
2010,3,6,65,0.0
2010,3,6,67,0.0
2010,3,6,71,0.0
2010,3,6,83,0.0
2010,3,6,113,0.0
2010,4,6,13,0.0
2010,4,6,19,0.0
2010,4,6,29,0.0
2010,4,6,37,0.0
2010,4,6,41,0.0
2010,4,6,65,0.0
2010,4,6,67,0.0
2010,4,6,71,0.0
2010,4,6,83,0.0
2010,4,6,97,0.0
2010,4,6,113,0.0
2010,5,6,13,0.0
2010,5,6,19,0.0
2010,5,6,29,0.0
2010,5,6,31,0.0
2010,5,6,37,0.0
2010,5,6,41,0.0
2010,5,6,65,5.763024435223605e-05
2010,5,6,67,0.0
2010,5,6,71,0.0004722550177095632
2010,5,6,83,0.0
2010,5,6,85,0.0
2010,5,6,89,0.0
2010,5,6,97,0.0
2010,5,6,99,0.0
2010,5,6,107,0.0
2010,5,6,113,0.0
2010,6,6,13,0.0
2010,6,6,19,0.0005512679162072767
2010,6,6,29,0.001715092816787732
2010,6,6,31,0.0
2010,6,6,37,0.0
2010,6,6,41,0.0
2010,6,6,61,0.0
2010,6,6,65,0.0009299138606108066
2010,6,6,67,0.0007696254489481786
2010,6,6,71,0.0
2010,6,6,83,0.0
2010,6,6,85,0.0014506769825918763
2010,6,6,89,0.0
2010,6,6,97,0.0
2010,6,6,99,0.0
2010,6,6,101,0.0003676470588235294
2010,6,6,107,0.00011111111111111112
2010,6,6,113,0.0
2010,6,6,115,0.0
2010,6,34,9,0.0
2010,6,34,15,0.002585649644473174
2010,6,34,25,0.0
2010,6,34,33,0.0
2010,6,34,37,0.0
2010,6,46,13,0.0
2010,6,46,83,0.0
2010,6,46,99,0.0
2010,6,53,67,0.000947268708556994
2010,7,6,1,0.0
2010,7,6,7,0.0006557377049180328
2010,7,6,13,0.0
2010,7,6,19,0.008403361344537815
2010,7,6,29,0.008132025831140876
2010,7,6,37,0.00048298572996706917
2010,7,6,41,0.0
2010,7,6,47,0.0
2010,7,6,61,0.0025575447570332483
2010,7,6,65,0.0027311744049941474
2010,7,6,67,0.007151650155343221
2010,7,6,71,0.0015552099533437014
2010,7,6,83,0.0
2010,7,6,85,0.004794520547945206
2010,7,6,89,0.0
2010,7,6,97,0.0
2010,7,6,99,0.0017769272826681246
2010,7,6,101,0.002212834439750553
2010,7,6,107,0.0033306784447179783
2010,7,6,111,0.0
2010,7,6,113,0.0001722356183258698
2010,7,6,115,0.0
2010,7,34,9,0.0005428881650380022
2010,7,34,15,0.008515364679748241
2010,7,34,21,0.004610951008645533
2010,7,34,29,0.25
2010,7,34,33,0.0
2010,7,46,13,0.0
2010,7,46,83,0.0
2010,7,46,99,0.0
2010,7,53,67,0.0016311439756415832
2010,8,6,1,0.0
2010,8,6,7,0.001568627450980392
2010,8,6,13,0.0003769317753486619
2010,8,6,19,0.006821037515706336
2010,8,6,21,0.0
2010,8,6,29,0.007501807664497469
2010,8,6,31,0.009950248756218905
2010,8,6,37,0.0013037037037037036
2010,8,6,41,0.0
2010,8,6,61,0.0019152685206465945
2010,8,6,65,0.0020829717063009894
2010,8,6,67,0.003391232423490488
2010,8,6,71,0.001932574618853339
2010,8,6,83,0.0
2010,8,6,85,0.0
2010,8,6,89,0.0
2010,8,6,97,0.0
2010,8,6,99,0.002765268231018409
2010,8,6,101,0.0025005683109797683
2010,8,6,107,0.007495181668927119
2010,8,6,111,0.0
2010,8,6,113,0.0004286326618088298
2010,8,6,115,0.002012072434607646
2010,8,34,7,0.0
2010,8,34,9,0.002708803611738149
2010,8,34,11,0.0
2010,8,34,15,0.019044645644708084
2010,8,34,21,0.01642935377875137
2010,8,34,29,0.0
2010,8,34,33,0.0
2010,8,46,13,0.0
2010,8,46,83,0.0
2010,8,46,99,0.0
2010,8,53,67,0.0010707456978967496
2010,9,6,7,0.0021141649048625794
2010,9,6,13,0.0009674298613350532
2010,9,6,19,0.0036107943747624477
2010,9,6,29,0.0036457542154033117
2010,9,6,31,0.0
2010,9,6,37,0.0015231610070782187
2010,9,6,41,0.0
2010,9,6,47,0.0
2010,9,6,61,0.00016170763260025875
2010,9,6,65,0.00017522340984755565
2010,9,6,67,0.0031333410699779505
2010,9,6,71,0.000980872976949485
2010,9,6,83,0.0
2010,9,6,85,0.0
2010,9,6,89,0.0
2010,9,6,97,0.0
2010,9,6,99,0.0024586499776486368
2010,9,6,101,0.001978891820580475
2010,9,6,107,0.0007552870090634441
2010,9,6,111,0.0
2010,9,6,113,0.0011335298118340512
2010,9,6,115,0.0
2010,9,34,9,0.0009886307464162135
2010,9,34,11,0.0
2010,9,34,15,0.017378711078928313
2010,9,34,21,0.008032128514056224
2010,9,34,25,0.0
2010,9,34,29,0.0
2010,9,34,33,0.0
2010,9,34,37,0.0
2010,9,53,67,0.0
2010,10,6,13,0.0
2010,10,6,19,0.0004752851711026616
2010,10,6,29,0.0011964107676969093
2010,10,6,31,0.0
2010,10,6,37,0.0010396811644429042
2010,10,6,41,0.0
2010,10,6,61,0.0006155740227762388
2010,10,6,65,5.664117813650524e-05
2010,10,6,67,0.001692047377326565
2010,10,6,71,0.0006939625260235947
2010,10,6,85,0.0
2010,10,6,89,0.0
2010,10,6,97,0.0
2010,10,6,99,0.000661485033901108
2010,10,6,111,0.0
2010,10,6,113,0.0006854009595613434
2010,10,34,9,0.0
2010,10,34,11,0.0
2010,10,34,15,0.0
2010,10,34,25,0.0
2010,10,34,29,0.0
2010,10,34,37,0.0
2010,11,6,37,0.00010475591870940707
2010,11,6,65,0.0003705075954057058
2010,11,6,71,0.0
2010,11,6,83,0.0
2010,12,6,37,0.0
2010,12,6,65,0.0
2011,1,6,37,0.0
2011,1,6,65,0.0
2011,2,6,37,0.0
2011,2,6,65,0.00029481132075471697
2011,3,6,19,0.0
2011,3,6,37,0.0
2011,3,6,65,0.0
2011,3,6,67,0.0
2011,3,6,71,0.0
2011,3,6,113,0.0
2011,4,6,13,0.0
2011,4,6,19,0.0
2011,4,6,29,0.0
2011,4,6,31,0.0
2011,4,6,37,0.0
2011,4,6,41,0.0
2011,4,6,61,0.0
2011,4,6,65,0.0
2011,4,6,67,0.0
2011,4,6,71,0.0
2011,4,6,83,0.0
2011,4,6,97,0.0
2011,4,6,113,0.0
2011,5,6,13,0.0
2011,5,6,19,0.0
2011,5,6,29,0.0
2011,5,6,31,0.0
2011,5,6,37,0.00010699764605178686
2011,5,6,41,0.0
2011,5,6,61,0.0
2011,5,6,65,0.0
2011,5,6,67,0.0
2011,5,6,71,0.0003132832080200501
2011,5,6,83,0.0
2011,5,6,85,0.0
2011,5,6,89,0.0
2011,5,6,97,0.0
2011,5,6,99,0.0
2011,5,6,113,0.0
2011,5,34,9,0.0
2011,5,34,37,0.0
2011,5,46,13,0.0
2011,6,6,13,0.0
2011,6,6,19,0.0007755373365832041
2011,6,6,29,0.00040142505895930555
2011,6,6,31,0.0
2011,6,6,37,0.00022097005855706552
2011,6,6,41,0.0
2011,6,6,61,0.0
2011,6,6,65,0.0
2011,6,6,67,0.0
2011,6,6,71,0.0
2011,6,6,83,0.0
2011,6,6,85,0.0012048192771084338
2011,6,6,89,0.0
2011,6,6,97,0.0
2011,6,6,99,0.0
2011,6,6,101,0.0
2011,6,6,107,0.0025795356835769563
2011,6,6,113,0.0
2011,6,6,115,0.0
2011,6,34,1,0.0
2011,6,34,9,0.0
2011,6,34,11,0.0
2011,6,34,15,0.0012755102040816326
2011,6,34,25,0.0
2011,6,34,29,0.0
2011,6,34,33,0.0
2011,6,34,37,0.0
2011,6,46,13,0.0
2011,6,46,65,0.0
2011,7,6,1,0.0
2011,7,6,7,0.0
2011,7,6,13,0.0
2011,7,6,19,0.003949814126394052
2011,7,6,29,0.004147146916519469
2011,7,6,31,0.007751937984496124
2011,7,6,37,0.00592535164470041
2011,7,6,41,0.0
2011,7,6,61,0.0005247507433968865
2011,7,6,65,0.0
2011,7,6,67,0.00327777390334054
2011,7,6,71,0.0009078529278256923
2011,7,6,83,0.0
2011,7,6,85,0.0
2011,7,6,89,0.0
2011,7,6,97,0.0
2011,7,6,99,0.0015108022359873092
2011,7,6,101,0.00027442371020856203
2011,7,6,107,0.00674675004113872
2011,7,6,111,0.0
2011,7,6,113,0.0
2011,7,6,115,0.0
2011,7,34,9,0.000444247001332741
2011,7,34,11,0.0
2011,7,34,15,0.0040128410914927765
2011,7,34,21,0.007434944237918215
2011,7,34,25,0.0
2011,7,34,29,0.0
2011,7,34,33,0.0
2011,7,34,37,0.0
2011,7,46,13,0.0
2011,7,53,67,0.0
2011,8,6,1,0.0
2011,8,6,7,0.0
2011,8,6,13,0.0011210762331838565
2011,8,6,19,0.007360672975814932
2011,8,6,21,0.0
2011,8,6,29,0.009244209670865502
2011,8,6,31,0.022727272727272728
2011,8,6,37,0.011312083897955577
2011,8,6,41,0.0
2011,8,6,61,0.0019240976645435244
2011,8,6,65,0.0018070112034694614
2011,8,6,67,0.0097006188325807
2011,8,6,71,0.006212001057361882
2011,8,6,83,0.0
2011,8,6,85,0.01054481546572935
2011,8,6,89,0.0
2011,8,6,97,0.0
2011,8,6,99,0.0037974683544303796
2011,8,6,101,0.004629629629629629
2011,8,6,107,0.010427528675703858
2011,8,6,113,0.0003116721209287829
2011,8,6,115,0.0
2011,8,34,9,0.0006381620931716656
2011,8,34,11,0.0
2011,8,34,15,0.01218369259606373
2011,8,34,21,0.01972386587771203
2011,8,34,29,0.0
2011,8,34,33,0.0
2011,8,46,13,0.0
2011,8,46,83,0.0
2011,8,46,99,0.0
2011,8,53,67,0.0
2011,9,6,1,0.0
2011,9,6,7,0.0005750431282346176
2011,9,6,13,0.0006693440428380187
2011,9,6,19,0.0037593984962406013
2011,9,6,21,0.0
2011,9,6,29,0.004862501532300903
2011,9,6,31,0.0
2011,9,6,37,0.010331103395715132
2011,9,6,41,0.0
2011,9,6,47,0.0
2011,9,6,61,0.0015204170286707212
2011,9,6,65,0.0015528811491320503
2011,9,6,67,0.007479102507699076
2011,9,6,71,0.0066974252120851315
2011,9,6,83,0.0
2011,9,6,85,0.006430868167202572
2011,9,6,89,0.00043047783039173483
2011,9,6,97,0.0
2011,9,6,99,0.00308000308000308
2011,9,6,101,0.002698327037236913
2011,9,6,107,0.0026595744680851063
2011,9,6,111,0.0
2011,9,6,113,0.0015276504735716467
2011,9,6,115,0.003367003367003367
2011,9,34,7,0.0
2011,9,34,9,0.0004830917874396135
2011,9,34,15,0.0025957170668397143
2011,9,34,21,0.0031201248049922
2011,9,34,25,0.0
2011,9,34,29,0.0
2011,9,34,33,0.0
2011,9,34,37,0.01694915254237288
2011,9,46,13,0.0
2011,9,46,83,0.0
2011,9,46,99,0.0
2011,9,53,67,0.0008675534991324465
2011,10,6,1,0.0
2011,10,6,7,0.0
2011,10,6,13,0.0007645259938837921
2011,10,6,19,0.0023956194387405884
2011,10,6,29,0.0014958863126402393
2011,10,6,37,0.0036020370140355234
2011,10,6,41,0.0
2011,10,6,61,0.0
2011,10,6,65,0.00027895559027002904
2011,10,6,67,0.0012399256044637321
2011,10,6,71,0.005357142857142857
2011,10,6,75,0.0
2011,10,6,85,0.0009737098344693282
2011,10,6,89,0.0
2011,10,6,97,0.0035460992907801418
2011,10,6,99,0.0020621593754603035
2011,10,6,111,0.0
2011,10,6,113,0.0
2011,10,34,9,0.0006901311249137336
2011,10,34,11,0.0
2011,10,34,15,0.0018587360594795538
2011,10,34,21,0.0
2011,10,34,25,0.0
2011,10,34,29,0.0
2011,10,34,33,0.0
2011,10,34,37,0.0
2011,11,6,29,0.0
2011,11,6,37,0.0006255212677231026
2011,11,6,65,0.0
2011,11,6,67,0.0
2011,11,6,71,0.0007396449704142012
2011,11,6,97,0.0
2011,11,6,113,0.0
2011,12,6,37,0.0
2011,12,6,65,0.0
2011,12,6,71,0.0
2012,1,6,37,0.0
2012,1,6,65,0.0
2012,1,6,71,0.0
2012,2,6,37,0.0
2012,2,6,65,0.0
2012,2,6,67,0.0
2012,2,6,71,0.0
2012,3,6,37,0.0
2012,3,6,65,6.290890790135883e-05
2012,3,6,67,0.0
2012,3,6,71,0.0
2012,3,6,89,0.0
2012,3,6,113,0.0
2012,4,6,13,0.0
2012,4,6,19,0.0
2012,4,6,29,0.0
2012,4,6,37,0.0
2012,4,6,41,0.0
2012,4,6,61,0.0
2012,4,6,65,0.0
2012,4,6,67,0.0
2012,4,6,71,0.0
2012,4,6,97,0.0
2012,4,6,113,0.0
2012,5,6,13,0.0
2012,5,6,19,0.0
2012,5,6,29,0.001176470588235294
2012,5,6,37,0.0
2012,5,6,41,0.0
2012,5,6,61,0.0
2012,5,6,65,0.00039924144126160294
2012,5,6,67,0.003278688524590164
2012,5,6,71,0.0
2012,5,6,83,0.0
2012,5,6,85,0.0
2012,5,6,89,0.0
2012,5,6,97,0.0
2012,5,6,99,0.0
2012,5,6,101,0.0
2012,5,6,107,0.0
2012,5,6,111,0.0
2012,5,6,113,0.0017825311942959
2012,5,6,115,0.0
2012,5,34,9,0.0
2012,5,34,11,0.0
2012,5,34,15,0.000281135788585887
2012,5,34,21,0.0
2012,5,34,25,0.0
2012,5,34,33,0.0
2012,5,34,37,0.0
2012,6,6,7,0.0
2012,6,6,13,0.0
2012,6,6,19,0.002766855977865152
2012,6,6,29,0.0067599434051249805
2012,6,6,31,0.0
2012,6,6,37,0.00042718612499466016
2012,6,6,41,0.0
2012,6,6,61,0.0
2012,6,6,65,0.0014838488756991211
2012,6,6,67,0.00794219126358961
2012,6,6,71,0.0
2012,6,6,83,0.0
2012,6,6,85,0.0
2012,6,6,89,0.0
2012,6,6,97,0.0
2012,6,6,99,0.0
2012,6,6,101,0.0010960906101571063
2012,6,6,107,0.006600660066006601
2012,6,6,111,0.010869565217391304
2012,6,6,113,0.0012658227848101266
2012,6,6,115,0.0
2012,6,34,9,0.00027277686852154935
2012,6,34,11,0.0
2012,6,34,15,0.001635322976287817
2012,6,34,21,0.003054989816700611
2012,6,34,25,0.0
2012,6,34,29,0.0
2012,6,34,33,0.0
2012,6,34,37,0.0
2012,6,46,13,0.02
2012,6,53,67,0.0
2012,7,6,1,0.0
2012,7,6,7,0.0007636502481863307
2012,7,6,13,0.0031725888324873096
2012,7,6,19,0.005723510419724098
2012,7,6,29,0.007617340651954744
2012,7,6,31,0.0
2012,7,6,37,0.0032481593763534
2012,7,6,41,0.0
2012,7,6,61,0.0042052948485138105
2012,7,6,65,0.005033748998970369
2012,7,6,67,0.01310665068903535
2012,7,6,71,0.006197183098591549
2012,7,6,83,0.0
2012,7,6,85,0.0
2012,7,6,89,0.0
2012,7,6,97,0.0024242424242424242
2012,7,6,99,0.0023521505376344087
2012,7,6,101,0.0018521636639164843
2012,7,6,107,0.00816326530612245
2012,7,6,111,0.0
2012,7,6,113,0.0028464685998932575
2012,7,6,115,0.0038684719535783366
2012,7,34,9,0.0023006134969325155
2012,7,34,11,0.0
2012,7,34,15,0.005547445255474452
2012,7,34,21,0.0108
2012,7,34,25,0.0
2012,7,34,29,0.0
2012,7,46,13,0.007303712720632989
2012,7,53,67,0.0
2012,8,6,1,0.0
2012,8,6,7,0.0055058499655884375
2012,8,6,13,0.003751563151313047
2012,8,6,19,0.006053428082642453
2012,8,6,21,0.0
2012,8,6,29,0.0071482889733840305
2012,8,6,31,0.0
2012,8,6,37,0.007084552595102418
2012,8,6,41,0.0
2012,8,6,61,0.004521739130434782
2012,8,6,65,0.004267566494640731
2012,8,6,67,0.009422948632421614
2012,8,6,71,0.00824014125956445
2012,8,6,83,0.0
2012,8,6,85,0.0017406440382941688
2012,8,6,89,0.0009575792396820837
2012,8,6,97,0.0
2012,8,6,99,0.003909205548549811
2012,8,6,101,0.002284408909194746
2012,8,6,107,0.011162079510703363
2012,8,6,113,0.005198725473754821
2012,8,6,115,0.0070126227208976155
2012,8,34,3,0.3333333333333333
2012,8,34,9,0.0023932987634623054
2012,8,34,11,0.0
2012,8,34,15,0.008523695874531197
2012,8,34,21,0.014787430683918669
2012,8,34,25,0.0
2012,8,34,37,0.0
2012,8,46,13,0.008213552361396304
2012,8,53,67,0.0
2012,9,6,1,0.0
2012,9,6,7,0.004886988393402566
2012,9,6,13,0.002158894645941278
2012,9,6,19,0.0030978934324659233
2012,9,6,29,0.004799122446181269
2012,9,6,31,0.018518518518518517
2012,9,6,37,0.009529411764705882
2012,9,6,41,0.0
2012,9,6,47,0.0
2012,9,6,61,0.00099626400996264
2012,9,6,65,0.00045377197958026093
2012,9,6,67,0.005155925155925156
2012,9,6,71,0.003032600454890068
2012,9,6,83,0.0
2012,9,6,85,0.0017953321364452424
2012,9,6,89,0.003849114703618168
2012,9,6,97,0.0019305019305019305
2012,9,6,99,0.003037953018698387
2012,9,6,101,0.001639344262295082
2012,9,6,107,0.003518648838845883
2012,9,6,111,0.0
2012,9,6,113,0.006594820653048094
2012,9,6,115,0.016260162601626018
2012,9,34,9,0.0052231718898385565
2012,9,34,11,0.0
2012,9,34,15,0.007566204287515763
2012,9,34,21,0.00819672131147541
2012,9,34,25,0.0
2012,9,34,29,0.0
2012,9,34,33,0.0
2012,9,34,37,0.0
2012,9,46,13,0.05
2012,10,6,7,0.0
2012,10,6,13,0.0
2012,10,6,19,0.002564102564102564
2012,10,6,29,0.002126603813709506
2012,10,6,31,0.0
2012,10,6,37,0.007465580764010084
2012,10,6,41,0.0
2012,10,6,61,0.0014326647564469914
2012,10,6,65,0.00020771883178929003
2012,10,6,67,0.000676132521974307
2012,10,6,71,0.0006633499170812604
2012,10,6,85,0.0
2012,10,6,89,0.008547008547008548
2012,10,6,97,0.0
2012,10,6,99,0.001610458507010231
2012,10,6,101,0.0
2012,10,6,107,0.00424757281553398
2012,10,6,111,0.0
2012,10,6,113,0.0
2012,10,34,1,0.0
2012,10,34,9,0.0033259423503325942
2012,10,34,11,0.0
2012,10,34,15,0.0051813471502590676
2012,10,34,21,0.0
2012,10,34,25,0.0
2012,10,34,29,0.0
2012,10,34,33,0.0
2012,10,34,37,0.038461538461538464
2012,11,6,37,0.0033430232558139534
2012,11,6,41,0.0
2012,11,6,65,0.0002634005004609509
2012,11,6,71,0.0024855012427506215
2012,11,6,97,0.0
2012,11,6,99,0.0
2012,11,6,113,0.0
2012,12,6,37,0.0
2012,12,6,65,0.0004103405826836274
2012,12,6,71,0.0
2013,1,6,65,0.0
2013,1,6,71,0.0
2013,2,6,71,0.0
2013,3,6,19,0.0
2013,3,6,65,0.0
2013,3,6,67,0.0
2013,3,6,71,0.0
2013,4,6,13,0.0
2013,4,6,19,0.0
2013,4,6,29,0.0
2013,4,6,37,0.0
2013,4,6,41,0.0
2013,4,6,61,0.0
2013,4,6,65,0.0
2013,4,6,71,0.0
2013,4,6,83,0.0
2013,4,6,89,0.0
2013,4,6,97,0.0
2013,4,6,107,0.0
2013,5,6,13,0.0
2013,5,6,19,0.0007780082987551867
2013,5,6,29,0.0
2013,5,6,31,0.0
2013,5,6,37,0.000269895126465145
2013,5,6,41,0.0
2013,5,6,61,0.0
2013,5,6,65,0.0
2013,5,6,67,0.0
2013,5,6,71,0.0
2013,5,6,83,0.0
2013,5,6,85,0.0
2013,5,6,89,0.0
2013,5,6,97,0.0
2013,5,6,99,0.0
2013,5,6,107,0.0007283321194464676
2013,5,6,113,0.0
2013,5,6,115,0.0
2013,5,34,9,0.0
2013,5,34,15,0.0
2013,5,34,25,0.0
2013,5,49,35,0.0
2013,6,6,7,0.0
2013,6,6,13,0.0005730659025787965
2013,6,6,19,0.0014456836018174309
2013,6,6,29,0.003401360544217687
2013,6,6,37,0.0015119563919945888
2013,6,6,41,0.0
2013,6,6,61,0.0016072002571520412
2013,6,6,65,0.0004874244492103724
2013,6,6,67,0.0027739251040221915
2013,6,6,71,0.00038955979742890534
2013,6,6,83,0.0
2013,6,6,85,0.0
2013,6,6,89,0.0
2013,6,6,97,0.0
2013,6,6,99,0.0
2013,6,6,101,0.0021430484864720066
2013,6,6,107,0.0
2013,6,6,111,0.0
2013,6,6,113,0.001557249405786411
2013,6,6,115,0.0036363636363636364
2013,6,34,9,0.0
2013,6,34,15,0.0
2013,6,34,21,0.0
2013,6,34,33,0.0
2013,6,46,11,0.0022988505747126436
2013,6,49,35,0.0
2013,7,6,1,0.0
2013,7,6,7,0.00658165364047717
2013,7,6,13,0.0013221683561040105
2013,7,6,19,0.004297378599054577
2013,7,6,21,0.013333333333333334
2013,7,6,29,0.0055852355512384655
2013,7,6,31,0.1111111111111111
2013,7,6,37,0.008387196060326254
2013,7,6,41,0.0
2013,7,6,61,0.0037171431100097353
2013,7,6,65,0.003395585738539898
2013,7,6,67,0.007534793014803652
2013,7,6,71,0.01125931058375195
2013,7,6,75,0.0
2013,7,6,83,0.0
2013,7,6,85,0.005411255411255411
2013,7,6,89,0.0012048192771084338
2013,7,6,97,0.0
2013,7,6,99,0.003256364712847839
2013,7,6,101,0.009742236655165415
2013,7,6,107,0.0027100271002710027
2013,7,6,113,0.006821503979210655
2013,7,6,115,0.0057692307692307696
2013,7,34,9,0.0007698229407236335
2013,7,34,15,0.003754106053496011
2013,7,34,21,0.006057268722466961
2013,7,34,29,0.0
2013,7,46,11,0.004310957411530627
2013,7,49,35,0.0
2013,8,6,1,0.0
2013,8,6,7,0.00526085050416484
2013,8,6,13,0.004422332780541736
2013,8,6,19,0.004654983570646221
2013,8,6,29,0.009942828734775044
2013,8,6,37,0.011896782841823056
2013,8,6,41,0.0
2013,8,6,47,0.0
2013,8,6,61,0.005255255255255256
2013,8,6,65,0.002340207693432792
2013,8,6,67,0.007691814627267483
2013,8,6,71,0.015321434212604644
2013,8,6,83,0.0
2013,8,6,85,0.001763668430335097
2013,8,6,89,0.003274087932647334
2013,8,6,97,0.0
2013,8,6,99,0.0046483549652882586
2013,8,6,101,0.0029568302779420462
2013,8,6,107,0.008709245198749441
2013,8,6,113,0.007591300779647107
2013,8,6,115,0.005434782608695652
2013,8,34,9,0.005626598465473146
2013,8,34,15,0.0073914382506929475
2013,8,34,21,0.010869565217391304
2013,8,34,33,0.0
2013,8,46,11,0.00944386149003148
2013,8,49,35,0.0
2013,9,6,7,0.001936733376371853
2013,9,6,13,0.00033046926635822867
2013,9,6,19,0.00318287037037037
2013,9,6,29,0.002241434518091579
2013,9,6,37,0.008473550417624985
2013,9,6,41,0.0
2013,9,6,61,0.0007908264136022143
2013,9,6,65,0.0011456297594177505
2013,9,6,67,0.0034047011065278594
2013,9,6,71,0.011326453561540398
2013,9,6,75,0.0
2013,9,6,83,0.0
2013,9,6,85,0.0009532888465204957
2013,9,6,89,0.005656108597285068
2013,9,6,97,0.010245901639344262
2013,9,6,99,0.003224142378127418
2013,9,6,101,0.0
2013,9,6,107,0.00949367088607595
2013,9,6,111,0.0
2013,9,6,113,0.0029178338001867414
2013,9,6,115,0.0
2013,9,34,9,0.028639618138424822
2013,9,34,15,0.004041311180960934
2013,9,34,21,0.024390243902439025
2013,9,34,29,0.0
2013,9,34,33,0.0
2013,9,46,11,0.0066844919786096255
2013,9,49,35,0.0
2013,10,6,7,0.0
2013,10,6,13,0.0
2013,10,6,19,0.0005509641873278236
2013,10,6,29,0.0014275517487508922
2013,10,6,37,0.0033552151714077317
2013,10,6,41,0.0
2013,10,6,61,0.0
2013,10,6,65,0.0
2013,10,6,67,0.0023513604299630502
2013,10,6,71,0.005719187875321705
2013,10,6,85,0.0
2013,10,6,89,0.0
2013,10,6,97,0.0
2013,10,6,99,0.00233402489626556
2013,10,6,107,0.004056795131845842
2013,10,6,111,0.0
2013,10,6,113,0.0008880994671403197
2013,10,34,7,0.0
2013,10,34,9,0.01694915254237288
2013,10,34,15,0.0024752475247524753
2013,10,34,29,0.0
2013,10,34,33,0.0
2013,10,46,11,0.0
2013,11,6,37,0.0004757373929590866
2013,11,6,41,0.0
2013,11,6,65,0.0
2013,11,6,71,0.0022512381809995496
2013,11,6,97,0.0
2013,12,6,37,0.0
2013,12,6,65,0.0
2013,12,6,71,0.0
2014,1,4,13,0.0
2014,1,6,71,0.0
2014,1,6,85,0.0
2014,2,4,13,0.0
2014,2,6,71,0.0
2014,3,4,13,0.0
2014,3,6,37,0.0
2014,3,6,61,0.0
2014,3,6,71,0.0
2014,3,6,83,0.0
2014,3,6,89,0.0
2014,4,4,13,0.0
2014,4,6,13,0.0
2014,4,6,19,0.0
2014,4,6,29,0.0
2014,4,6,37,0.0
2014,4,6,41,0.0
2014,4,6,61,0.0
2014,4,6,65,0.0
2014,4,6,67,0.0
2014,4,6,71,0.0008048937540244687
2014,4,6,83,0.0
2014,4,6,85,0.0
2014,4,6,89,0.0
2014,4,6,97,0.0
2014,4,6,101,0.0
2014,4,6,107,0.0
2014,4,6,113,0.0
2014,5,4,13,0.0
2014,5,6,7,0.0
2014,5,6,13,0.0
2014,5,6,19,0.0
2014,5,6,29,0.0
2014,5,6,37,8.128759551292472e-05
2014,5,6,41,0.0
2014,5,6,61,0.0
2014,5,6,65,0.0
2014,5,6,67,0.0
2014,5,6,71,0.0006347191367819739
2014,5,6,83,0.0
2014,5,6,85,0.004395604395604396
2014,5,6,89,0.0
2014,5,6,97,0.000725689404934688
2014,5,6,99,0.0
2014,5,6,101,0.0
2014,5,6,107,0.0040858018386108275
2014,5,6,113,0.0
2014,5,6,115,0.0
2014,5,34,15,0.0
2014,5,34,21,0.0
2014,5,34,25,0.0
2014,5,46,11,0.0
2014,5,46,29,0.0
2014,5,49,35,0.0
2014,6,4,13,0.006632499246306904
2014,6,6,1,0.0
2014,6,6,7,0.0
2014,6,6,13,0.0011013215859030838
2014,6,6,19,0.0035650623885918
2014,6,6,29,0.0024603608529250955
2014,6,6,37,0.0003295978905735003
2014,6,6,41,0.010309278350515464
2014,6,6,61,0.0008587376556462001
2014,6,6,65,0.0
2014,6,6,67,0.004894804637183341
2014,6,6,71,0.0005952380952380953
2014,6,6,83,0.0
2014,6,6,85,0.012036108324974924
2014,6,6,89,0.0005268703898840885
2014,6,6,97,0.0019267822736030828
2014,6,6,99,0.001394700139470014
2014,6,6,101,0.001524390243902439
2014,6,6,107,0.010520913523222993
2014,6,6,111,0.0
2014,6,6,113,0.002175805047867711
2014,6,6,115,0.0041841004184100415
2014,6,34,9,0.0
2014,6,34,15,0.0
2014,6,34,21,0.0
2014,6,34,29,0.0
