,count,avgTemp,minTemp,maxTemp,precipitation,zindex,male_under_17,male_18_to_40,male_40_to_64,male_over_65,female_under_17,female_18_to_40,female_40_to_64,female_over_65,total_population,male_population,female_population,white_population,black_population,native_american_population,asian_population,pacific_islander_population,household_income
2014-10,1.0,54.3,44.0,61.0,4.33,2.76,1559011.0,1949104.0,2082580.0,722629.0,1495955.0,1918567.0,2167247.0,973654.0,12868747.0,6313324.0,6555423.0,9331376.0,1849054.0,28535.0,627402.0,3240.0,4778633.0
2014-11,0.0,34.6,25.7,40.3,1.86,0.94,1559011.0,1949104.0,2082580.0,722629.0,1495955.0,1918567.0,2167247.0,973654.0,12868747.0,6313324.0,6555423.0,9331376.0,1849054.0,28535.0,627402.0,3240.0,4778633.0
2014-12,0.0,33.9,27.9,36.2,1.9,0.13,1559011.0,1949104.0,2082580.0,722629.0,1495955.0,1918567.0,2167247.0,973654.0,12868747.0,6313324.0,6555423.0,9331376.0,1849054.0,28535.0,627402.0,3240.0,4778633.0
2015-01,0.0,25.7,17.6,36.7,1.5,-0.29,1542306.0,1947402.0,2082771.0,744420.0,1481428.0,1919275.0,2162591.0,993568.0,12873761.0,6316899.0,6556862.0,9312771.0,1846108.0,28363.0,645642.0,3407.0,4786388.0
2015-02,0.0,19.4,9.8,44.8,1.43,-0.37,1542306.0,1947402.0,2082771.0,744420.0,1481428.0,1919275.0,2162591.0,993568.0,12873761.0,6316899.0,6556862.0,9312771.0,1846108.0,28363.0,645642.0,3407.0,4786388.0
2015-03,0.0,38.3,27.7,53.5,2.35,-0.72,1542306.0,1947402.0,2082771.0,744420.0,1481428.0,1919275.0,2162591.0,993568.0,12873761.0,6316899.0,6556862.0,9312771.0,1846108.0,28363.0,645642.0,3407.0,4786388.0
2015-04,0.0,54.3,42.3,55.3,3.41,-0.66,1542306.0,1947402.0,2082771.0,744420.0,1481428.0,1919275.0,2162591.0,993568.0,12873761.0,6316899.0,6556862.0,9312771.0,1846108.0,28363.0,645642.0,3407.0,4786388.0
2015-05,0.0,64.9,54.5,63.8,5.39,1.04,1542306.0,1947402.0,2082771.0,744420.0,1481428.0,1919275.0,2162591.0,993568.0,12873761.0,6316899.0,6556862.0,9312771.0,1846108.0,28363.0,645642.0,3407.0,4786388.0
2015-06,0.0,71.7,62.5,80.0,9.44,6.41,1542306.0,1947402.0,2082771.0,744420.0,1481428.0,1919275.0,2162591.0,993568.0,12873761.0,6316899.0,6556862.0,9312771.0,1846108.0,28363.0,645642.0,3407.0,4786388.0
2015-07,1.0,74.2,64.8,79.6,5.21,2.32,1542306.0,1947402.0,2082771.0,744420.0,1481428.0,1919275.0,2162591.0,993568.0,12873761.0,6316899.0,6556862.0,9312771.0,1846108.0,28363.0,645642.0,3407.0,4786388.0
2015-08,26.0,71.9,61.3,81.4,3.02,0.36,1542306.0,1947402.0,2082771.0,744420.0,1481428.0,1919275.0,2162591.0,993568.0,12873761.0,6316899.0,6556862.0,9312771.0,1846108.0,28363.0,645642.0,3407.0,4786388.0
2015-09,20.0,70.4,58.8,71.9,3.42,0.16,1542306.0,1947402.0,2082771.0,744420.0,1481428.0,1919275.0,2162591.0,993568.0,12873761.0,6316899.0,6556862.0,9312771.0,1846108.0,28363.0,645642.0,3407.0,4786388.0
2015-10,3.0,56.0,44.6,62.6,1.44,-1.31,1542306.0,1947402.0,2082771.0,744420.0,1481428.0,1919275.0,2162591.0,993568.0,12873761.0,6316899.0,6556862.0,9312771.0,1846108.0,28363.0,645642.0,3407.0,4786388.0
2015-11,1.0,46.6,36.8,38.7,5.52,2.77,1542306.0,1947402.0,2082771.0,744420.0,1481428.0,1919275.0,2162591.0,993568.0,12873761.0,6316899.0,6556862.0,9312771.0,1846108.0,28363.0,645642.0,3407.0,4786388.0
2015-12,0.0,41.1,33.9,31.5,6.67,5.26,1542306.0,1947402.0,2082771.0,744420.0,1481428.0,1919275.0,2162591.0,993568.0,12873761.0,6316899.0,6556862.0,9312771.0,1846108.0,28363.0,645642.0,3407.0,4786388.0
2016-01,0.0,26.9,19.0,33.2,0.86,-1.11,1525576.0,1946482.0,2070673.0,767729.0,1465053.0,1910248.0,2149555.0,1016368.0,12851684.0,6310460.0,6541224.0,9270907.0,1837612.0,29399.0,655799.0,4186.0,4802124.0
2016-02,0.0,33.8,25.4,41.2,1.31,-0.63,1525576.0,1946482.0,2070673.0,767729.0,1465053.0,1910248.0,2149555.0,1016368.0,12851684.0,6310460.0,6541224.0,9270907.0,1837612.0,29399.0,655799.0,4186.0,4802124.0
2016-03,0.0,47.3,37.6,46.6,3.35,-0.49,1525576.0,1946482.0,2070673.0,767729.0,1465053.0,1910248.0,2149555.0,1016368.0,12851684.0,6310460.0,6541224.0,9270907.0,1837612.0,29399.0,655799.0,4186.0,4802124.0
2016-04,0.0,53.0,41.6,59.7,3.3,-0.61,1525576.0,1946482.0,2070673.0,767729.0,1465053.0,1910248.0,2149555.0,1016368.0,12851684.0,6310460.0,6541224.0,9270907.0,1837612.0,29399.0,655799.0,4186.0,4802124.0
2016-05,1.0,62.0,51.5,63.0,4.34,0.33,1525576.0,1946482.0,2070673.0,767729.0,1465053.0,1910248.0,2149555.0,1016368.0,12851684.0,6310460.0,6541224.0,9270907.0,1837612.0,29399.0,655799.0,4186.0,4802124.0
2016-06,0.0,74.8,63.3,76.4,3.13,-1.48,1525576.0,1946482.0,2070673.0,767729.0,1465053.0,1910248.0,2149555.0,1016368.0,12851684.0,6310460.0,6541224.0,9270907.0,1837612.0,29399.0,655799.0,4186.0,4802124.0
2016-07,5.0,75.6,66.4,80.6,6.9,3.78,1525576.0,1946482.0,2070673.0,767729.0,1465053.0,1910248.0,2149555.0,1016368.0,12851684.0,6310460.0,6541224.0,9270907.0,1837612.0,29399.0,655799.0,4186.0,4802124.0
2016-08,49.0,75.7,66.5,81.3,6.77,4.46,1525576.0,1946482.0,2070673.0,767729.0,1465053.0,1910248.0,2149555.0,1016368.0,12851684.0,6310460.0,6541224.0,9270907.0,1837612.0,29399.0,655799.0,4186.0,4802124.0
2016-09,37.0,70.8,60.1,67.8,3.42,0.53,1525576.0,1946482.0,2070673.0,767729.0,1465053.0,1910248.0,2149555.0,1016368.0,12851684.0,6310460.0,6541224.0,9270907.0,1837612.0,29399.0,655799.0,4186.0,4802124.0
2016-10,5.0,59.9,49.2,55.4,2.38,-0.21,1525576.0,1946482.0,2070673.0,767729.0,1465053.0,1910248.0,2149555.0,1016368.0,12851684.0,6310460.0,6541224.0,9270907.0,1837612.0,29399.0,655799.0,4186.0,4802124.0
2016-11,0.0,48.1,37.7,48.2,2.59,0.18,1525576.0,1946482.0,2070673.0,767729.0,1465053.0,1910248.0,2149555.0,1016368.0,12851684.0,6310460.0,6541224.0,9270907.0,1837612.0,29399.0,655799.0,4186.0,4802124.0
2016-12,1.0,28.9,21.8,27.6,1.4,-0.39,1525576.0,1946482.0,2070673.0,767729.0,1465053.0,1910248.0,2149555.0,1016368.0,12851684.0,6310460.0,6541224.0,9270907.0,1837612.0,29399.0,655799.0,4186.0,4802124.0
2017-01,0.0,32.1,24.9,27.3,2.13,0.52,1509583.0,1943293.0,2061433.0,798291.0,1449414.0,1907253.0,2135618.0,1049641.0,12854526.0,6312600.0,6541926.0,9236701.0,1833501.0,29696.0,671811.0,4275.0,4818452.0
2017-02,0.0,41.1,30.2,37.2,0.73,-2.11,1509583.0,1943293.0,2061433.0,798291.0,1449414.0,1907253.0,2135618.0,1049641.0,12854526.0,6312600.0,6541926.0,9236701.0,1833501.0,29696.0,671811.0,4275.0,4818452.0
2017-03,0.0,43.2,33.5,47.8,3.56,0.33,1509583.0,1943293.0,2061433.0,798291.0,1449414.0,1907253.0,2135618.0,1049641.0,12854526.0,6312600.0,6541926.0,9236701.0,1833501.0,29696.0,671811.0,4275.0,4818452.0
2017-04,0.0,56.5,45.5,50.9,6.88,3.13,1509583.0,1943293.0,2061433.0,798291.0,1449414.0,1907253.0,2135618.0,1049641.0,12854526.0,6312600.0,6541926.0,9236701.0,1833501.0,29696.0,671811.0,4275.0,4818452.0
2017-05,0.0,61.9,51.3,64.1,5.17,1.25,1509583.0,1943293.0,2061433.0,798291.0,1449414.0,1907253.0,2135618.0,1049641.0,12854526.0,6312600.0,6541926.0,9236701.0,1833501.0,29696.0,671811.0,4275.0,4818452.0
2017-06,1.0,72.7,61.0,73.2,3.19,-1.09,1509583.0,1943293.0,2061433.0,798291.0,1449414.0,1907253.0,2135618.0,1049641.0,12854526.0,6312600.0,6541926.0,9236701.0,1833501.0,29696.0,671811.0,4275.0,4818452.0
2017-07,4.0,76.1,65.4,86.4,4.81,1.26,1509583.0,1943293.0,2061433.0,798291.0,1449414.0,1907253.0,2135618.0,1049641.0,12854526.0,6312600.0,6541926.0,9236701.0,1833501.0,29696.0,671811.0,4275.0,4818452.0
2017-08,40.0,70.5,59.5,82.9,2.4,-0.82,1509583.0,1943293.0,2061433.0,798291.0,1449414.0,1907253.0,2135618.0,1049641.0,12854526.0,6312600.0,6541926.0,9236701.0,1833501.0,29696.0,671811.0,4275.0,4818452.0
2017-09,19.0,68.8,55.9,69.0,0.83,-3.3,1509583.0,1943293.0,2061433.0,798291.0,1449414.0,1907253.0,2135618.0,1049641.0,12854526.0,6312600.0,6541926.0,9236701.0,1833501.0,29696.0,671811.0,4275.0,4818452.0
2017-10,7.0,58.1,48.0,53.9,5.0,1.77,1509583.0,1943293.0,2061433.0,798291.0,1449414.0,1907253.0,2135618.0,1049641.0,12854526.0,6312600.0,6541926.0,9236701.0,1833501.0,29696.0,671811.0,4275.0,4818452.0
2017-11,1.0,41.9,32.1,43.1,2.26,-0.69,1509583.0,1943293.0,2061433.0,798291.0,1449414.0,1907253.0,2135618.0,1049641.0,12854526.0,6312600.0,6541926.0,9236701.0,1833501.0,29696.0,671811.0,4275.0,4818452.0
2017-12,0.0,29.8,20.8,33.5,0.84,-1.85,1509583.0,1943293.0,2061433.0,798291.0,1449414.0,1907253.0,2135618.0,1049641.0,12854526.0,6312600.0,6541926.0,9236701.0,1833501.0,29696.0,671811.0,4275.0,4818452.0
2018-01,0.0,24.1,14.6,38.1,1.3,-0.9,1493195.0,1935360.0,2045713.0,821647.0,1433366.0,1898091.0,2120869.0,1073256.0,12821497.0,6295915.0,6525582.0,9189185.0,1824125.0,31864.0,690822.0,4582.0,4830038.0
2018-02,0.0,31.8,22.0,35.1,4.88,4.72,1493195.0,1935360.0,2045713.0,821647.0,1433366.0,1898091.0,2120869.0,1073256.0,12821497.0,6295915.0,6525582.0,9189185.0,1824125.0,31864.0,690822.0,4582.0,4830038.0
2018-03,0.0,39.2,30.0,43.7,3.91,1.27,1493195.0,1935360.0,2045713.0,821647.0,1433366.0,1898091.0,2120869.0,1073256.0,12821497.0,6295915.0,6525582.0,9189185.0,1824125.0,31864.0,690822.0,4582.0,4830038.0
2018-04,0.0,44.8,33.3,53.8,2.42,-0.55,1493195.0,1935360.0,2045713.0,821647.0,1433366.0,1898091.0,2120869.0,1073256.0,12821497.0,6295915.0,6525582.0,9189185.0,1824125.0,31864.0,690822.0,4582.0,4830038.0
2018-05,0.0,70.7,59.0,66.5,3.8,-1.61,1493195.0,1935360.0,2045713.0,821647.0,1433366.0,1898091.0,2120869.0,1073256.0,12821497.0,6295915.0,6525582.0,9189185.0,1824125.0,31864.0,690822.0,4582.0,4830038.0
2018-06,0.0,74.9,64.6,71.2,6.29,2.06,1493195.0,1935360.0,2045713.0,821647.0,1433366.0,1898091.0,2120869.0,1073256.0,12821497.0,6295915.0,6525582.0,9189185.0,1824125.0,31864.0,690822.0,4582.0,4830038.0
2018-07,8.0,75.0,64.7,84.9,3.44,0.0,1493195.0,1935360.0,2045713.0,821647.0,1433366.0,1898091.0,2120869.0,1073256.0,12821497.0,6295915.0,6525582.0,9189185.0,1824125.0,31864.0,690822.0,4582.0,4830038.0
2018-08,77.0,74.7,64.6,80.8,4.91,1.94,1493195.0,1935360.0,2045713.0,821647.0,1433366.0,1898091.0,2120869.0,1073256.0,12821497.0,6295915.0,6525582.0,9189185.0,1824125.0,31864.0,690822.0,4582.0,4830038.0
2018-09,37.0,70.3,59.6,71.7,4.9,1.72,1493195.0,1935360.0,2045713.0,821647.0,1433366.0,1898091.0,2120869.0,1073256.0,12821497.0,6295915.0,6525582.0,9189185.0,1824125.0,31864.0,690822.0,4582.0,4830038.0
2018-10,4.0,54.2,43.7,55.4,3.68,1.66,1493195.0,1935360.0,2045713.0,821647.0,1433366.0,1898091.0,2120869.0,1073256.0,12821497.0,6295915.0,6525582.0,9189185.0,1824125.0,31864.0,690822.0,4582.0,4830038.0
2018-11,0.0,35.6,28.5,41.3,3.01,1.99,1493195.0,1935360.0,2045713.0,821647.0,1433366.0,1898091.0,2120869.0,1073256.0,12821497.0,6295915.0,6525582.0,9189185.0,1824125.0,31864.0,690822.0,4582.0,4830038.0
2018-12,0.0,34.4,26.6,32.0,3.25,1.69,1493195.0,1935360.0,2045713.0,821647.0,1433366.0,1898091.0,2120869.0,1073256.0,12821497.0,6295915.0,6525582.0,9189185.0,1824125.0,31864.0,690822.0,4582.0,4830038.0
2019-01,0.0,25.4,17.5,34.9,3.31,2.03,1475886.0,1921816.0,2029382.0,845088.0,1415640.0,1883844.0,2101529.0,1097446.0,12770631.0,6272172.0,6498459.0,9134903.0,1813590.0,33460.0,698524.0,4477.0,4846134.0
2019-02,0.0,29.3,20.8,31.2,3.21,2.26,1475886.0,1921816.0,2029382.0,845088.0,1415640.0,1883844.0,2101529.0,1097446.0,12770631.0,6272172.0,6498459.0,9134903.0,1813590.0,33460.0,698524.0,4477.0,4846134.0
2019-03,0.0,37.3,27.9,43.9,4.06,1.66,1475886.0,1921816.0,2029382.0,845088.0,1415640.0,1883844.0,2101529.0,1097446.0,12770631.0,6272172.0,6498459.0,9134903.0,1813590.0,33460.0,698524.0,4477.0,4846134.0
2019-04,0.0,52.5,41.7,53.2,4.58,0.99,1475886.0,1921816.0,2029382.0,845088.0,1415640.0,1883844.0,2101529.0,1097446.0,12770631.0,6272172.0,6498459.0,9134903.0,1813590.0,33460.0,698524.0,4477.0,4846134.0
2019-05,0.0,62.5,52.6,61.7,8.16,4.43,1475886.0,1921816.0,2029382.0,845088.0,1415640.0,1883844.0,2101529.0,1097446.0,12770631.0,6272172.0,6498459.0,9134903.0,1813590.0,33460.0,698524.0,4477.0,4846134.0
2019-06,0.0,70.9,60.8,71.0,5.16,1.49,1475886.0,1921816.0,2029382.0,845088.0,1415640.0,1883844.0,2101529.0,1097446.0,12770631.0,6272172.0,6498459.0,9134903.0,1813590.0,33460.0,698524.0,4477.0,4846134.0
2019-07,2.0,77.4,67.2,80.7,3.05,-0.74,1475886.0,1921816.0,2029382.0,845088.0,1415640.0,1883844.0,2101529.0,1097446.0,12770631.0,6272172.0,6498459.0,9134903.0,1813590.0,33460.0,698524.0,4477.0,4846134.0
2019-08,8.0,72.8,62.5,81.8,4.05,1.02,1475886.0,1921816.0,2029382.0,845088.0,1415640.0,1883844.0,2101529.0,1097446.0,12770631.0,6272172.0,6498459.0,9134903.0,1813590.0,33460.0,698524.0,4477.0,4846134.0
2019-09,9.0,71.6,61.1,67.6,5.0,1.52,1475886.0,1921816.0,2029382.0,845088.0,1415640.0,1883844.0,2101529.0,1097446.0,12770631.0,6272172.0,6498459.0,9134903.0,1813590.0,33460.0,698524.0,4477.0,4846134.0
2019-10,3.0,53.7,43.0,48.7,5.0,3.11,1475886.0,1921816.0,2029382.0,845088.0,1415640.0,1883844.0,2101529.0,1097446.0,12770631.0,6272172.0,6498459.0,9134903.0,1813590.0,33460.0,698524.0,4477.0,4846134.0
2019-11,0.0,36.2,27.2,45.0,2.4,1.47,1475886.0,1921816.0,2029382.0,845088.0,1415640.0,1883844.0,2101529.0,1097446.0,12770631.0,6272172.0,6498459.0,9134903.0,1813590.0,33460.0,698524.0,4477.0,4846134.0
2019-12,0.0,35.6,26.6,33.4,1.88,0.01,1475886.0,1921816.0,2029382.0,845088.0,1415640.0,1883844.0,2101529.0,1097446.0,12770631.0,6272172.0,6498459.0,9134903.0,1813590.0,33460.0,698524.0,4477.0,4846134.0
2020-01,0.0,31.8,25.0,34.2,4.36,3.38,1457416.0,1908478.0,2012395.0,868794.0,1398017.0,1869187.0,2080245.0,1121632.0,12716164.0,6247083.0,6469081.0,8874067.0,1796660.0,33972.0,709567.0,5196.0,4884061.0
2020-02,0.0,31.9,24.0,36.7,2.01,0.49,1457416.0,1908478.0,2012395.0,868794.0,1398017.0,1869187.0,2080245.0,1121632.0,12716164.0,6247083.0,6469081.0,8874067.0,1796660.0,33972.0,709567.0,5196.0,4884061.0
2020-03,0.0,44.4,35.6,45.6,3.95,0.7,1457416.0,1908478.0,2012395.0,868794.0,1398017.0,1869187.0,2080245.0,1121632.0,12716164.0,6247083.0,6469081.0,8874067.0,1796660.0,33972.0,709567.0,5196.0,4884061.0
2020-04,0.0,49.6,38.3,54.4,4.32,1.08,1457416.0,1908478.0,2012395.0,868794.0,1398017.0,1869187.0,2080245.0,1121632.0,12716164.0,6247083.0,6469081.0,8874067.0,1796660.0,33972.0,709567.0,5196.0,4884061.0
2020-05,0.0,60.6,50.9,63.5,5.28,1.56,1457416.0,1908478.0,2012395.0,868794.0,1398017.0,1869187.0,2080245.0,1121632.0,12716164.0,6247083.0,6469081.0,8874067.0,1796660.0,33972.0,709567.0,5196.0,4884061.0
2020-06,0.0,73.6,62.3,68.8,3.61,-0.74,1457416.0,1908478.0,2012395.0,868794.0,1398017.0,1869187.0,2080245.0,1121632.0,12716164.0,6247083.0,6469081.0,8874067.0,1796660.0,33972.0,709567.0,5196.0,4884061.0
2020-07,0.0,77.3,67.3,80.7,5.61,2.14,1457416.0,1908478.0,2012395.0,868794.0,1398017.0,1869187.0,2080245.0,1121632.0,12716164.0,6247083.0,6469081.0,8874067.0,1796660.0,33972.0,709567.0,5196.0,4884061.0
2020-08,15.0,72.8,61.9,83.0,1.91,-1.58,1457416.0,1908478.0,2012395.0,868794.0,1398017.0,1869187.0,2080245.0,1121632.0,12716164.0,6247083.0,6469081.0,8874067.0,1796660.0,33972.0,709567.0,5196.0,4884061.0
2020-09,21.0,65.6,54.6,74.8,3.26,-0.02,1457416.0,1908478.0,2012395.0,868794.0,1398017.0,1869187.0,2080245.0,1121632.0,12716164.0,6247083.0,6469081.0,8874067.0,1796660.0,33972.0,709567.0,5196.0,4884061.0
2020-10,0.0,52.0,40.8,58.4,2.97,0.44,1457416.0,1908478.0,2012395.0,868794.0,1398017.0,1869187.0,2080245.0,1121632.0,12716164.0,6247083.0,6469081.0,8874067.0,1796660.0,33972.0,709567.0,5196.0,4884061.0
2020-11,0.0,47.1,36.4,42.3,2.95,-0.35,1457416.0,1908478.0,2012395.0,868794.0,1398017.0,1869187.0,2080245.0,1121632.0,12716164.0,6247083.0,6469081.0,8874067.0,1796660.0,33972.0,709567.0,5196.0,4884061.0
2020-12,0.0,33.0,24.3,35.2,1.71,-0.72,1457416.0,1908478.0,2012395.0,868794.0,1398017.0,1869187.0,2080245.0,1121632.0,12716164.0,6247083.0,6469081.0,8874067.0,1796660.0,33972.0,709567.0,5196.0,4884061.0
2021-01,0.0,29.5,23.3,34.6,2.46,0.94,1438081.5874110535,1903428.43436556,2000378.1634182541,893259.9536123588,1379320.2375730712,1851116.0321794066,2058184.6554217471,1146375.941759144,12669668.331778152,6243138.924654722,6440080.342419135,8505292.202955326,1775395.6089070968,34459.400279424226,719906.2642756591,5435.4167806564765,4887968.037140094
2021-02,0.0,20.8,12.8,33.6,1.67,-0.02,1438199.890503513,1903244.1561660438,2000239.809754598,893317.6102501642,1379309.7793030846,1851098.867969973,2057792.7552308517,1146388.2162167674,12669342.876696562,6242846.119496754,6440469.6366215665,8502684.63630841,1775387.8044299572,34484.2593405612,719965.1207104605,5454.003404291085,4888955.963177435
2021-03,0.0,46.2,35.6,46.9,3.97,0.49,1438325.839723525,1903006.4231229655,2000059.701052703,893373.2761989925,1379296.6682476178,1851080.8787071402,2057398.3090814552,1146400.1172684713,12668963.714992106,6242518.380057392,6440895.500855714,8500055.515719708,1775379.610932516,34508.84710217168,720023.992133788,5472.111574299917,4889839.261408775
2021-04,0.0,52.5,41.4,55.3,3.04,-0.84,1438454.06164771,1902768.3622090206,1999869.1081676742,893426.4162309108,1379281.7792382366,1851062.6638719728,2057001.167432455,1146411.5602534916,12668556.648526806,6242189.974756238,6441328.571701959,8497422.102720797,1775371.3135939012,34533.469768553296,720082.9101823146,5489.994468775916,4890689.598500095
2021-05,0.0,61.1,50.7,63.0,4.31,0.43,1438582.8749930686,1902530.5573846607,1999678.628166666,893477.105367139,1379265.6982458038,1851044.386973304,2056601.3192663782,1146422.55374046,12668135.10705353,6241861.576225071,6441755.934348963,8494786.652479412,1775362.9884605317,34558.13308163563,720141.878544421,5507.795481847259,4891529.624109119
2021-06,1.0,74.1,63.6,80.9,5.17,1.02,1438711.7538161725,1902292.7501310525,1999488.1914693736,893525.4540211606,1379248.8177593534,1851026.092608253,2056198.7457264583,1146433.1145239081,12667706.080692545,6241533.197667458,6442172.089773822,8492149.458799053,1775354.6558110905,34582.83721418144,720200.8976843428,5525.595863175367,4892366.496486409
2021-07,1.0,74.6,65.3,88.0,4.97,1.96,1438840.5337007372,1902054.9602327356,1999297.780274104,893571.5700864343,1379231.4006718267,1851007.792940692,2055793.4282594053,1146443.2595528956,12667273.207761485,6241204.839341212,6442574.875725726,8489510.559128134,1775346.3210531287,34607.582235711336,720259.9676944036,5543.441792136822,4893202.477955499
2021-08,13.0,75.6,65.1,78.8,3.73,0.74,1438969.1633588667,1901817.220434015,1999107.3943831287,893615.5566453245,1379213.6230713883,1850989.4912883034,2055385.348161433,1146453.005186922,12666838.38197833,6240876.501249853,6442963.624980415,8486869.957408305,1775337.9856286333,34632.368213939,720319.0886240565,5561.359634043276,4894038.2835239675
2021-09,28.0,69.6,57.5,72.9,2.29,-1.22,1439097.6269024368,1901579.6182724626,1998917.0370261092,893657.5120315036,1379195.6029034818,1850971.1885559657,2054974.4866026079,1146462.3671488378,12666402.58900401,6240548.183392478,6443338.333997089,8484227.653201194,1775329.6499221253,34657.19521665353,720378.2605178419,5579.364560099399,4894874.139183396
2021-10,6.0,60.2,51.1,55.8,6.02,3.27,1439225.9195203576,1901342.3402243338,1998726.7097833448,893697.5300386314,1379177.4191689668,1850952.8849904628,2054560.8246245782,1146471.3605432117,12665966.341859467,6240219.885767978,6443699.287887273,8481583.645495338,1775321.3140361398,34682.06331175377,720437.4834197671,5597.465417555107,4895710.116376033
2021-11,0.0,40.9,30.5,45.4,0.86,-0.88,1439354.0398675336,1901104.89685097,1998537.8871968917,893735.7001292964,1379159.1247832251,1850934.5806590838,2054144.343139777,1146479.999880033,12665529.90755843,6239891.608373465,6444046.891452134,8478937.933203753,1775312.9779980173,34706.97256631459,720496.7573738114,5615.667424735886,4896546.237700135
2021-12,0.0,40.2,30.6,33.7,2.52,0.39,1439481.9876832273,1900862.70571927,1998349.415054275,893772.1076349652,1379140.755189321,1850916.2755801599,2053725.0229305362,1146488.2990980595,12665093.425068889,6239563.3512086235,6444381.593271198,8476290.515228964,1775304.6418150463,34731.92304811088,720556.0824239844,5633.9726835907595,4897382.510317236
2022-01,0.0,22.2,12.6,32.6,1.05,-0.87,1419265.2914780085,1900509.4225960264,1998122.9055302008,918997.7142079215,1359302.2607156702,1828662.4538299951,2030862.1099726507,1171792.8405800213,12625089.27370387,6239270.0928009525,6415774.336629306,7952686.199956585,1748553.8598524893,35085.79154223606,730072.5833011678,5822.032748896455,4898450.325673392
2022-02,0.0,28.0,18.0,35.1,3.13,2.14,1419516.45515332,1900124.732045186,1997857.3014685514,919090.4074814105,1359272.792644082,1828623.1547862962,2030036.5750621331,1171812.9317629838,12624378.265615009,6238890.631064546,6416471.651644213,7946382.619211867,1748535.7801020066,35121.6547325128,730188.2636291559,5845.761260387546,4899364.355284478
2022-03,0.0,43.1,32.6,46.9,4.35,1.4,1419775.4327048543,1899723.0799471408,1997592.1553098452,919179.5144725847,1359240.506555774,1828582.8459300208,2029205.541293917,1171832.3432208907,12623622.022454431,6238505.07564487,6417193.7775667105,7940047.136153203,1748517.2145477033,35157.44116378682,730304.0095110437,5869.465707120509,4900270.337101679
2022-04,0.0,49.6,39.4,48.5,3.55,0.17,1420036.6121370324,1899321.517229134,1997327.079250406,919264.5528153975,1359206.33068864,1828542.2604493834,2028368.8361063753,1171851.001072511,12622842.325415747,6238119.423918192,6417911.948451223,7933703.930087322,1748498.5192135582,35193.28430585191,730419.8512282342,5893.217587845461,4901173.889579424
2022-05,0.0,65.3,55.1,57.7,4.09,-0.44,1420298.2376794291,1898920.0344839464,1997062.038041854,919345.6673884678,1359170.886785437,1828501.5983219044,2027526.4283592654,1171868.9253995514,12622050.511500482,6237733.793600676,6418613.737158276,7927356.159010157,1748479.7890376132,35229.186726879176,730535.7923501532,5917.057717219039,4902076.7884033825
2022-06,0.0,73.5,61.7,70.6,2.72,-1.77,1420559.7602461595,1898518.6369776295,1996797.0319107992,919423.0365266887,1359134.5912953704,1828460.9140915342,2026678.2787659336,1171886.1441666642,12621252.481550572,6237348.187001392,6419294.074636601,7921004.233386193,1748461.0493362255,35265.14857089542,730651.8333647378,5941.009489530365,4902979.594784958
2022-07,1.0,75.8,65.8,85.8,5.28,1.73,1420821.0083450598,1898117.324287971,1996532.0609117446,919496.8329941073,1359097.723159942,1828420.2226351239,2025824.3482134098,1171902.685063783,12620451.30690896,6236962.6041642325,6419951.194739588,7914648.204570254,1748442.3068603,35301.16993710692,730767.9744045028,5965.086489451178,4903882.486111328
2022-08,14.0,73.6,63.3,85.2,4.07,0.9,1421081.928639665,1897716.095727893,1996267.125040678,919567.2217538187,1359060.4692166,1828379.528010295,2024964.597297566,1171918.57476943,12619648.586175848,6236577.04508863,6420584.803534053,7908288.076979285,1748423.5634100428,35337.25092404757,730884.2155610267,5989.296761312163,4904785.518465303
2022-09,8.0,67.0,55.7,76.4,2.54,-0.86,1421342.5047661965,1897314.9494904676,1996002.2242821965,919634.3601631292,1359022.95461056,1828338.831323719,2024098.9863470648,1171933.838919328,12618845.151394822,6236191.509773132,6421195.25322951,7901923.848893866,1748404.819465497,35373.39163039817,731000.5569212309,6013.645221118095,4905688.709592487
2022-10,0.0,53.3,40.2,61.4,2.22,-0.52,1421602.7319298822,1896913.8817466802,1995737.3586263794,919698.3983138156,1358985.2631649568,1828298.1328771913,2023227.4754200939,1171948.50214067,12618041.43561988,6235805.998216272,6421783.1697976515,7895555.517791068,1748386.0751546666,35409.59215500131,731116.9985715654,6038.135019093841,4906592.065122342
2022-11,0.0,43.0,32.7,35.6,1.82,-1.55,1421862.6089556692,1896512.9024817385,1995472.523167253,919759.4793669002,1358947.4510249742,1828257.4327529797,2022350.0243026032,1171962.5880911788,12617237.664232543,6235420.510416621,6422349.285466208,7889183.081041457,1748367.3305116817,35445.85259621922,731233.5405984921,6062.768267271446,4907495.58685513
2022-12,0.0,30.3,22.5,30.2,2.39,-0.52,1422122.1358007432,1896112.105332681,1995207.7217366977,919817.7398726442,1358909.5557968253,1828216.730973474,2021466.5925064448,1171976.1194972112,12616433.954521675,6235035.046372695,6422894.363715255,7882806.536000192,1748348.5855456388,35482.173052982034,731350.1830885399,6087.545698013153,4908399.275380932
2023-01,0.04759450371239593,26.730508051696216,18.37180083360073,32.63987326528251,1.9041482268693402,-0.3622821892446442,1400974.8136279592,1895713.6637244935,1994943.0819293256,945810.3784950378,1337860.6791949887,1800816.0854380592,1997751.3991692034,1197850.7776359222,12581956.975430693,6234648.856637747,6394561.591162367,7140449.160049938,1714698.026828437,35744.733132822344,740114.9468701296,6238.851100754235,4909315.378965916
