year,month,Unnamed: 0,fips,state,count,avgTemp,minTemp,maxTemp,precipitation,zindex,male_under_17,male_18_to_40,male_40_to_64,male_over_65,female_under_17,female_18_to_40,female_40_to_64,female_over_65,total_population,male_population,female_population,white_population,black_population,native_american_population,asian_population,pacific_islander_population,household_income
2013,12,2013-12,37,NC,0,45.4,34.4,33.3,5.61,2.3,1166548.0,1428661.0,1553669.0,553687.0,1115050.0,1427291.0,1665001.0,741473.0,9651380.0,4702565.0,4948815.0,6727690.0,2068726.0,111733.0,221392.0,5390.0,3715565.0
2014,1,2014-01,37,NC,0,35.3,23.5,26.4,3.29,-0.34,1166128.0,1436643.0,1568673.0,578922.0,1118096.0,1432984.0,1681789.0,767170.0,9750405.0,4750366.0,5000039.0,6784901.0,2093389.0,113798.0,231830.0,6083.0,3742514.0
2014,2,2014-02,37,NC,0,43.0,32.1,28.0,3.11,-0.87,1166128.0,1436643.0,1568673.0,578922.0,1118096.0,1432984.0,1681789.0,767170.0,9750405.0,4750366.0,5000039.0,6784901.0,2093389.0,113798.0,231830.0,6083.0,3742514.0
2014,3,2014-03,37,NC,0,45.5,33.4,34.4,4.61,0.81,1166128.0,1436643.0,1568673.0,578922.0,1118096.0,1432984.0,1681789.0,767170.0,9750405.0,4750366.0,5000039.0,6784901.0,2093389.0,113798.0,231830.0,6083.0,3742514.0
2014,4,2014-04,37,NC,0,59.2,46.4,55.4,4.91,1.61,1166128.0,1436643.0,1568673.0,578922.0,1118096.0,1432984.0,1681789.0,767170.0,9750405.0,4750366.0,5000039.0,6784901.0,2093389.0,113798.0,231830.0,6083.0,3742514.0
2014,5,2014-05,37,NC,0,68.5,56.5,67.8,3.62,-0.81,1166128.0,1436643.0,1568673.0,578922.0,1118096.0,1432984.0,1681789.0,767170.0,9750405.0,4750366.0,5000039.0,6784901.0,2093389.0,113798.0,231830.0,6083.0,3742514.0
2014,6,2014-06,37,NC,0,75.2,64.5,76.2,4.18,-0.4,1166128.0,1436643.0,1568673.0,578922.0,1118096.0,1432984.0,1681789.0,767170.0,9750405.0,4750366.0,5000039.0,6784901.0,2093389.0,113798.0,231830.0,6083.0,3742514.0
2014,7,2014-07,37,NC,0,75.7,65.9,77.7,5.25,-0.29,1166128.0,1436643.0,1568673.0,578922.0,1118096.0,1432984.0,1681789.0,767170.0,9750405.0,4750366.0,5000039.0,6784901.0,2093389.0,113798.0,231830.0,6083.0,3742514.0
2014,8,2014-08,37,NC,0,74.3,65.2,75.7,5.22,0.17,1166128.0,1436643.0,1568673.0,578922.0,1118096.0,1432984.0,1681789.0,767170.0,9750405.0,4750366.0,5000039.0,6784901.0,2093389.0,113798.0,231830.0,6083.0,3742514.0
2014,9,2014-09,37,NC,0,71.2,62.9,71.2,5.47,1.16,1166128.0,1436643.0,1568673.0,578922.0,1118096.0,1432984.0,1681789.0,767170.0,9750405.0,4750366.0,5000039.0,6784901.0,2093389.0,113798.0,231830.0,6083.0,3742514.0
2014,10,2014-10,37,NC,0,61.4,49.2,60.1,2.89,-0.23,1166128.0,1436643.0,1568673.0,578922.0,1118096.0,1432984.0,1681789.0,767170.0,9750405.0,4750366.0,5000039.0,6784901.0,2093389.0,113798.0,231830.0,6083.0,3742514.0
2014,11,2014-11,37,NC,0,45.8,34.2,42.8,3.77,1.34,1166128.0,1436643.0,1568673.0,578922.0,1118096.0,1432984.0,1681789.0,767170.0,9750405.0,4750366.0,5000039.0,6784901.0,2093389.0,113798.0,231830.0,6083.0,3742514.0
2014,12,2014-12,37,NC,0,45.1,35.4,36.1,3.76,0.14,1166128.0,1436643.0,1568673.0,578922.0,1118096.0,1432984.0,1681789.0,767170.0,9750405.0,4750366.0,5000039.0,6784901.0,2093389.0,113798.0,231830.0,6083.0,3742514.0
2015,1,2015-01,37,NC,0,39.4,28.9,26.4,3.95,0.24,1165394.0,1444902.0,1579926.0,605186.0,1118441.0,1439262.0,1696216.0,796006.0,9845333.0,4795408.0,5049925.0,6839831.0,2115338.0,116143.0,244076.0,6244.0,3775581.0
2015,2,2015-02,37,NC,0,34.9,24.1,20.2,3.5,0.05,1165394.0,1444902.0,1579926.0,605186.0,1118441.0,1439262.0,1696216.0,796006.0,9845333.0,4795408.0,5049925.0,6839831.0,2115338.0,116143.0,244076.0,6244.0,3775581.0
2015,3,2015-03,37,NC,0,50.7,39.0,35.8,3.43,-1.22,1165394.0,1444902.0,1579926.0,605186.0,1118441.0,1439262.0,1696216.0,796006.0,9845333.0,4795408.0,5049925.0,6839831.0,2115338.0,116143.0,244076.0,6244.0,3775581.0
2015,4,2015-04,37,NC,0,60.0,48.7,54.4,4.35,0.76,1165394.0,1444902.0,1579926.0,605186.0,1118441.0,1439262.0,1696216.0,796006.0,9845333.0,4795408.0,5049925.0,6839831.0,2115338.0,116143.0,244076.0,6244.0,3775581.0
2015,5,2015-05,37,NC,0,68.6,56.9,74.2,2.62,-2.04,1165394.0,1444902.0,1579926.0,605186.0,1118441.0,1439262.0,1696216.0,796006.0,9845333.0,4795408.0,5049925.0,6839831.0,2115338.0,116143.0,244076.0,6244.0,3775581.0
2015,6,2015-06,37,NC,0,77.3,66.7,73.0,5.2,0.14,1165394.0,1444902.0,1579926.0,605186.0,1118441.0,1439262.0,1696216.0,796006.0,9845333.0,4795408.0,5049925.0,6839831.0,2115338.0,116143.0,244076.0,6244.0,3775581.0
2015,7,2015-07,37,NC,1,78.5,68.5,79.0,4.38,-1.9,1165394.0,1444902.0,1579926.0,605186.0,1118441.0,1439262.0,1696216.0,796006.0,9845333.0,4795408.0,5049925.0,6839831.0,2115338.0,116143.0,244076.0,6244.0,3775581.0
2015,8,2015-08,37,NC,2,76.1,65.8,78.4,4.0,-1.87,1165394.0,1444902.0,1579926.0,605186.0,1118441.0,1439262.0,1696216.0,796006.0,9845333.0,4795408.0,5049925.0,6839831.0,2115338.0,116143.0,244076.0,6244.0,3775581.0
2015,9,2015-09,37,NC,1,71.6,62.4,76.4,5.31,0.28,1165394.0,1444902.0,1579926.0,605186.0,1118441.0,1439262.0,1696216.0,796006.0,9845333.0,4795408.0,5049925.0,6839831.0,2115338.0,116143.0,244076.0,6244.0,3775581.0
2015,10,2015-10,37,NC,0,60.0,49.3,57.6,7.07,3.65,1165394.0,1444902.0,1579926.0,605186.0,1118441.0,1439262.0,1696216.0,796006.0,9845333.0,4795408.0,5049925.0,6839831.0,2115338.0,116143.0,244076.0,6244.0,3775581.0
2015,11,2015-11,37,NC,0,54.4,44.3,52.6,7.2,4.5,1165394.0,1444902.0,1579926.0,605186.0,1118441.0,1439262.0,1696216.0,796006.0,9845333.0,4795408.0,5049925.0,6839831.0,2115338.0,116143.0,244076.0,6244.0,3775581.0
2015,12,2015-12,37,NC,0,54.7,45.3,46.5,7.31,3.38,1165394.0,1444902.0,1579926.0,605186.0,1118441.0,1439262.0,1696216.0,796006.0,9845333.0,4795408.0,5049925.0,6839831.0,2115338.0,116143.0,244076.0,6244.0,3775581.0
2016,1,2016-01,37,NC,0,38.4,28.4,32.0,2.8,-1.08,1167074.0,1442868.0,1591719.0,632931.0,1120752.0,1449220.0,1709865.0,826399.0,9940828.0,4834592.0,5106236.0,6882915.0,2137131.0,117479.0,254550.0,6588.0,3815392.0
2016,2,2016-02,37,NC,0,43.2,33.2,36.4,5.81,2.27,1167074.0,1442868.0,1591719.0,632931.0,1120752.0,1449220.0,1709865.0,826399.0,9940828.0,4834592.0,5106236.0,6882915.0,2137131.0,117479.0,254550.0,6588.0,3815392.0
2016,3,2016-03,37,NC,0,56.2,44.2,48.5,2.14,-3.54,1167074.0,1442868.0,1591719.0,632931.0,1120752.0,1449220.0,1709865.0,826399.0,9940828.0,4834592.0,5106236.0,6882915.0,2137131.0,117479.0,254550.0,6588.0,3815392.0
2016,4,2016-04,37,NC,0,58.7,46.1,53.2,2.78,-1.02,1167074.0,1442868.0,1591719.0,632931.0,1120752.0,1449220.0,1709865.0,826399.0,9940828.0,4834592.0,5106236.0,6882915.0,2137131.0,117479.0,254550.0,6588.0,3815392.0
2016,5,2016-05,37,NC,0,65.8,55.5,67.5,5.57,2.06,1167074.0,1442868.0,1591719.0,632931.0,1120752.0,1449220.0,1709865.0,826399.0,9940828.0,4834592.0,5106236.0,6882915.0,2137131.0,117479.0,254550.0,6588.0,3815392.0
2016,6,2016-06,37,NC,0,75.3,64.4,76.3,4.32,-0.11,1167074.0,1442868.0,1591719.0,632931.0,1120752.0,1449220.0,1709865.0,826399.0,9940828.0,4834592.0,5106236.0,6882915.0,2137131.0,117479.0,254550.0,6588.0,3815392.0
2016,7,2016-07,37,NC,1,80.1,69.8,81.8,5.18,-1.16,1167074.0,1442868.0,1591719.0,632931.0,1120752.0,1449220.0,1709865.0,826399.0,9940828.0,4834592.0,5106236.0,6882915.0,2137131.0,117479.0,254550.0,6588.0,3815392.0
2016,8,2016-08,37,NC,1,79.2,69.7,81.6,4.49,-1.56,1167074.0,1442868.0,1591719.0,632931.0,1120752.0,1449220.0,1709865.0,826399.0,9940828.0,4834592.0,5106236.0,6882915.0,2137131.0,117479.0,254550.0,6588.0,3815392.0
2016,9,2016-09,37,NC,0,74.3,64.6,74.9,7.59,2.39,1167074.0,1442868.0,1591719.0,632931.0,1120752.0,1449220.0,1709865.0,826399.0,9940828.0,4834592.0,5106236.0,6882915.0,2137131.0,117479.0,254550.0,6588.0,3815392.0
2016,10,2016-10,37,NC,0,63.2,51.6,60.0,5.63,2.51,1167074.0,1442868.0,1591719.0,632931.0,1120752.0,1449220.0,1709865.0,826399.0,9940828.0,4834592.0,5106236.0,6882915.0,2137131.0,117479.0,254550.0,6588.0,3815392.0
2016,11,2016-11,37,NC,0,51.7,38.5,49.3,1.11,-2.27,1167074.0,1442868.0,1591719.0,632931.0,1120752.0,1449220.0,1709865.0,826399.0,9940828.0,4834592.0,5106236.0,6882915.0,2137131.0,117479.0,254550.0,6588.0,3815392.0
2016,12,2016-12,37,NC,0,44.0,33.9,34.8,3.19,-0.45,1167074.0,1442868.0,1591719.0,632931.0,1120752.0,1449220.0,1709865.0,826399.0,9940828.0,4834592.0,5106236.0,6882915.0,2137131.0,117479.0,254550.0,6588.0,3815392.0
2017,1,2017-01,37,NC,0,45.4,35.8,34.9,3.96,-0.2,1168223.0,1468072.0,1600161.0,658912.0,1121459.0,1462267.0,1717445.0,856025.0,10052564.0,4895368.0,5157196.0,6937466.0,2159427.0,117998.0,269164.0,6393.0,3874346.0
2017,2,2017-02,37,NC,0,50.7,37.5,39.7,1.19,-3.81,1168223.0,1468072.0,1600161.0,658912.0,1121459.0,1462267.0,1717445.0,856025.0,10052564.0,4895368.0,5157196.0,6937466.0,2159427.0,117998.0,269164.0,6393.0,3874346.0
2017,3,2017-03,37,NC,0,50.0,37.4,37.7,3.64,-0.88,1168223.0,1468072.0,1600161.0,658912.0,1121459.0,1462267.0,1717445.0,856025.0,10052564.0,4895368.0,5157196.0,6937466.0,2159427.0,117998.0,269164.0,6393.0,3874346.0
2017,4,2017-04,37,NC,0,63.9,52.7,59.6,6.5,2.82,1168223.0,1468072.0,1600161.0,658912.0,1121459.0,1462267.0,1717445.0,856025.0,10052564.0,4895368.0,5157196.0,6937466.0,2159427.0,117998.0,269164.0,6393.0,3874346.0
2017,5,2017-05,37,NC,0,67.7,56.9,63.8,5.95,2.16,1168223.0,1468072.0,1600161.0,658912.0,1121459.0,1462267.0,1717445.0,856025.0,10052564.0,4895368.0,5157196.0,6937466.0,2159427.0,117998.0,269164.0,6393.0,3874346.0
2017,6,2017-06,37,NC,0,73.8,63.5,74.6,4.7,0.64,1168223.0,1468072.0,1600161.0,658912.0,1121459.0,1462267.0,1717445.0,856025.0,10052564.0,4895368.0,5157196.0,6937466.0,2159427.0,117998.0,269164.0,6393.0,3874346.0
2017,7,2017-07,37,NC,1,78.7,68.7,77.8,4.49,-1.21,1168223.0,1468072.0,1600161.0,658912.0,1121459.0,1462267.0,1717445.0,856025.0,10052564.0,4895368.0,5157196.0,6937466.0,2159427.0,117998.0,269164.0,6393.0,3874346.0
2017,8,2017-08,37,NC,1,75.8,66.5,76.6,5.15,-0.17,1168223.0,1468072.0,1600161.0,658912.0,1121459.0,1462267.0,1717445.0,856025.0,10052564.0,4895368.0,5157196.0,6937466.0,2159427.0,117998.0,269164.0,6393.0,3874346.0
2017,9,2017-09,37,NC,3,70.5,60.2,73.6,3.86,-0.47,1168223.0,1468072.0,1600161.0,658912.0,1121459.0,1462267.0,1717445.0,856025.0,10052564.0,4895368.0,5157196.0,6937466.0,2159427.0,117998.0,269164.0,6393.0,3874346.0
2017,10,2017-10,37,NC,3,62.8,51.1,65.7,4.37,0.57,1168223.0,1468072.0,1600161.0,658912.0,1121459.0,1462267.0,1717445.0,856025.0,10052564.0,4895368.0,5157196.0,6937466.0,2159427.0,117998.0,269164.0,6393.0,3874346.0
2017,11,2017-11,37,NC,0,50.3,38.3,44.9,1.3,-2.1,1168223.0,1468072.0,1600161.0,658912.0,1121459.0,1462267.0,1717445.0,856025.0,10052564.0,4895368.0,5157196.0,6937466.0,2159427.0,117998.0,269164.0,6393.0,3874346.0
2017,12,2017-12,37,NC,0,42.4,32.5,30.1,2.85,-0.84,1168223.0,1468072.0,1600161.0,658912.0,1121459.0,1462267.0,1717445.0,856025.0,10052564.0,4895368.0,5157196.0,6937466.0,2159427.0,117998.0,269164.0,6393.0,3874346.0
2018,1,2018-01,37,NC,0,35.9,24.2,28.8,3.79,0.23,1170545.0,1481086.0,1608024.0,685104.0,1122071.0,1479202.0,1723698.0,885894.0,10155624.0,4944759.0,5210865.0,6994240.0,2179622.0,121352.0,282264.0,6939.0,3918597.0
2018,2,2018-02,37,NC,0,51.9,41.4,38.8,3.08,-1.71,1170545.0,1481086.0,1608024.0,685104.0,1122071.0,1479202.0,1723698.0,885894.0,10155624.0,4944759.0,5210865.0,6994240.0,2179622.0,121352.0,282264.0,6939.0,3918597.0
2018,3,2018-03,37,NC,0,46.3,35.8,37.8,4.11,0.12,1170545.0,1481086.0,1608024.0,685104.0,1122071.0,1479202.0,1723698.0,885894.0,10155624.0,4944759.0,5210865.0,6994240.0,2179622.0,121352.0,282264.0,6939.0,3918597.0
2018,4,2018-04,37,NC,0,56.1,43.3,47.3,5.16,2.43,1170545.0,1481086.0,1608024.0,685104.0,1122071.0,1479202.0,1723698.0,885894.0,10155624.0,4944759.0,5210865.0,6994240.0,2179622.0,121352.0,282264.0,6939.0,3918597.0
2018,5,2018-05,37,NC,0,71.6,61.4,72.3,6.79,2.42,1170545.0,1481086.0,1608024.0,685104.0,1122071.0,1479202.0,1723698.0,885894.0,10155624.0,4944759.0,5210865.0,6994240.0,2179622.0,121352.0,282264.0,6939.0,3918597.0
2018,6,2018-06,37,NC,0,76.8,66.4,74.4,3.98,-0.83,1170545.0,1481086.0,1608024.0,685104.0,1122071.0,1479202.0,1723698.0,885894.0,10155624.0,4944759.0,5210865.0,6994240.0,2179622.0,121352.0,282264.0,6939.0,3918597.0
2018,7,2018-07,37,NC,2,77.2,67.4,82.7,6.36,0.63,1170545.0,1481086.0,1608024.0,685104.0,1122071.0,1479202.0,1723698.0,885894.0,10155624.0,4944759.0,5210865.0,6994240.0,2179622.0,121352.0,282264.0,6939.0,3918597.0
2018,8,2018-08,37,NC,3,77.3,67.8,79.7,6.61,1.35,1170545.0,1481086.0,1608024.0,685104.0,1122071.0,1479202.0,1723698.0,885894.0,10155624.0,4944759.0,5210865.0,6994240.0,2179622.0,121352.0,282264.0,6939.0,3918597.0
2018,9,2018-09,37,NC,4,76.2,67.7,72.7,10.4,5.91,1170545.0,1481086.0,1608024.0,685104.0,1122071.0,1479202.0,1723698.0,885894.0,10155624.0,4944759.0,5210865.0,6994240.0,2179622.0,121352.0,282264.0,6939.0,3918597.0
2018,10,2018-10,37,NC,1,62.5,52.2,55.7,4.68,1.7,1170545.0,1481086.0,1608024.0,685104.0,1122071.0,1479202.0,1723698.0,885894.0,10155624.0,4944759.0,5210865.0,6994240.0,2179622.0,121352.0,282264.0,6939.0,3918597.0
2018,11,2018-11,37,NC,0,48.4,38.5,39.5,6.33,4.1,1170545.0,1481086.0,1608024.0,685104.0,1122071.0,1479202.0,1723698.0,885894.0,10155624.0,4944759.0,5210865.0,6994240.0,2179622.0,121352.0,282264.0,6939.0,3918597.0
2018,12,2018-12,37,NC,0,45.0,35.7,35.8,7.06,4.04,1170545.0,1481086.0,1608024.0,685104.0,1122071.0,1479202.0,1723698.0,885894.0,10155624.0,4944759.0,5210865.0,6994240.0,2179622.0,121352.0,282264.0,6939.0,3918597.0
2019,1,2019-01,37,NC,0,42.0,32.2,28.8,3.85,-0.06,1172859.0,1495625.0,1616971.0,711183.0,1123755.0,1497162.0,1730491.0,916830.0,10264876.0,4996638.0,5268238.0,7049919.0,2200761.0,123952.0,292992.0,7213.0,3965482.0
2019,2,2019-02,37,NC,0,48.1,37.6,33.2,4.99,0.91,1172859.0,1495625.0,1616971.0,711183.0,1123755.0,1497162.0,1730491.0,916830.0,10264876.0,4996638.0,5268238.0,7049919.0,2200761.0,123952.0,292992.0,7213.0,3965482.0
2019,3,2019-03,37,NC,0,48.8,37.4,39.6,3.22,-1.24,1172859.0,1495625.0,1616971.0,711183.0,1123755.0,1497162.0,1730491.0,916830.0,10264876.0,4996638.0,5268238.0,7049919.0,2200761.0,123952.0,292992.0,7213.0,3965482.0
2019,4,2019-04,37,NC,0,61.1,49.6,55.2,5.19,1.65,1172859.0,1495625.0,1616971.0,711183.0,1123755.0,1497162.0,1730491.0,916830.0,10264876.0,4996638.0,5268238.0,7049919.0,2200761.0,123952.0,292992.0,7213.0,3965482.0
2019,5,2019-05,37,NC,0,72.2,60.6,64.2,2.28,-3.16,1172859.0,1495625.0,1616971.0,711183.0,1123755.0,1497162.0,1730491.0,916830.0,10264876.0,4996638.0,5268238.0,7049919.0,2200761.0,123952.0,292992.0,7213.0,3965482.0
2019,6,2019-06,37,NC,0,74.2,64.0,74.1,5.82,1.16,1172859.0,1495625.0,1616971.0,711183.0,1123755.0,1497162.0,1730491.0,916830.0,10264876.0,4996638.0,5268238.0,7049919.0,2200761.0,123952.0,292992.0,7213.0,3965482.0
2019,7,2019-07,37,NC,0,79.0,68.5,81.8,4.75,-1.54,1172859.0,1495625.0,1616971.0,711183.0,1123755.0,1497162.0,1730491.0,916830.0,10264876.0,4996638.0,5268238.0,7049919.0,2200761.0,123952.0,292992.0,7213.0,3965482.0
2019,8,2019-08,37,NC,1,77.0,67.0,77.8,5.14,-0.75,1172859.0,1495625.0,1616971.0,711183.0,1123755.0,1497162.0,1730491.0,916830.0,10264876.0,4996638.0,5268238.0,7049919.0,2200761.0,123952.0,292992.0,7213.0,3965482.0
2019,9,2019-09,37,NC,0,74.9,63.8,71.6,3.09,-2.21,1172859.0,1495625.0,1616971.0,711183.0,1123755.0,1497162.0,1730491.0,916830.0,10264876.0,4996638.0,5268238.0,7049919.0,2200761.0,123952.0,292992.0,7213.0,3965482.0
2019,10,2019-10,37,NC,0,64.6,53.9,59.9,4.9,0.33,1172859.0,1495625.0,1616971.0,711183.0,1123755.0,1497162.0,1730491.0,916830.0,10264876.0,4996638.0,5268238.0,7049919.0,2200761.0,123952.0,292992.0,7213.0,3965482.0
2019,11,2019-11,37,NC,0,47.4,36.4,40.6,3.34,0.09,1172859.0,1495625.0,1616971.0,711183.0,1123755.0,1497162.0,1730491.0,916830.0,10264876.0,4996638.0,5268238.0,7049919.0,2200761.0,123952.0,292992.0,7213.0,3965482.0
2019,12,2019-12,37,NC,0,46.6,35.9,35.1,4.57,0.97,1172859.0,1495625.0,1616971.0,711183.0,1123755.0,1497162.0,1730491.0,916830.0,10264876.0,4996638.0,5268238.0,7049919.0,2200761.0,123952.0,292992.0,7213.0,3965482.0
2020,1,2020-01,37,NC,0,46.0,36.2,35.7,4.37,0.23,1173962.0,1517124.0,1622465.0,739116.0,1127634.0,1514276.0,1742412.0,949238.0,10386227.0,5052667.0,5333560.0,7019443.0,2217522.0,120272.0,308958.0,7368.0,4031592.0
2020,2,2020-02,37,NC,0,47.0,37.2,34.7,7.01,3.35,1173962.0,1517124.0,1622465.0,739116.0,1127634.0,1514276.0,1742412.0,949238.0,10386227.0,5052667.0,5333560.0,7019443.0,2217522.0,120272.0,308958.0,7368.0,4031592.0
2020,3,2020-03,37,NC,0,55.9,45.6,46.8,3.31,-2.08,1173962.0,1517124.0,1622465.0,739116.0,1127634.0,1514276.0,1742412.0,949238.0,10386227.0,5052667.0,5333560.0,7019443.0,2217522.0,120272.0,308958.0,7368.0,4031592.0
2020,4,2020-04,37,NC,0,57.4,45.0,50.6,5.32,2.43,1173962.0,1517124.0,1622465.0,739116.0,1127634.0,1514276.0,1742412.0,949238.0,10386227.0,5052667.0,5333560.0,7019443.0,2217522.0,120272.0,308958.0,7368.0,4031592.0
2020,5,2020-05,37,NC,0,63.6,53.2,65.9,7.62,4.93,1173962.0,1517124.0,1622465.0,739116.0,1127634.0,1514276.0,1742412.0,949238.0,10386227.0,5052667.0,5333560.0,7019443.0,2217522.0,120272.0,308958.0,7368.0,4031592.0
2020,6,2020-06,37,NC,0,73.2,63.9,77.1,5.04,1.18,1173962.0,1517124.0,1622465.0,739116.0,1127634.0,1514276.0,1742412.0,949238.0,10386227.0,5052667.0,5333560.0,7019443.0,2217522.0,120272.0,308958.0,7368.0,4031592.0
2020,7,2020-07,37,NC,0,79.6,69.4,83.7,4.19,-1.57,1173962.0,1517124.0,1622465.0,739116.0,1127634.0,1514276.0,1742412.0,949238.0,10386227.0,5052667.0,5333560.0,7019443.0,2217522.0,120272.0,308958.0,7368.0,4031592.0
2020,8,2020-08,37,NC,0,77.5,69.0,79.5,7.98,2.44,1173962.0,1517124.0,1622465.0,739116.0,1127634.0,1514276.0,1742412.0,949238.0,10386227.0,5052667.0,5333560.0,7019443.0,2217522.0,120272.0,308958.0,7368.0,4031592.0
2020,9,2020-09,37,NC,1,69.7,60.8,70.7,6.8,3.29,1173962.0,1517124.0,1622465.0,739116.0,1127634.0,1514276.0,1742412.0,949238.0,10386227.0,5052667.0,5333560.0,7019443.0,2217522.0,120272.0,308958.0,7368.0,4031592.0
2020,10,2020-10,37,NC,0,63.0,52.4,58.2,4.21,1.15,1173962.0,1517124.0,1622465.0,739116.0,1127634.0,1514276.0,1742412.0,949238.0,10386227.0,5052667.0,5333560.0,7019443.0,2217522.0,120272.0,308958.0,7368.0,4031592.0
2020,11,2020-11,37,NC,0,54.8,43.1,51.3,6.15,3.23,1173962.0,1517124.0,1622465.0,739116.0,1127634.0,1514276.0,1742412.0,949238.0,10386227.0,5052667.0,5333560.0,7019443.0,2217522.0,120272.0,308958.0,7368.0,4031592.0
2020,12,2020-12,37,NC,0,42.2,31.4,36.6,4.55,1.3,1173962.0,1517124.0,1622465.0,739116.0,1127634.0,1514276.0,1742412.0,949238.0,10386227.0,5052667.0,5333560.0,7019443.0,2217522.0,120272.0,308958.0,7368.0,4031592.0
2021,1,2021-01,37,,0,40.8,31.5,30.2,4.63,0.96,,,,,,,,,,,,,,,,,
2021,2,2021-02,37,,0,42.2,33.2,30.3,6.54,3.22,,,,,,,,,,,,,,,,,
2021,3,2021-03,37,,0,53.1,41.3,46.8,4.13,-0.69,,,,,,,,,,,,,,,,,
2021,4,2021-04,37,,0,58.6,45.2,56.9,1.95,-2.07,,,,,,,,,,,,,,,,,
2021,5,2021-05,37,,0,65.5,53.0,66.4,2.47,-1.86,,,,,,,,,,,,,,,,,
2021,6,2021-06,37,,0,73.8,64.0,78.4,6.25,2.15,,,,,,,,,,,,,,,,,
2021,7,2021-07,37,,0,77.1,67.2,76.9,5.88,0.53,,,,,,,,,,,,,,,,,
2021,8,2021-08,37,,1,77.8,68.3,80.0,6.06,0.94,,,,,,,,,,,,,,,,,
2021,9,2021-09,37,,3,70.6,59.7,71.5,3.21,-0.55,,,,,,,,,,,,,,,,,
2021,10,2021-10,37,,2,64.4,53.7,63.1,3.26,-0.36,,,,,,,,,,,,,,,,,
2021,11,2021-11,37,,1,48.1,35.2,45.5,0.91,-2.35,,,,,,,,,,,,,,,,,
2021,12,2021-12,37,,1,50.8,39.1,40.1,2.31,-2.3,,,,,,,,,,,,,,,,,
2022,1,2022-01,37,,0,38.7,28.0,26.6,4.8,1.29,,,,,,,,,,,,,,,,,
2022,2,2022-02,37,,0,46.1,34.0,35.0,2.97,-1.28,,,,,,,,,,,,,,,,,
2022,3,2022-03,37,,0,53.5,40.7,44.0,3.97,-0.94,,,,,,,,,,,,,,,,,
2022,4,2022-04,37,,0,58.8,45.9,54.2,2.94,-0.84,,,,,,,,,,,,,,,,,
2022,5,2022-05,37,,0,68.9,58.0,70.7,4.73,0.46,,,,,,,,,,,,,,,,,
2022,6,2022-06,37,,1,75.2,63.6,75.0,2.19,-2.74,,,,,,,,,,,,,,,,,
2022,7,2022-07,37,,2,79.1,69.6,81.4,6.6,-0.03,,,,,,,,,,,,,,,,,
2022,8,2022-08,37,,4,76.6,67.3,81.2,4.58,-1.15,,,,,,,,,,,,,,,,,
2022,9,2022-09,37,,4,70.4,59.4,69.6,4.04,-0.62,,,,,,,,,,,,,,,,,
2022,10,2022-10,37,,0,57.6,45.8,60.7,2.32,-1.26,,,,,,,,,,,,,,,,,
2022,11,2022-11,37,,0,53.4,42.4,49.9,4.13,0.11,,,,,,,,,,,,,,,,,
2022,12,2022-12,37,,0,41.9,31.6,36.5,3.36,-0.09,,,,,,,,,,,,,,,,,
