state,statefp,county,countyfp,year,month,trap_type,species,num_sites,num_collection_events,num_trap_nights,num_adult_females_collected,num_collection_events_with_detection
California,06,Placer,061,2009,11,GRAV,Culex pipiens,1,1,1,8,1
California,06,Placer,061,2009,11,NJLT,Culex pipiens,9,18,189,1,1
California,06,Placer,061,2009,11,NJLT,Culex tarsalis,9,18,189,3,3
California,06,Placer,061,2010,5,CO2,Culex pipiens,42,74,74,76,27
California,06,Placer,061,2010,5,CO2,Culex stigmatosoma,42,74,74,3,3
California,06,Placer,061,2010,5,CO2,Culex tarsalis,42,74,74,49,25
California,06,Placer,061,2010,6,CO2,Culex pipiens,77,218,218,488,108
California,06,Placer,061,2010,6,CO2,Culex stigmatosoma,77,218,218,24,13
California,06,Placer,061,2010,6,CO2,Culex tarsalis,77,218,218,725,126
California,06,Placer,061,2010,7,CO2,Culex pipiens,71,223,223,843,99
California,06,Placer,061,2010,7,CO2,Culex stigmatosoma,71,223,223,20,12
California,06,Placer,061,2010,7,CO2,Culex tarsalis,71,223,223,3339,124
California,06,Placer,061,2010,8,CO2,Culex pipiens,78,259,259,2471,142
California,06,Placer,061,2010,8,CO2,Culex stigmatosoma,78,259,259,87,29
California,06,Placer,061,2010,8,CO2,Culex tarsalis,78,259,259,10683,174
California,06,Placer,061,2010,8,OTHER,Culex pipiens,6,24,24,12,4
California,06,Placer,061,2010,8,OTHER,Culex tarsalis,6,24,24,75,8
California,06,Placer,061,2010,9,CO2,Culex pipiens,57,216,216,2720,108
California,06,Placer,061,2010,9,CO2,Culex stigmatosoma,57,216,216,116,37
California,06,Placer,061,2010,9,CO2,Culex tarsalis,57,216,216,3355,112
California,06,Placer,061,2010,9,OTHER,Culex pipiens,6,20,20,5,3
California,06,Placer,061,2010,9,OTHER,Culex tarsalis,6,20,20,11,5
California,06,Placer,061,2010,10,CO2,Culex pipiens,44,136,136,2897,54
California,06,Placer,061,2010,10,CO2,Culex stigmatosoma,44,136,136,70,19
California,06,Placer,061,2010,10,CO2,Culex tarsalis,44,136,136,358,54
California,06,Placer,061,2010,10,OTHER,Culex pipiens,6,21,21,5,2
California,06,Placer,061,2010,10,OTHER,Culex tarsalis,6,21,21,9,5
California,06,Placer,061,2011,3,CO2,Culex pipiens,3,3,3,1,1
California,06,Placer,061,2011,4,CO2,Culex pipiens,4,4,4,6,2
California,06,Placer,061,2011,4,CO2,Culex tarsalis,4,4,4,10,4
California,06,Placer,061,2011,5,CO2,Culex pipiens,83,163,163,163,59
California,06,Placer,061,2011,5,CO2,Culex stigmatosoma,83,163,163,9,8
California,06,Placer,061,2011,5,CO2,Culex tarsalis,83,163,163,74,41
California,06,Placer,061,2011,6,CO2,Culex pipiens,61,208,208,337,83
California,06,Placer,061,2011,6,CO2,Culex stigmatosoma,61,208,208,12,9
California,06,Placer,061,2011,6,CO2,Culex tarsalis,61,208,208,455,83
California,06,Placer,061,2011,7,CO2,Culex pipiens,65,212,212,788,105
California,06,Placer,061,2011,7,CO2,Culex stigmatosoma,65,212,212,14,10
California,06,Placer,061,2011,7,CO2,Culex tarsalis,65,212,212,4476,141
California,06,Placer,061,2011,8,CO2,Culex pipiens,73,288,288,3443,170
California,06,Placer,061,2011,8,CO2,Culex stigmatosoma,73,288,288,78,20
California,06,Placer,061,2011,8,CO2,Culex tarsalis,73,288,288,11522,213
California,06,Placer,061,2011,8,OTHER,Culex pipiens,10,19,19,5,4
California,06,Placer,061,2011,8,OTHER,Culex stigmatosoma,10,19,19,2,2
California,06,Placer,061,2011,8,OTHER,Culex tarsalis,10,19,19,61,8
California,06,Placer,061,2011,9,CO2,Culex pipiens,73,229,255,5403,120
California,06,Placer,061,2011,9,CO2,Culex stigmatosoma,73,229,255,63,20
California,06,Placer,061,2011,9,CO2,Culex tarsalis,73,229,255,3994,145
California,06,Placer,061,2011,9,GRAV,Culex pipiens,4,4,4,17,4
California,06,Placer,061,2011,9,GRAV,Culex tarsalis,4,4,4,7,1
California,06,Placer,061,2011,9,OTHER,Culex pipiens,10,25,27,17,12
California,06,Placer,061,2011,9,OTHER,Culex stigmatosoma,10,25,27,3,1
California,06,Placer,061,2011,9,OTHER,Culex tarsalis,10,25,27,48,9
California,06,Placer,061,2011,10,CO2,Culex pipiens,39,121,121,1446,60
California,06,Placer,061,2011,10,CO2,Culex stigmatosoma,39,121,121,3,2
California,06,Placer,061,2011,10,CO2,Culex tarsalis,39,121,121,128,30
California,06,Placer,061,2011,10,OTHER,Culex pipiens,6,11,11,1,1
California,06,Placer,061,2011,11,CO2,Culex pipiens,1,1,1,7,1
California,06,Placer,061,2012,2,CO2,Culex pipiens,1,3,3,5,2
California,06,Placer,061,2012,2,CO2,Culex tarsalis,1,3,3,1,1
California,06,Placer,061,2012,4,CO2,Culex pipiens,11,11,11,21,7
California,06,Placer,061,2012,4,CO2,Culex tarsalis,11,11,11,30,8
California,06,Placer,061,2012,5,CO2,Culex pipiens,78,192,192,422,86
California,06,Placer,061,2012,5,CO2,Culex stigmatosoma,78,192,192,14,9
California,06,Placer,061,2012,5,CO2,Culex tarsalis,78,192,192,387,90
California,06,Placer,061,2012,6,CO2,Culex pipiens,80,219,219,1900,98
California,06,Placer,061,2012,6,CO2,Culex stigmatosoma,80,219,219,13,12
California,06,Placer,061,2012,6,CO2,Culex tarsalis,80,219,219,827,97
California,06,Placer,061,2012,6,GRAV,Culex pipiens,2,2,2,41,2
California,06,Placer,061,2012,6,GRAV,Culex tarsalis,2,2,2,1,1
California,06,Placer,061,2012,7,CO2,Culex pipiens,74,243,243,4938,122
California,06,Placer,061,2012,7,CO2,Culex stigmatosoma,74,243,243,32,16
California,06,Placer,061,2012,7,CO2,Culex tarsalis,74,243,243,7353,150
California,06,Placer,061,2012,7,OTHER,Culex pipiens,2,2,2,5,1
California,06,Placer,061,2012,7,OTHER,Culex tarsalis,2,2,2,39,1
California,06,Placer,061,2012,8,CO2,Culex pipiens,81,228,229,10804,123
California,06,Placer,061,2012,8,CO2,Culex stigmatosoma,81,228,229,81,21
California,06,Placer,061,2012,8,CO2,Culex tarsalis,81,228,229,12313,149
California,06,Placer,061,2012,8,OTHER,Culex pipiens,1,1,1,2,1
California,06,Placer,061,2012,9,CO2,Culex pipiens,66,201,201,4027,109
California,06,Placer,061,2012,9,CO2,Culex stigmatosoma,66,201,201,91,23
California,06,Placer,061,2012,9,CO2,Culex tarsalis,66,201,201,3497,120
California,06,Placer,061,2012,10,CO2,Culex pipiens,38,128,128,2060,53
California,06,Placer,061,2012,10,CO2,Culex stigmatosoma,38,128,128,51,15
California,06,Placer,061,2012,10,CO2,Culex tarsalis,38,128,128,390,44
California,06,Placer,061,2013,1,CO2,Culex pipiens,1,1,1,5,1
California,06,Placer,061,2013,1,CO2,Culex tarsalis,1,1,1,79,1
California,06,Placer,061,2013,2,CO2,Culex pipiens,4,4,4,1,1
California,06,Placer,061,2013,2,CO2,Culex tarsalis,4,4,4,3,3
California,06,Placer,061,2013,3,CO2,No Detection,1,1,1,0,0
California,06,Placer,061,2013,4,CO2,Culex pipiens,61,74,74,179,27
California,06,Placer,061,2013,4,CO2,Culex tarsalis,61,74,74,40,23
California,06,Placer,061,2013,5,CO2,Culex pipiens,68,185,185,749,100
California,06,Placer,061,2013,5,CO2,Culex stigmatosoma,68,185,185,35,19
California,06,Placer,061,2013,5,CO2,Culex tarsalis,68,185,185,239,84
California,06,Placer,061,2013,6,CO2,Culex pipiens,60,179,179,1378,100
California,06,Placer,061,2013,6,CO2,Culex stigmatosoma,60,179,179,49,24
California,06,Placer,061,2013,6,CO2,Culex tarsalis,60,179,179,1836,98
California,06,Placer,061,2013,6,GRAV,Culex pipiens,5,5,5,94,5
California,06,Placer,061,2013,6,GRAV,Culex tarsalis,5,5,5,1,1
California,06,Placer,061,2013,7,CO2,Culex pipiens,63,244,244,4516,136
California,06,Placer,061,2013,7,CO2,Culex stigmatosoma,63,244,244,67,35
California,06,Placer,061,2013,7,CO2,Culex tarsalis,63,244,244,9683,185
California,06,Placer,061,2013,7,GRAV,Culex pipiens,3,3,3,3,1
California,06,Placer,061,2013,8,CO2,Culex pipiens,69,204,208,2462,117
California,06,Placer,061,2013,8,CO2,Culex stigmatosoma,69,204,208,77,32
California,06,Placer,061,2013,8,CO2,Culex tarsalis,69,204,208,7583,141
California,06,Placer,061,2013,8,OTHER,Culex pipiens,6,12,12,1,1
California,06,Placer,061,2013,8,OTHER,Culex stigmatosoma,6,12,12,1,1
California,06,Placer,061,2013,8,OTHER,Culex tarsalis,6,12,12,14,6
California,06,Placer,061,2013,9,CO2,Culex pipiens,55,156,156,2890,96
California,06,Placer,061,2013,9,CO2,Culex stigmatosoma,55,156,156,93,41
California,06,Placer,061,2013,9,CO2,Culex tarsalis,55,156,156,2524,120
California,06,Placer,061,2013,9,OTHER,Culex pipiens,6,26,26,4,2
California,06,Placer,061,2013,9,OTHER,Culex stigmatosoma,6,26,26,1,1
California,06,Placer,061,2013,9,OTHER,Culex tarsalis,6,26,26,11,5
California,06,Placer,061,2013,10,CO2,Culex pipiens,34,133,133,669,54
California,06,Placer,061,2013,10,CO2,Culex stigmatosoma,34,133,133,5,5
California,06,Placer,061,2013,10,CO2,Culex tarsalis,34,133,133,155,38
California,06,Placer,061,2014,3,CO2,Culex pipiens,2,2,2,1,1
California,06,Placer,061,2014,3,CO2,Culex tarsalis,2,2,2,1,1
California,06,Placer,061,2014,4,CO2,Culex pipiens,35,83,83,379,58
California,06,Placer,061,2014,4,CO2,Culex stigmatosoma,35,83,83,30,15
California,06,Placer,061,2014,4,CO2,Culex tarsalis,35,83,83,130,47
California,06,Placer,061,2014,5,CO2,Culex pipiens,57,157,157,981,83
California,06,Placer,061,2014,5,CO2,Culex stigmatosoma,57,157,157,44,20
California,06,Placer,061,2014,5,CO2,Culex tarsalis,57,157,157,177,69
California,06,Placer,061,2014,5,GRAV,Culex pipiens,2,2,2,9,2
California,06,Placer,061,2014,6,CO2,Culex pipiens,62,185,185,1227,92
California,06,Placer,061,2014,6,CO2,Culex stigmatosoma,62,185,185,60,25
California,06,Placer,061,2014,6,CO2,Culex tarsalis,62,185,185,1130,105
California,06,Placer,061,2014,6,GRAV,Culex pipiens,3,4,8,30,3
California,06,Placer,061,2014,7,CO2,Culex pipiens,64,228,228,6149,116
California,06,Placer,061,2014,7,CO2,Culex stigmatosoma,64,228,228,64,27
California,06,Placer,061,2014,7,CO2,Culex tarsalis,64,228,228,7076,161
California,06,Placer,061,2014,8,CO2,Culex pipiens,72,208,208,4494,106
California,06,Placer,061,2014,8,CO2,Culex stigmatosoma,72,208,208,72,28
California,06,Placer,061,2014,8,CO2,Culex tarsalis,72,208,208,4731,145
California,06,Placer,061,2014,9,CO2,Culex pipiens,61,191,191,1830,102
California,06,Placer,061,2014,9,CO2,Culex stigmatosoma,61,191,191,84,36
California,06,Placer,061,2014,9,CO2,Culex tarsalis,61,191,191,1546,134
California,06,Placer,061,2014,10,CO2,Culex pipiens,50,144,144,1313,75
California,06,Placer,061,2014,10,CO2,Culex stigmatosoma,50,144,144,29,15
California,06,Placer,061,2014,10,CO2,Culex tarsalis,50,144,144,138,46
California,06,Placer,061,2015,3,CO2,Culex pipiens,12,14,14,57,6
California,06,Placer,061,2015,3,CO2,Culex stigmatosoma,12,14,14,2,2
California,06,Placer,061,2015,3,CO2,Culex tarsalis,12,14,14,6,3
California,06,Placer,061,2015,4,CO2,Culex pipiens,17,21,21,38,13
California,06,Placer,061,2015,4,CO2,Culex tarsalis,17,21,21,14,8
California,06,Placer,061,2015,5,CO2,Culex pipiens,62,161,161,470,83
California,06,Placer,061,2015,5,CO2,Culex stigmatosoma,62,161,161,11,10
California,06,Placer,061,2015,5,CO2,Culex tarsalis,62,161,161,110,47
California,06,Placer,061,2015,6,CO2,Culex pipiens,69,264,264,3010,146
California,06,Placer,061,2015,6,CO2,Culex stigmatosoma,69,264,264,63,26
California,06,Placer,061,2015,6,CO2,Culex tarsalis,69,264,264,3453,144
California,06,Placer,061,2015,7,CO2,Culex pipiens,69,272,272,1923,113
California,06,Placer,061,2015,7,CO2,Culex stigmatosoma,69,272,272,27,11
California,06,Placer,061,2015,7,CO2,Culex tarsalis,69,272,272,5651,172
California,06,Placer,061,2015,8,CO2,Culex pipiens,73,236,236,1923,86
California,06,Placer,061,2015,8,CO2,Culex stigmatosoma,73,236,236,35,14
California,06,Placer,061,2015,8,CO2,Culex tarsalis,73,236,236,3739,127
California,06,Placer,061,2015,8,OTHER,Culex tarsalis,5,5,35,3,2
California,06,Placer,061,2015,9,CO2,Culex pipiens,57,235,235,1690,117
California,06,Placer,061,2015,9,CO2,Culex stigmatosoma,57,235,235,80,34
California,06,Placer,061,2015,9,CO2,Culex tarsalis,57,235,235,2366,142
California,06,Placer,061,2015,9,OTHER,Culex pipiens,5,20,130,10,3
California,06,Placer,061,2015,9,OTHER,Culex stigmatosoma,5,20,130,1,1
California,06,Placer,061,2015,9,OTHER,Culex tarsalis,5,20,130,16,5
California,06,Placer,061,2015,10,CO2,Culex pipiens,40,140,140,1307,82
California,06,Placer,061,2015,10,CO2,Culex stigmatosoma,40,140,140,112,23
California,06,Placer,061,2015,10,CO2,Culex tarsalis,40,140,140,287,51
California,06,Placer,061,2015,10,OTHER,Culex pipiens,5,5,50,2,1
California,06,Placer,061,2015,10,OTHER,Culex tarsalis,5,5,50,1,1
California,06,Placer,061,2015,11,CO2,Culex pipiens,24,39,39,12,8
California,06,Placer,061,2015,11,CO2,Culex tarsalis,24,39,39,4,4
California,06,Placer,061,2016,1,CO2,Culex tarsalis,1,1,1,2,1
California,06,Placer,061,2016,1,OTHER,Culex pipiens,4,5,5,23,3
California,06,Placer,061,2016,2,CO2,Culex pipiens,5,13,13,4,4
California,06,Placer,061,2016,2,CO2,Culex tarsalis,5,13,13,19,7
California,06,Placer,061,2016,4,CO2,Culex pipiens,34,51,51,540,40
California,06,Placer,061,2016,4,CO2,Culex stigmatosoma,34,51,51,19,11
California,06,Placer,061,2016,4,CO2,Culex tarsalis,34,51,51,288,36
California,06,Placer,061,2016,4,GRAV,Culex pipiens,3,57,57,41,11
California,06,Placer,061,2016,4,GRAV,Culex stigmatosoma,3,57,57,1,1
California,06,Placer,061,2016,5,BGS,Culex pipiens,6,11,77,13,6
California,06,Placer,061,2016,5,BGS,Culex stigmatosoma,6,11,77,1,1
California,06,Placer,061,2016,5,BGS,Culex tarsalis,6,11,77,2,2
California,06,Placer,061,2016,5,CO2,Culex pipiens,72,172,172,558,96
California,06,Placer,061,2016,5,CO2,Culex stigmatosoma,72,172,172,49,32
California,06,Placer,061,2016,5,CO2,Culex tarsalis,72,172,172,314,89
California,06,Placer,061,2016,5,GRAV,Culex pipiens,10,19,19,11,6
California,06,Placer,061,2016,5,GRAV,Culex stigmatosoma,10,19,19,1,1
California,06,Placer,061,2016,5,GRAV,Culex tarsalis,10,19,19,1,1
California,06,Placer,061,2016,5,OTHER,Culex pipiens,10,20,140,2,2
California,06,Placer,061,2016,6,BGS,Culex pipiens,6,24,168,32,13
California,06,Placer,061,2016,6,BGS,Culex tarsalis,6,24,168,15,7
California,06,Placer,061,2016,6,CO2,Culex pipiens,76,296,296,1657,144
California,06,Placer,061,2016,6,CO2,Culex stigmatosoma,76,296,296,136,57
California,06,Placer,061,2016,6,CO2,Culex tarsalis,76,296,296,7566,195
California,06,Placer,061,2016,6,GRAV,Culex pipiens,11,51,55,101,18
California,06,Placer,061,2016,6,GRAV,Culex stigmatosoma,11,51,55,11,6
California,06,Placer,061,2016,6,GRAV,Culex tarsalis,11,51,55,34,9
California,06,Placer,061,2016,6,OTHER,Culex pipiens,10,40,280,12,6
California,06,Placer,061,2016,6,OTHER,Culex tarsalis,10,40,280,3,1
California,06,Placer,061,2016,7,BGS,Culex pipiens,6,24,156,26,9
California,06,Placer,061,2016,7,BGS,Culex stigmatosoma,6,24,156,1,1
California,06,Placer,061,2016,7,BGS,Culex tarsalis,6,24,156,42,13
California,06,Placer,061,2016,7,CO2,Culex pipiens,94,257,257,2031,127
California,06,Placer,061,2016,7,CO2,Culex stigmatosoma,94,257,257,96,41
California,06,Placer,061,2016,7,CO2,Culex tarsalis,94,257,257,12589,199
California,06,Placer,061,2016,7,GRAV,Culex pipiens,16,52,52,54,19
California,06,Placer,061,2016,7,GRAV,Culex stigmatosoma,16,52,52,6,4
California,06,Placer,061,2016,7,GRAV,Culex tarsalis,16,52,52,12,9
California,06,Placer,061,2016,7,OTHER,Culex pipiens,10,40,258,3,3
California,06,Placer,061,2016,7,OTHER,Culex tarsalis,10,40,258,5,3
California,06,Placer,061,2016,8,BGS,Culex pipiens,6,30,210,77,16
California,06,Placer,061,2016,8,BGS,Culex stigmatosoma,6,30,210,2,2
California,06,Placer,061,2016,8,BGS,Culex tarsalis,6,30,210,26,8
California,06,Placer,061,2016,8,CO2,Culex pipiens,118,323,323,3240,155
California,06,Placer,061,2016,8,CO2,Culex stigmatosoma,118,323,323,209,78
California,06,Placer,061,2016,8,CO2,Culex tarsalis,118,323,323,16046,215
California,06,Placer,061,2016,8,GRAV,Culex pipiens,13,54,54,119,22
California,06,Placer,061,2016,8,GRAV,Culex stigmatosoma,13,54,54,21,7
California,06,Placer,061,2016,8,GRAV,Culex tarsalis,13,54,54,36,8
California,06,Placer,061,2016,8,OTHER,Culex pipiens,10,50,350,11,11
California,06,Placer,061,2016,8,OTHER,Culex tarsalis,10,50,350,3,3
California,06,Placer,061,2016,9,BGS,Culex pipiens,6,24,168,28,13
California,06,Placer,061,2016,9,BGS,Culex tarsalis,6,24,168,46,15
California,06,Placer,061,2016,9,CO2,Culex pipiens,97,249,249,1456,108
California,06,Placer,061,2016,9,CO2,Culex stigmatosoma,97,249,249,302,68
California,06,Placer,061,2016,9,CO2,Culex tarsalis,97,249,249,3049,148
California,06,Placer,061,2016,9,GRAV,Culex pipiens,10,38,38,103,16
California,06,Placer,061,2016,9,GRAV,Culex stigmatosoma,10,38,38,5,5
California,06,Placer,061,2016,9,GRAV,Culex tarsalis,10,38,38,9,5
California,06,Placer,061,2016,9,OTHER,Culex pipiens,10,39,273,9,7
California,06,Placer,061,2016,9,OTHER,Culex tarsalis,10,39,273,9,7
California,06,Placer,061,2016,10,CO2,Culex pipiens,47,111,111,554,56
California,06,Placer,061,2016,10,CO2,Culex stigmatosoma,47,111,111,66,25
California,06,Placer,061,2016,10,CO2,Culex tarsalis,47,111,111,160,39
California,06,Placer,061,2016,10,GRAV,Culex pipiens,10,19,19,24,8
California,06,Placer,061,2016,10,GRAV,Culex stigmatosoma,10,19,19,1,1
California,06,Placer,061,2016,10,GRAV,Culex tarsalis,10,19,19,1,1
California,06,Placer,061,2016,11,CO2,Culex pipiens,15,60,60,61,13
California,06,Placer,061,2016,11,CO2,Culex stigmatosoma,15,60,60,10,7
California,06,Placer,061,2016,11,CO2,Culex tarsalis,15,60,60,7,7
California,06,Placer,061,2016,12,CO2,Culex pipiens,12,48,48,1,1
California,06,Placer,061,2016,12,CO2,Culex tarsalis,12,48,48,1,1
California,06,Placer,061,2017,1,CO2,Culex stigmatosoma,13,37,37,3,1
California,06,Placer,061,2017,1,CO2,Culex tarsalis,13,37,37,13,2
California,06,Placer,061,2017,2,CO2,Culex pipiens,12,35,35,8,2
California,06,Placer,061,2017,2,CO2,Culex tarsalis,12,35,35,10,6
California,06,Placer,061,2017,3,CO2,Culex pipiens,12,46,46,21,7
California,06,Placer,061,2017,3,CO2,Culex tarsalis,12,46,46,25,12
California,06,Placer,061,2017,4,CO2,Culex pipiens,12,52,52,98,26
California,06,Placer,061,2017,4,CO2,Culex stigmatosoma,12,52,52,1,1
California,06,Placer,061,2017,4,CO2,Culex tarsalis,12,52,52,156,35
California,06,Placer,061,2017,5,BGS,Culex pipiens,20,61,390,139,31
California,06,Placer,061,2017,5,BGS,Culex stigmatosoma,20,61,390,1,1
California,06,Placer,061,2017,5,BGS,Culex tarsalis,20,61,390,65,21
California,06,Placer,061,2017,5,CO2,Culex pipiens,64,210,210,352,86
California,06,Placer,061,2017,5,CO2,Culex stigmatosoma,64,210,210,26,14
California,06,Placer,061,2017,5,CO2,Culex tarsalis,64,210,210,366,92
California,06,Placer,061,2017,5,OTHER,Culex pipiens,21,72,400,40,15
California,06,Placer,061,2017,5,OTHER,Culex tarsalis,21,72,400,3,3
California,06,Placer,061,2017,6,BGS,Culex pipiens,20,79,552,367,57
California,06,Placer,061,2017,6,BGS,Culex tarsalis,20,79,552,44,21
California,06,Placer,061,2017,6,CO2,Culex pipiens,58,232,232,395,94
California,06,Placer,061,2017,6,CO2,Culex stigmatosoma,58,232,232,77,33
California,06,Placer,061,2017,6,CO2,Culex tarsalis,58,232,232,471,99
California,06,Placer,061,2017,6,OTHER,Culex pipiens,20,99,692,35,16
California,06,Placer,061,2017,6,OTHER,Culex tarsalis,20,99,692,16,4
California,06,Placer,061,2017,7,BGS,Culex pipiens,20,90,630,278,53
California,06,Placer,061,2017,7,BGS,Culex stigmatosoma,20,90,630,1,1
California,06,Placer,061,2017,7,BGS,Culex tarsalis,20,90,630,81,28
California,06,Placer,061,2017,7,CO2,Culex pipiens,73,244,244,661,102
California,06,Placer,061,2017,7,CO2,Culex stigmatosoma,73,244,244,76,37
California,06,Placer,061,2017,7,CO2,Culex tarsalis,73,244,244,9153,158
California,06,Placer,061,2017,7,OTHER,Culex pipiens,20,88,618,1,1
California,06,Placer,061,2017,8,BGS,Culex pipiens,21,92,632,167,42
California,06,Placer,061,2017,8,BGS,Culex stigmatosoma,21,92,632,11,9
California,06,Placer,061,2017,8,BGS,Culex tarsalis,21,92,632,491,29
California,06,Placer,061,2017,8,CO2,Culex pipiens,63,288,288,1557,118
California,06,Placer,061,2017,8,CO2,Culex stigmatosoma,63,288,288,224,64
California,06,Placer,061,2017,8,CO2,Culex tarsalis,63,288,288,9684,197
California,06,Placer,061,2017,8,OTHER,No Detection,20,90,630,0,0
California,06,Placer,061,2017,9,BGS,Culex pipiens,22,69,487,161,33
California,06,Placer,061,2017,9,BGS,Culex stigmatosoma,22,69,487,2,2
California,06,Placer,061,2017,9,BGS,Culex tarsalis,22,69,487,487,24
California,06,Placer,061,2017,9,CO2,Culex pipiens,69,224,224,2412,100
California,06,Placer,061,2017,9,CO2,Culex stigmatosoma,69,224,224,756,80
California,06,Placer,061,2017,9,CO2,Culex tarsalis,69,224,224,4483,131
California,06,Placer,061,2017,9,OTHER,Culex pipiens,20,92,634,24,14
California,06,Placer,061,2017,9,OTHER,Culex tarsalis,20,92,634,1,1
California,06,Placer,061,2017,10,BGS,Culex pipiens,20,30,210,29,13
California,06,Placer,061,2017,10,BGS,Culex stigmatosoma,20,30,210,3,2
California,06,Placer,061,2017,10,BGS,Culex tarsalis,20,30,210,24,11
California,06,Placer,061,2017,10,CO2,Culex pipiens,49,175,175,411,50
California,06,Placer,061,2017,10,CO2,Culex stigmatosoma,49,175,175,33,20
California,06,Placer,061,2017,10,CO2,Culex tarsalis,49,175,175,197,48
California,06,Placer,061,2017,10,OTHER,Culex pipiens,20,51,357,6,4
California,06,Placer,061,2017,11,CO2,Culex pipiens,12,51,51,55,14
California,06,Placer,061,2017,11,CO2,Culex stigmatosoma,12,51,51,12,6
California,06,Placer,061,2017,11,CO2,Culex tarsalis,12,51,51,4,2
California,06,Placer,061,2017,12,CO2,Culex pipiens,14,48,48,3,3
California,06,Placer,061,2018,1,CO2,Culex pipiens,12,61,61,13,6
California,06,Placer,061,2018,1,CO2,Culex tarsalis,12,61,61,1,1
California,06,Placer,061,2018,2,CO2,Culex pipiens,12,50,50,13,3
California,06,Placer,061,2018,3,CO2,Culex pipiens,12,48,48,14,8
California,06,Placer,061,2018,3,CO2,Culex stigmatosoma,12,48,48,1,1
California,06,Placer,061,2018,3,CO2,Culex tarsalis,12,48,48,9,5
California,06,Placer,061,2018,4,CO2,Culex pipiens,12,48,48,55,19
California,06,Placer,061,2018,4,CO2,Culex stigmatosoma,12,48,48,16,10
California,06,Placer,061,2018,4,CO2,Culex tarsalis,12,48,48,480,30
California,06,Placer,061,2018,5,BGS,Culex pipiens,23,120,404,991,48
California,06,Placer,061,2018,5,BGS,Culex stigmatosoma,23,120,404,13,5
California,06,Placer,061,2018,5,BGS,Culex tarsalis,23,120,404,296,36
California,06,Placer,061,2018,5,CO2,Culex pipiens,50,218,218,347,81
California,06,Placer,061,2018,5,CO2,Culex stigmatosoma,50,218,218,38,32
California,06,Placer,061,2018,5,CO2,Culex tarsalis,50,218,218,314,88
California,06,Placer,061,2018,5,OTHER,Culex pipiens,23,59,423,25,7
California,06,Placer,061,2018,6,BGS,Culex pipiens,23,119,513,1749,80
California,06,Placer,061,2018,6,BGS,Culex stigmatosoma,23,119,513,53,13
California,06,Placer,061,2018,6,BGS,Culex tarsalis,23,119,513,179,41
California,06,Placer,061,2018,6,CO2,Culex pipiens,60,232,232,663,103
California,06,Placer,061,2018,6,CO2,Culex stigmatosoma,60,232,232,127,51
California,06,Placer,061,2018,6,CO2,Culex tarsalis,60,232,232,1906,113
California,06,Placer,061,2018,6,OTHER,Culex pipiens,20,66,462,73,12
California,06,Placer,061,2018,6,OTHER,Culex tarsalis,20,66,462,1,1
California,06,Placer,061,2018,7,BGS,Culex pipiens,21,86,583,1936,54
California,06,Placer,061,2018,7,BGS,Culex stigmatosoma,21,86,583,107,8
California,06,Placer,061,2018,7,BGS,Culex tarsalis,21,86,583,720,40
California,06,Placer,061,2018,7,CO2,Culex pipiens,75,265,265,1409,127
California,06,Placer,061,2018,7,CO2,Culex stigmatosoma,75,265,265,118,50
California,06,Placer,061,2018,7,CO2,Culex tarsalis,75,265,265,19275,203
California,06,Placer,061,2018,7,OTHER,Culex pipiens,20,86,602,10,4
California,06,Placer,061,2018,7,OTHER,Culex tarsalis,20,86,602,2,2
California,06,Placer,061,2018,8,BGS,Culex pipiens,19,76,502,1282,42
California,06,Placer,061,2018,8,BGS,Culex stigmatosoma,19,76,502,35,9
California,06,Placer,061,2018,8,BGS,Culex tarsalis,19,76,502,4237,37
California,06,Placer,061,2018,8,CO2,Culex pipiens,111,325,325,2784,137
California,06,Placer,061,2018,8,CO2,Culex stigmatosoma,111,325,325,294,72
California,06,Placer,061,2018,8,CO2,Culex tarsalis,111,325,325,14015,205
California,06,Placer,061,2018,8,OTHER,Culex pipiens,18,77,539,4,2
California,06,Placer,061,2018,9,BGS,Culex pipiens,19,76,408,2013,41
California,06,Placer,061,2018,9,BGS,Culex stigmatosoma,19,76,408,49,8
California,06,Placer,061,2018,9,BGS,Culex tarsalis,19,76,408,6074,29
California,06,Placer,061,2018,9,CO2,Culex pipiens,68,232,238,2002,99
California,06,Placer,061,2018,9,CO2,Culex stigmatosoma,68,232,238,297,70
California,06,Placer,061,2018,9,CO2,Culex tarsalis,68,232,238,4139,134
California,06,Placer,061,2018,9,OTHER,Culex pipiens,18,72,456,6,3
California,06,Placer,061,2018,10,BGS,Culex pipiens,10,10,70,29,3
California,06,Placer,061,2018,10,CO2,Culex pipiens,52,182,182,778,63
California,06,Placer,061,2018,10,CO2,Culex stigmatosoma,52,182,182,71,33
California,06,Placer,061,2018,10,CO2,Culex tarsalis,52,182,182,335,54
California,06,Placer,061,2018,10,OTHER,Culex pipiens,10,10,70,5,2
California,06,Placer,061,2018,11,CO2,Culex pipiens,12,35,35,28,7
California,06,Placer,061,2018,11,CO2,Culex stigmatosoma,12,35,35,1,1
California,06,Placer,061,2018,11,CO2,Culex tarsalis,12,35,35,3,3
California,06,Placer,061,2018,12,CO2,Culex pipiens,12,48,48,5,2
California,06,Placer,061,2019,1,BGS,Culex pipiens,1,2,14,5,2
California,06,Placer,061,2019,1,CO2,Culex pipiens,12,48,48,6,3
