,year,month,count,1m,2m,3m,3mAverage,12m,month_cos,month_sin
2021-09-01,2021,9,33,31.0,19.0,3.0,17.666666666666668,61.0,-1.8369701987210297e-16,-1.0
2021-10-01,2021,10,9,33.0,31.0,19.0,27.666666666666668,26.0,0.5,-0.8660254037844386
2021-11-01,2021,11,1,9.0,33.0,31.0,24.333333333333332,5.0,0.8660254037844384,-0.5000000000000004
2021-12-01,2021,12,0,1.0,9.0,33.0,14.333333333333334,2.0,1.0,-2.4492935982947064e-16
2022-01-01,2022,1,0,0.0,1.0,9.0,3.3333333333333335,0.0,0.8660254037844387,0.49999999999999994
2022-02-01,2022,2,0,0.0,0.0,1.0,0.3333333333333333,0.0,0.5000000000000001,0.8660254037844386
2022-03-01,2022,3,0,0.0,0.0,0.0,0.0,0.0,6.123233995736766e-17,1.0
2022-04-01,2022,4,0,0.0,0.0,0.0,0.0,0.0,-0.4999999999999998,0.8660254037844388
2022-05-01,2022,5,0,0.0,0.0,0.0,0.0,0.0,-0.8660254037844387,0.49999999999999994
2022-06-01,2022,6,8,0.0,0.0,0.0,0.0,3.0,-1.0,1.2246467991473532e-16
2022-07-01,2022,7,23,8.0,0.0,0.0,2.6666666666666665,19.0,-0.8660254037844388,-0.4999999999999998
2022-08-01,2022,8,52,23.0,8.0,0.0,10.333333333333334,31.0,-0.5000000000000004,-0.8660254037844384
2022-09-01,2022,9,27,52.0,23.0,8.0,27.666666666666668,33.0,-1.8369701987210297e-16,-1.0
2022-10-01,2022,10,18,27.0,52.0,23.0,34.0,9.0,0.5,-0.8660254037844386
2022-11-01,2022,11,1,18.0,27.0,52.0,32.333333333333336,1.0,0.8660254037844384,-0.5000000000000004
2022-12-01,2022,12,0,1.0,18.0,27.0,15.333333333333334,0.0,1.0,-2.4492935982947064e-16
