,count,avgTemp,minTemp,maxTemp,precipitation,zindex,male_under_17,male_18_to_40,male_40_to_64,male_over_65,female_under_17,female_18_to_40,female_40_to_64,female_over_65,total_population,male_population,female_population,white_population,black_population,native_american_population,asian_population,pacific_islander_population,household_income
2015-02,0.0,26.3,16.0,44.0,3.26,-0.25,520876.0,639797.0,727594.0,275941.0,495189.0,625959.0,754963.0,357034.0,4397353.0,2164208.0,2233145.0,3851591.0,347034.0,9063.0,55483.0,2197.0,1708499.0
2015-03,0.0,44.5,33.1,61.7,6.34,1.76,520876.0,639797.0,727594.0,275941.0,495189.0,625959.0,754963.0,357034.0,4397353.0,2164208.0,2233145.0,3851591.0,347034.0,9063.0,55483.0,2197.0,1708499.0
2015-04,0.0,57.4,45.2,69.6,8.28,4.51,520876.0,639797.0,727594.0,275941.0,495189.0,625959.0,754963.0,357034.0,4397353.0,2164208.0,2233145.0,3851591.0,347034.0,9063.0,55483.0,2197.0,1708499.0
2015-05,0.0,67.3,55.2,72.3,2.67,-2.08,520876.0,639797.0,727594.0,275941.0,495189.0,625959.0,754963.0,357034.0,4397353.0,2164208.0,2233145.0,3851591.0,347034.0,9063.0,55483.0,2197.0,1708499.0
2015-06,0.0,74.2,63.9,87.8,5.47,1.23,520876.0,639797.0,727594.0,275941.0,495189.0,625959.0,754963.0,357034.0,4397353.0,2164208.0,2233145.0,3851591.0,347034.0,9063.0,55483.0,2197.0,1708499.0
2015-07,0.0,76.5,67.1,90.8,9.37,5.93,520876.0,639797.0,727594.0,275941.0,495189.0,625959.0,754963.0,357034.0,4397353.0,2164208.0,2233145.0,3851591.0,347034.0,9063.0,55483.0,2197.0,1708499.0
2015-08,0.0,72.8,61.8,87.7,3.19,0.27,520876.0,639797.0,727594.0,275941.0,495189.0,625959.0,754963.0,357034.0,4397353.0,2164208.0,2233145.0,3851591.0,347034.0,9063.0,55483.0,2197.0,1708499.0
2015-09,1.0,70.2,58.2,87.0,2.89,-0.36,520876.0,639797.0,727594.0,275941.0,495189.0,625959.0,754963.0,357034.0,4397353.0,2164208.0,2233145.0,3851591.0,347034.0,9063.0,55483.0,2197.0,1708499.0
2015-10,0.0,57.8,46.1,72.1,3.96,1.87,520876.0,639797.0,727594.0,275941.0,495189.0,625959.0,754963.0,357034.0,4397353.0,2164208.0,2233145.0,3851591.0,347034.0,9063.0,55483.0,2197.0,1708499.0
2015-11,0.0,50.9,39.9,58.5,4.39,1.15,520876.0,639797.0,727594.0,275941.0,495189.0,625959.0,754963.0,357034.0,4397353.0,2164208.0,2233145.0,3851591.0,347034.0,9063.0,55483.0,2197.0,1708499.0
2015-12,0.0,48.7,39.3,48.2,6.52,2.26,520876.0,639797.0,727594.0,275941.0,495189.0,625959.0,754963.0,357034.0,4397353.0,2164208.0,2233145.0,3851591.0,347034.0,9063.0,55483.0,2197.0,1708499.0
2016-01,0.0,31.6,21.8,42.8,1.88,-1.82,519961.0,642933.0,724193.0,285658.0,494229.0,626378.0,751295.0,367342.0,4411989.0,2172745.0,2239244.0,3859516.0,350242.0,9052.0,57084.0,2584.0,1718217.0
2016-02,0.0,38.9,29.6,54.2,4.97,1.21,519961.0,642933.0,724193.0,285658.0,494229.0,626378.0,751295.0,367342.0,4411989.0,2172745.0,2239244.0,3859516.0,350242.0,9052.0,57084.0,2584.0,1718217.0
2016-03,0.0,51.8,40.4,64.8,4.22,-1.24,519961.0,642933.0,724193.0,285658.0,494229.0,626378.0,751295.0,367342.0,4411989.0,2172745.0,2239244.0,3859516.0,350242.0,9052.0,57084.0,2584.0,1718217.0
2016-04,0.0,57.3,44.2,69.5,3.64,-0.82,519961.0,642933.0,724193.0,285658.0,494229.0,626378.0,751295.0,367342.0,4411989.0,2172745.0,2239244.0,3859516.0,350242.0,9052.0,57084.0,2584.0,1718217.0
2016-05,0.0,62.9,52.0,73.5,6.06,1.92,519961.0,642933.0,724193.0,285658.0,494229.0,626378.0,751295.0,367342.0,4411989.0,2172745.0,2239244.0,3859516.0,350242.0,9052.0,57084.0,2584.0,1718217.0
2016-06,0.0,74.9,63.2,90.6,3.74,-0.68,519961.0,642933.0,724193.0,285658.0,494229.0,626378.0,751295.0,367342.0,4411989.0,2172745.0,2239244.0,3859516.0,350242.0,9052.0,57084.0,2584.0,1718217.0
2016-07,1.0,77.9,68.0,91.4,8.39,4.42,519961.0,642933.0,724193.0,285658.0,494229.0,626378.0,751295.0,367342.0,4411989.0,2172745.0,2239244.0,3859516.0,350242.0,9052.0,57084.0,2584.0,1718217.0
2016-08,2.0,78.0,68.4,87.7,5.0,1.79,519961.0,642933.0,724193.0,285658.0,494229.0,626378.0,751295.0,367342.0,4411989.0,2172745.0,2239244.0,3859516.0,350242.0,9052.0,57084.0,2584.0,1718217.0
2016-09,1.0,72.2,59.6,83.3,2.13,-1.37,519961.0,642933.0,724193.0,285658.0,494229.0,626378.0,751295.0,367342.0,4411989.0,2172745.0,2239244.0,3859516.0,350242.0,9052.0,57084.0,2584.0,1718217.0
2016-10,1.0,62.7,49.9,76.0,1.05,-2.49,519961.0,642933.0,724193.0,285658.0,494229.0,626378.0,751295.0,367342.0,4411989.0,2172745.0,2239244.0,3859516.0,350242.0,9052.0,57084.0,2584.0,1718217.0
2016-11,0.0,49.9,36.8,63.8,2.07,-2.29,519961.0,642933.0,724193.0,285658.0,494229.0,626378.0,751295.0,367342.0,4411989.0,2172745.0,2239244.0,3859516.0,350242.0,9052.0,57084.0,2584.0,1718217.0
2016-12,0.0,37.0,27.8,42.0,6.04,1.47,519961.0,642933.0,724193.0,285658.0,494229.0,626378.0,751295.0,367342.0,4411989.0,2172745.0,2239244.0,3859516.0,350242.0,9052.0,57084.0,2584.0,1718217.0
2017-01,0.0,40.9,33.1,43.6,4.25,-0.03,520125.0,644144.0,719707.0,295049.0,492467.0,627502.0,747725.0,377657.0,4424376.0,2179025.0,2245351.0,3862600.0,353088.0,9324.0,59593.0,2271.0,1724514.0
2017-02,0.0,46.2,34.7,57.9,2.0,-2.33,520125.0,644144.0,719707.0,295049.0,492467.0,627502.0,747725.0,377657.0,4424376.0,2179025.0,2245351.0,3862600.0,353088.0,9324.0,59593.0,2271.0,1724514.0
2017-03,0.0,47.9,36.4,62.5,4.58,-0.43,520125.0,644144.0,719707.0,295049.0,492467.0,627502.0,747725.0,377657.0,4424376.0,2179025.0,2245351.0,3862600.0,353088.0,9324.0,59593.0,2271.0,1724514.0
2017-04,0.0,61.5,49.9,67.3,4.48,-0.5,520125.0,644144.0,719707.0,295049.0,492467.0,627502.0,747725.0,377657.0,4424376.0,2179025.0,2245351.0,3862600.0,353088.0,9324.0,59593.0,2271.0,1724514.0
2017-05,0.0,65.0,53.8,75.0,6.1,1.66,520125.0,644144.0,719707.0,295049.0,492467.0,627502.0,747725.0,377657.0,4424376.0,2179025.0,2245351.0,3862600.0,353088.0,9324.0,59593.0,2271.0,1724514.0
2017-06,0.0,71.7,60.2,88.2,4.96,1.21,520125.0,644144.0,719707.0,295049.0,492467.0,627502.0,747725.0,377657.0,4424376.0,2179025.0,2245351.0,3862600.0,353088.0,9324.0,59593.0,2271.0,1724514.0
2017-07,1.0,76.9,66.5,92.7,4.61,0.25,520125.0,644144.0,719707.0,295049.0,492467.0,627502.0,747725.0,377657.0,4424376.0,2179025.0,2245351.0,3862600.0,353088.0,9324.0,59593.0,2271.0,1724514.0
2017-08,2.0,73.1,62.4,85.0,4.38,1.46,520125.0,644144.0,719707.0,295049.0,492467.0,627502.0,747725.0,377657.0,4424376.0,2179025.0,2245351.0,3862600.0,353088.0,9324.0,59593.0,2271.0,1724514.0
2017-09,4.0,68.3,56.8,83.8,4.45,1.67,520125.0,644144.0,719707.0,295049.0,492467.0,627502.0,747725.0,377657.0,4424376.0,2179025.0,2245351.0,3862600.0,353088.0,9324.0,59593.0,2271.0,1724514.0
2017-10,1.0,59.4,47.4,71.1,5.24,3.64,520125.0,644144.0,719707.0,295049.0,492467.0,627502.0,747725.0,377657.0,4424376.0,2179025.0,2245351.0,3862600.0,353088.0,9324.0,59593.0,2271.0,1724514.0
2017-11,1.0,47.1,36.0,57.7,2.29,-0.31,520125.0,644144.0,719707.0,295049.0,492467.0,627502.0,747725.0,377657.0,4424376.0,2179025.0,2245351.0,3862600.0,353088.0,9324.0,59593.0,2271.0,1724514.0
2017-12,0.0,35.8,26.1,46.3,2.92,-0.5,520125.0,644144.0,719707.0,295049.0,492467.0,627502.0,747725.0,377657.0,4424376.0,2179025.0,2245351.0,3862600.0,353088.0,9324.0,59593.0,2271.0,1724514.0
2018-01,0.0,30.0,19.9,43.4,2.47,-1.28,519217.0,646650.0,716367.0,304481.0,492802.0,630111.0,743548.0,387028.0,4440204.0,2186715.0,2253489.0,3866676.0,354112.0,9888.0,62802.0,2814.0,1728681.0
2018-02,0.0,44.6,34.7,44.6,8.99,4.96,519217.0,646650.0,716367.0,304481.0,492802.0,630111.0,743548.0,387028.0,4440204.0,2186715.0,2253489.0,3866676.0,354112.0,9888.0,62802.0,2814.0,1728681.0
2018-03,0.0,44.1,34.4,60.2,5.18,0.58,519217.0,646650.0,716367.0,304481.0,492802.0,630111.0,743548.0,387028.0,4440204.0,2186715.0,2253489.0,3866676.0,354112.0,9888.0,62802.0,2814.0,1728681.0
2018-04,0.0,50.7,38.6,62.2,4.45,1.04,519217.0,646650.0,716367.0,304481.0,492802.0,630111.0,743548.0,387028.0,4440204.0,2186715.0,2253489.0,3866676.0,354112.0,9888.0,62802.0,2814.0,1728681.0
2018-05,0.0,71.8,60.5,84.6,4.88,-0.57,519217.0,646650.0,716367.0,304481.0,492802.0,630111.0,743548.0,387028.0,4440204.0,2186715.0,2253489.0,3866676.0,354112.0,9888.0,62802.0,2814.0,1728681.0
2018-06,0.0,75.5,65.0,91.0,6.16,1.97,519217.0,646650.0,716367.0,304481.0,492802.0,630111.0,743548.0,387028.0,4440204.0,2186715.0,2253489.0,3866676.0,354112.0,9888.0,62802.0,2814.0,1728681.0
2018-07,1.0,76.6,66.0,91.1,4.27,-0.11,519217.0,646650.0,716367.0,304481.0,492802.0,630111.0,743548.0,387028.0,4440204.0,2186715.0,2253489.0,3866676.0,354112.0,9888.0,62802.0,2814.0,1728681.0
2018-08,3.0,75.8,66.2,87.4,4.8,1.54,519217.0,646650.0,716367.0,304481.0,492802.0,630111.0,743548.0,387028.0,4440204.0,2186715.0,2253489.0,3866676.0,354112.0,9888.0,62802.0,2814.0,1728681.0
2018-09,4.0,73.1,63.9,81.0,8.06,5.26,519217.0,646650.0,716367.0,304481.0,492802.0,630111.0,743548.0,387028.0,4440204.0,2186715.0,2253489.0,3866676.0,354112.0,9888.0,62802.0,2814.0,1728681.0
2018-10,1.0,58.9,48.0,65.0,3.07,1.33,519217.0,646650.0,716367.0,304481.0,492802.0,630111.0,743548.0,387028.0,4440204.0,2186715.0,2253489.0,3866676.0,354112.0,9888.0,62802.0,2814.0,1728681.0
2018-11,0.0,41.9,32.8,49.8,5.82,3.53,519217.0,646650.0,716367.0,304481.0,492802.0,630111.0,743548.0,387028.0,4440204.0,2186715.0,2253489.0,3866676.0,354112.0,9888.0,62802.0,2814.0,1728681.0
2018-12,0.0,40.5,32.3,45.4,5.59,1.93,519217.0,646650.0,716367.0,304481.0,492802.0,630111.0,743548.0,387028.0,4440204.0,2186715.0,2253489.0,3866676.0,354112.0,9888.0,62802.0,2814.0,1728681.0
2019-01,0.0,35.1,27.0,41.0,4.73,0.7,518176.0,646721.0,712781.0,313244.0,491130.0,629545.0,740561.0,396894.0,4449052.0,2190922.0,2258130.0,3868479.0,358928.0,9386.0,65191.0,3182.0,1734618.0
2019-02,0.0,42.3,32.4,37.7,9.39,5.54,518176.0,646721.0,712781.0,313244.0,491130.0,629545.0,740561.0,396894.0,4449052.0,2190922.0,2258130.0,3868479.0,358928.0,9386.0,65191.0,3182.0,1734618.0
2019-03,0.0,43.1,32.0,50.3,3.68,-0.89,518176.0,646721.0,712781.0,313244.0,491130.0,629545.0,740561.0,396894.0,4449052.0,2190922.0,2258130.0,3868479.0,358928.0,9386.0,65191.0,3182.0,1734618.0
2019-04,0.0,57.8,45.3,69.6,4.94,0.61,518176.0,646721.0,712781.0,313244.0,491130.0,629545.0,740561.0,396894.0,4449052.0,2190922.0,2258130.0,3868479.0,358928.0,9386.0,65191.0,3182.0,1734618.0
2019-05,0.0,68.4,57.6,71.3,4.43,-0.5,518176.0,646721.0,712781.0,313244.0,491130.0,629545.0,740561.0,396894.0,4449052.0,2190922.0,2258130.0,3868479.0,358928.0,9386.0,65191.0,3182.0,1734618.0
2019-06,1.0,71.9,61.6,85.0,8.1,4.75,518176.0,646721.0,712781.0,313244.0,491130.0,629545.0,740561.0,396894.0,4449052.0,2190922.0,2258130.0,3868479.0,358928.0,9386.0,65191.0,3182.0,1734618.0
2019-07,0.0,77.4,67.0,91.2,5.24,0.94,518176.0,646721.0,712781.0,313244.0,491130.0,629545.0,740561.0,396894.0,4449052.0,2190922.0,2258130.0,3868479.0,358928.0,9386.0,65191.0,3182.0,1734618.0
2019-08,0.0,75.6,64.4,88.3,3.46,0.14,518176.0,646721.0,712781.0,313244.0,491130.0,629545.0,740561.0,396894.0,4449052.0,2190922.0,2258130.0,3868479.0,358928.0,9386.0,65191.0,3182.0,1734618.0
2019-09,3.0,74.8,60.8,87.2,0.22,-4.29,518176.0,646721.0,712781.0,313244.0,491130.0,629545.0,740561.0,396894.0,4449052.0,2190922.0,2258130.0,3868479.0,358928.0,9386.0,65191.0,3182.0,1734618.0
2019-10,0.0,60.0,47.1,64.1,6.34,3.64,518176.0,646721.0,712781.0,313244.0,491130.0,629545.0,740561.0,396894.0,4449052.0,2190922.0,2258130.0,3868479.0,358928.0,9386.0,65191.0,3182.0,1734618.0
2019-11,0.0,41.2,29.9,53.8,4.69,1.8,518176.0,646721.0,712781.0,313244.0,491130.0,629545.0,740561.0,396894.0,4449052.0,2190922.0,2258130.0,3868479.0,358928.0,9386.0,65191.0,3182.0,1734618.0
2019-12,0.0,42.1,32.5,48.6,6.1,2.34,518176.0,646721.0,712781.0,313244.0,491130.0,629545.0,740561.0,396894.0,4449052.0,2190922.0,2258130.0,3868479.0,358928.0,9386.0,65191.0,3182.0,1734618.0
2020-01,0.0,40.2,31.9,44.8,4.47,0.22,516537.0,648475.0,708504.0,323006.0,491082.0,631365.0,736061.0,406922.0,4461952.0,2196522.0,2265430.0,3848305.0,361230.0,8364.0,68139.0,3033.0,1748053.0
2020-02,0.0,39.7,30.5,46.7,6.42,2.65,516537.0,648475.0,708504.0,323006.0,491082.0,631365.0,736061.0,406922.0,4461952.0,2196522.0,2265430.0,3848305.0,361230.0,8364.0,68139.0,3033.0,1748053.0
2020-03,0.0,51.4,41.3,59.7,6.84,1.55,516537.0,648475.0,708504.0,323006.0,491082.0,631365.0,736061.0,406922.0,4461952.0,2196522.0,2265430.0,3848305.0,361230.0,8364.0,68139.0,3033.0,1748053.0
2020-04,0.0,52.8,40.8,67.5,4.95,1.34,516537.0,648475.0,708504.0,323006.0,491082.0,631365.0,736061.0,406922.0,4461952.0,2196522.0,2265430.0,3848305.0,361230.0,8364.0,68139.0,3033.0,1748053.0
2020-05,0.0,62.2,51.4,73.6,5.58,1.54,516537.0,648475.0,708504.0,323006.0,491082.0,631365.0,736061.0,406922.0,4461952.0,2196522.0,2265430.0,3848305.0,361230.0,8364.0,68139.0,3033.0,1748053.0
2020-06,0.0,72.6,61.2,91.2,5.16,1.3,516537.0,648475.0,708504.0,323006.0,491082.0,631365.0,736061.0,406922.0,4461952.0,2196522.0,2265430.0,3848305.0,361230.0,8364.0,68139.0,3033.0,1748053.0
2020-07,0.0,78.7,68.2,90.7,5.22,0.69,516537.0,648475.0,708504.0,323006.0,491082.0,631365.0,736061.0,406922.0,4461952.0,2196522.0,2265430.0,3848305.0,361230.0,8364.0,68139.0,3033.0,1748053.0
2020-08,0.0,74.8,65.2,89.1,5.14,2.24,516537.0,648475.0,708504.0,323006.0,491082.0,631365.0,736061.0,406922.0,4461952.0,2196522.0,2265430.0,3848305.0,361230.0,8364.0,68139.0,3033.0,1748053.0
2020-09,0.0,68.3,57.8,79.8,3.98,1.22,516537.0,648475.0,708504.0,323006.0,491082.0,631365.0,736061.0,406922.0,4461952.0,2196522.0,2265430.0,3848305.0,361230.0,8364.0,68139.0,3033.0,1748053.0
2020-10,0.0,57.8,46.8,66.0,4.63,3.13,516537.0,648475.0,708504.0,323006.0,491082.0,631365.0,736061.0,406922.0,4461952.0,2196522.0,2265430.0,3848305.0,361230.0,8364.0,68139.0,3033.0,1748053.0
2020-11,0.0,49.9,37.4,62.2,2.23,-0.6,516537.0,648475.0,708504.0,323006.0,491082.0,631365.0,736061.0,406922.0,4461952.0,2196522.0,2265430.0,3848305.0,361230.0,8364.0,68139.0,3033.0,1748053.0
2020-12,0.0,37.3,27.7,48.2,3.49,0.0,516537.0,648475.0,708504.0,323006.0,491082.0,631365.0,736061.0,406922.0,4461952.0,2196522.0,2265430.0,3848305.0,361230.0,8364.0,68139.0,3033.0,1748053.0
2021-01,0.0,35.7,28.2,44.5,4.12,0.12,515919.34949789185,649018.5361592774,705010.2261271247,333115.2090944365,491038.6647924415,630957.5927913139,732625.7582683733,411848.89423593297,4473400.16636424,2201867.9809927833,2271409.890322887,3838599.1779666417,362854.02963502,7966.937297121259,70729.14099923731,3030.6143941493965,1760437.189311791
2021-02,0.0,32.3,24.2,34.8,4.51,1.03,515871.21306591533,649086.5306487512,704930.926478986,333131.0855629026,491004.6381745214,630957.0137847284,732539.9175637511,412399.9497100857,4473459.189029232,2201958.5515855704,2271480.614996468,3838560.1695048125,362885.9060070871,7964.633945132171,70873.6775599833,3039.282899433998,1758938.2545958823
2021-03,0.0,50.4,37.9,60.6,6.78,1.6,515819.49359632237,649169.5801080089,704851.5847958156,333146.3371084575,490967.036391429,630956.2367987125,732453.042182392,412801.08219312015,4473526.870639802,2202057.7621620353,2271551.5577317434,3838521.1191428346,362925.4142429874,7962.200795683609,70985.52398626943,3047.9395264900727,1757375.607987163
2021-04,0.0,54.6,42.1,65.8,3.08,-1.07,515766.085024104,649263.0336359655,704772.2974486295,333161.082297246,490927.10910250986,630955.2714504454,732366.0891744045,413220.0769067622,4473598.817935899,2202160.37453078,2271622.5195331005,3838482.06290494,362970.2144120374,7959.863977370793,71077.70241625684,3056.6144984572534,1756005.9050315444
2021-05,0.0,62.4,50.4,72.6,3.57,-0.48,515711.88266880636,649363.6799632967,704693.0542774652,333175.3277114771,490885.6696886449,630954.1268900019,732279.1637977929,413638.67221590655,4473672.869476225,2202264.3565703705,2271693.4931295295,3838443.0064029153,363018.6868497416,7957.556172416454,71159.61272230193,3065.3106825543,1754970.0713786993
2021-06,0.0,73.4,62.8,88.4,5.02,1.01,515657.30977427354,649469.3018320729,704613.8563220436,333189.09139694343,490843.2475648242,630952.81182304,732192.2776139684,414058.15022836305,4473747.961853054,2202368.919956661,2271764.4782570945,3838403.9505109433,363069.71045044,7955.2581485272285,71235.13400232587,3074.0287306292853,1754311.190639919
2021-07,0.0,75.9,65.9,89.8,6.2,2.34,515602.5664198975,649578.3683117158,704534.7034446722,333202.3895242257,490800.1873176946,630951.3345323856,732105.4318777835,414478.5172056745,4473823.571880716,2202473.758897634,2271835.474907951,3838364.895365189,363122.50920437864,7952.964043178119,71306.72023788132,3082.768825742115,1754001.0722340646
2021-08,2.0,76.6,66.6,91.9,5.28,2.33,515547.74718848907,649689.8223547798,704455.5956314564,333215.2378538426,490756.71323242405,630949.7028985698,732018.6267103833,414899.95192612434,4473899.442157645,2202578.754800006,2271906.483083614,3838325.840986851,363176.54597267776,7950.672064960139,71375.92472077487,3091.5310509879246,1753968.5694459793
2021-09,2.0,68.9,58.0,87.7,4.23,1.55,515492.89679143706,649802.9341122371,704376.5328555034,333227.65159840864,490712.97129208944,630947.9244193679,731931.8621082138,415324.12523391395,4473975.446045527,2202683.8616944104,2271977.5027859416,3838286.7873792197,363231.44895975455,7948.381666092548,71443.7196857373,3100.315468236151,1754124.7954189093
2021-10,0.0,62.4,52.3,72.7,4.38,2.52,515438.0363644017,649917.199653218,704297.5150913027,333239.64545758703,490669.05651433027,630946.0062283905,731845.1380540119,415750.3048899654,4474051.52124032,2202789.061786018,2272048.5340168043,3838247.7345427936,363286.9608184958,7946.092679807378,71510.75501654336,3109.122134910205,1754382.4906582288
2021-11,0.0,43.4,31.3,60.3,1.98,-0.34,515383.175898084,650032.2710348153,704218.5423132149,333251.23363366246,490625.0307442902,630943.9551127697,731758.4545290144,416193.5058155311,4474127.63708983,2202894.3482103604,2272119.5767780733,3838208.6824776386,363342.90342152433,7943.805359632661,71574.20735111901,3117.951093979837,1754668.6033871858
2021-12,0.0,47.6,36.4,56.2,4.24,0.06,515328.3201146261,650147.9080179227,704139.6144956298,333262.42984855693,490580.9342357252,630941.7775299886,731671.8115143013,416636.9930604195,4474203.7785142725,2202999.7183434432,2272190.6310716206,3838169.631183752,363399.1534763307,7941.463954467345,71639.01277849187,3126.801737907122,1754930.4824440794
2022-01,0.0,31.2,21.3,43.5,5.3,1.3,515076.5489179415,650438.4054900554,701279.7319266615,343713.9412880931,490532.75399664615,631030.8722887354,729037.6663432769,417613.9446133813,4484403.606820986,2208136.5118615245,2277107.630109908,3833397.777417872,364599.5567622463,7906.705760704808,74179.25199174893,3130.053992824326,1767573.8544973538
2022-02,0.0,38.4,27.0,46.6,6.42,2.74,515004.406822891,650573.8368288596,701136.7634919963,343741.0304141195,490486.26851359155,631028.589358252,728887.1927374658,418503.97145982174,4484531.946344417,2208327.59243746,2277235.7744647693,3833340.0153669855,364679.1784162648,7902.273872782659,74286.6228980458,3138.417080751048,1766210.7413942323
2022-03,0.0,49.0,36.4,58.5,3.4,-1.78,514930.98537870764,650713.7053993066,700993.8059469142,343767.11114353617,490439.5232036666,631026.2417753864,728735.9892303699,419272.6920879443,4484667.951533742,2208526.915907711,2277364.1063092,3833282.233987887,364764.4256714833,7897.82992755085,74383.01206198646,3146.8036690551235,1764718.0487732415
2022-04,0.0,54.4,42.8,69.0,4.39,0.47,514856.96553788334,650856.6494991297,700850.9372021186,343792.31968344207,490392.6103833619,631023.8326813485,728584.7683620126,420042.80648811767,4484807.738654118,2208729.534722734,2277492.465077619,3833224.4505613297,364853.5828854448,7893.394472656289,74473.60711720385,3155.213673939232,1763364.1559515258
2022-05,0.0,67.6,56.2,76.9,4.86,0.05,514782.6692062031,651001.7289273064,700708.1490156018,343816.6744845869,490345.5901396822,631021.3650647802,728433.6084819444,420814.33636413555,4484949.396946503,2208933.5295528984,2277620.844904998,3833166.667779264,364945.4625213711,7888.963306192893,74562.79706984482,3163.64544621615,1762305.899210979
2022-06,0.0,74.1,61.5,88.2,2.7,-1.74,514708.24855722196,651148.294513515,700565.4422026735,343840.2056200398,490298.50158203254,631018.8417691659,728282.5181791728,421587.28210491774,4485091.986337164,2209138.155868829,2277749.2455802434,3833108.8860610183,365039.2425903303,7884.535245870065,74651.29468397751,3172.098674525105,1761602.6512510409
2022-07,0.0,78.3,68.0,94.2,8.03,3.69,514633.77552694036,651295.8980331498,700422.8166264707,343862.9408202148,490251.3701658724,631016.2654998829,728131.4983691025,422361.64630113787,4485235.044320293,2209343.1249058577,2277877.6670989,3833051.105471896,365134.3541308321,7880.1099304774625,74739.53525909435,3180.573334992225,1761240.310148881
2022-08,1.0,75.4,65.3,93.2,4.57,1.4,514559.2841206417,651444.2300070379,700280.2722502616,343884.9070210237,490204.2124595506,631013.6388309083,727980.5491230603,423137.43125100544,4485378.343348946,2209548.324713635,2278006.109464064,3832993.3260220503,365230.4033236755,7875.687248624532,74827.78516580872,3189.069465206877,1761158.2407729311
2022-09,0.0,68.2,56.5,87.1,1.92,-1.26,514484.79041261325,651593.0767544918,700137.8090268177,343906.1302317647,490157.0392469541,631010.9642112023,727829.6704195389,423914.6366867475,4485521.771473711,2209753.7119371193,2278134.5726791085,3832935.547713045,365327.11758086586,7871.2671652351555,74916.19646240586,3197.5871159854387,1761274.1174043836
2022-10,1.0,55.1,41.0,73.4,1.4,-1.15,514410.3020006186,651742.2907400634,699995.4269100422,343926.6355836721,490109.8575469665,631008.2439707794,727678.862226833,424693.26648579334,4485665.2736180555,2209959.26983293,2278263.0567474184,3832877.7705451045,365424.30822906765,7866.849668631589,75004.89584755711,3206.1263410633237,1761503.6384231658
2022-11,0.0,47.0,35.2,54.3,2.58,-1.33,514335.8224753127,651891.7700990963,699853.1258537489,343946.44735775335,490062.67192789784,631005.4803264856,727528.1245121291,425473.29739868786,4485808.822686363,2210164.9919817606,2278391.561672379,3832819.9945182437,365521.84467957943,7862.4347776300765,75090.77081214637,3214.6871886250374,1761773.8787576603
2022-12,0.0,37.9,28.6,42.7,3.73,-0.4,514261.35353306914,652041.4445008931,699710.9058117898,343965.5890137489,490015.4853630233,631002.6753874954,727377.457242506,426254.7608844598,4485952.405349363,2210370.8759695957,2278520.087457375,3832762.2196324477,365619.6365491281,7858.018208273721,75178.48128165898,3223.269407013448,1762030.420075667
2023-01,0.15881395405428514,34.21995985845882,25.079517156259826,43.36577320438947,4.007874241295324,-0.26512878393167105,514124.7298063843,652247.9424991972,697355.8723371695,354766.8757236404,489967.68224103603,630979.3291999914,725337.8324032227,427036.7409304223,4495048.442650582,2215311.9139457303,2282575.858802036,3830396.474546911,366523.1092830134,7851.113884920901,77708.1750435751,3229.279982528431,1774726.8250551296
2023-02,0.035881076289417155,37.46504703924526,27.670198126421848,45.24779262833475,4.478548618546824,-0.13354652123481328,514044.8222167032,652404.0844313438,697162.7843564221,354801.9270267524,489920.1446787059,630976.418554259,725139.9148771558,427820.3090754513,4495238.20640699,2215598.626309748,2282750.674353959,3830329.576811889,366637.4292667344,7846.54167517092,77838.52112884849,3237.66006548348,1773364.828657192
2023-03,0.0035198814916000687,47.26633944254205,36.12998643788422,58.39805072405352,4.7544725691431236,-0.16436900351587438,513964.52001717617,652561.6907403669,696969.7502019086,354835.697600068,489872.57296517637,630973.4624167018,724941.4964717742,428605.5271973309,4495434.759949768,2215893.1793083036,2282925.653370235,3830262.6704162895,366755.74405477743,7841.971011360581,77958.26551015367,3246.062443492552,1771875.073867706
2023-04,-0.0016181195777757106,56.77668492385167,44.511332323586004,67.88670806877214,5.248124658135376,-0.05784783658964931,513884.0381856975,652720.3208089629,696776.8318429478,354868.3362075069,489824.98064334155,630970.4629979741,724743.1055236713,429392.18653396354,4495634.668868191,2216190.916868807,2283100.6657277225,3830195.763787129,366876.84478772146,7837.403470499811,78072.49104165583,3254.487106899338,1770524.882773483
