,year,month,count,1m,2m,3m,3mAverage,12m,month_cos,month_sin
2021-08-01,2021,8,121,8.0,11.0,2.0,7.0,0.0,-0.5000000000000004,-0.8660254037844384
2021-09-01,2021,9,588,121.0,8.0,11.0,46.666666666666664,1.0,-1.8369701987210297e-16,-1.0
2021-10-01,2021,10,325,588.0,121.0,8.0,239.0,1.0,0.5,-0.8660254037844386
2021-11-01,2021,11,25,325.0,588.0,121.0,344.6666666666667,0.0,0.8660254037844384,-0.5000000000000004
2021-12-01,2021,12,5,25.0,325.0,588.0,312.6666666666667,0.0,1.0,-2.4492935982947064e-16
2022-01-01,2022,1,2,5.0,25.0,325.0,118.33333333333333,0.0,0.8660254037844387,0.49999999999999994
2022-02-01,2022,2,1,2.0,5.0,25.0,10.666666666666666,1.0,0.5000000000000001,0.8660254037844386
2022-03-01,2022,3,0,1.0,2.0,5.0,2.6666666666666665,0.0,6.123233995736766e-17,1.0
2022-04-01,2022,4,0,0.0,1.0,2.0,1.0,0.0,-0.4999999999999998,0.8660254037844388
2022-05-01,2022,5,1,0.0,0.0,1.0,0.3333333333333333,2.0,-0.8660254037844387,0.49999999999999994
2022-06-01,2022,6,4,1.0,0.0,0.0,0.3333333333333333,11.0,-1.0,1.2246467991473532e-16
2022-07-01,2022,7,5,4.0,1.0,0.0,1.6666666666666667,8.0,-0.8660254037844388,-0.4999999999999998
2022-08-01,2022,8,8,5.0,4.0,1.0,3.3333333333333335,121.0,-0.5000000000000004,-0.8660254037844384
2022-09-01,2022,9,11,8.0,5.0,4.0,5.666666666666667,588.0,-1.8369701987210297e-16,-1.0
2022-10-01,2022,10,12,11.0,8.0,5.0,8.0,325.0,0.5,-0.8660254037844386
2022-11-01,2022,11,1,12.0,11.0,8.0,10.333333333333334,25.0,0.8660254037844384,-0.5000000000000004
2022-12-01,2022,12,0,1.0,12.0,11.0,8.0,5.0,1.0,-2.4492935982947064e-16
